"TítuloAutorPreço                  de capaPreço com desconto 50%",,,
SONGBOOK CHICO BUARQUE - VOL. 3,Almir Chediak,"R$ 110,00","R$ 55,00"
SONGBOOK CHICO BUARQUE - VOL. 4,Almir Chediak,"R$ 110,00","R$ 55,00"
SONGBOOK CHORO - VOL. 1,Almir Chediak,"R$ 110,00","R$ 55,00"
SONGBOOK CHORO - VOL. 2,Almir Chediak,"R$ 110,00","R$ 55,00"
SONGBOOK CHORO - VOL. 3,Almir Chediak,"R$ 110,00","R$ 55,00"
SONGBOOK DJAVAN - VOL. 1,Almir Chediak,"R$ 101,00","R$ 50,50"
SONGBOOK DJAVAN - VOL. 2,Almir Chediak,"R$ 101,00","R$ 50,50"
SONGBOOK DORIVAL CAYMMI - VOL. 1,Almir Chediak,"R$ 85,00","R$ 42,50"
SONGBOOK DORIVAL CAYMMI - VOL. 2,Almir Chediak,"R$ 85,00","R$ 42,50"
SONGBOOK GILBERTO GIL - VOL. 1,Almir Chediak,"R$ 101,00","R$ 50,50"
SONGBOOK GILBERTO GIL - VOL. 2,Almir Chediak,"R$ 101,00","R$ 50,50"
SONGBOOK GOSPEL,Diversos,"R$ 75,00","R$ 37,50"
SONGBOOK IAN GUEST,Almir Chediak,"R$ 96,00","R$ 48,00"
SONGBOOK IVAN LINS - VOL. 1,Almir Chediak,"R$ 101,00","R$ 50,50"
SONGBOOK IVAN LINS - VOL. 2,Almir Chediak,"R$ 101,00","R$ 50,50"
SONGBOOK JOÃO BOSCO - VOL. 1,Almir Chediak,"R$ 116,00","R$ 58,00"
SONGBOOK JOÃO BOSCO - VOL. 2,Almir Chediak,"R$ 116,00","R$ 58,00"
SONGBOOK JOÃO BOSCO - VOL. 3,Almir Chediak,"R$ 116,00","R$ 58,00"
SONGBOOK JOÃO DONATO,Almir Chediak,"R$ 101,00","R$ 50,50"
SONGBOOK LUIZ GONZAGA - VOL. 1,Almir Chediak,"R$ 85,00","R$ 42,50"
SONGBOOK LUIZ GONZAGA - VOL. 2,Almir Chediak,"R$ 85,00","R$ 42,50"
SONGBOOK MARCOS VALLE,Almir Chediak,"R$ 110,00","R$ 55,00"
SONGBOOK NELSON CAVAQUINHO,Almir Chediak,"R$ 85,00","R$ 42,50"
SONGBOOK NOEL ROSA - VOL. 1,Almir Chediak,"R$ 96,00","R$ 48,00"
SONGBOOK NOEL ROSA - VOL. 2,Almir Chediak,"R$ 96,00","R$ 48,00"
SONGBOOK NOEL ROSA - VOL. 3,Almir Chediak,"R$ 96,00","R$ 48,00"
SONGBOOK RITA LEE - VOL. 1,Almir Chediak,"R$ 77,00","R$ 38,50"
SONGBOOK RITA LEE - VOL. 2,Almir Chediak,"R$ 77,00","R$ 38,50"
SONGBOOK SÁ & GUARABYRA,Almir Chediak,"R$ 85,00","R$ 42,50"
SONGBOOK TOM JOBIM - VOL. 1,Almir Chediak,"R$ 94,00","R$ 47,00"
SONGBOOK TOM JOBIM - VOL. 2,Almir Chediak,"R$ 94,00","R$ 47,00"
SONGBOOK TOM JOBIM - VOL. 3,Almir Chediak,"R$ 94,00","R$ 47,00"
SONGBOOK TOQUINHO,Almir Chediak,"R$ 110,00","R$ 55,00"
SONGBOOK VINICIUS DE MORAES - VOL. 1,Almir Chediak,"R$ 94,00","R$ 47,00"
SONGBOOK VINICIUS DE MORAES - VOL. 2,Almir Chediak,"R$ 94,00","R$ 47,00"
SONGBOOK VINICIUS DE MORAES - VOL. 3,Almir Chediak,"R$ 94,00","R$ 47,00"
SOPRO NOVO YAMAHA - APRENDENDO A LER MÚSICA,Cristal A. Velloso,"R$ 67,00","R$ 33,50"
SOPRO NOVO YAMAHA - FLAUTA DOCE CONTRALTO,Cristal A. Velloso,"R$ 61,00","R$ 30,50"
SOPRO NOVO YAMAHA - FLAUTA DOCE SOPRANO,Yamaha,"R$ 63,00","R$ 31,50"
SOPRO NOVO YAMAHA - MANUTENÇÃO - BANDAS,Araken Busto,"R$ 63,00","R$ 31,50"
SOPRO NOVO YAMAHA - QUARTETO FLAUTAS DOCES,Cristal A. Velloso,"R$ 44,00","R$ 22,00"
SOPRO NOVO YAMAHA - SAXOFONE - BANDAS,Erik Heimann Pais,"R$ 61,00","R$ 30,50"
SOPRO NOVO YAMAHA - TROMPETE - BANDAS,Fernando Dissenha,"R$ 52,00","R$ 26,00"
TEORIA MUSICAL,Luciano Alves,"R$ 77,00","R$ 38,50"
TEORIA MUSICAL PARA CRIANÇAS,Olga Xavier de Oliveira,"R$ 61,00","R$ 30,50"
TOCANDO COM JACOB,Jacob do Bandolim,"R$ 110,00","R$ 55,00"
TOQUE JUNTO BOSSA NOVA - VIOLÃO,Nelson Faria,"R$ 61,00","R$ 30,50"
TRATADO DE REGÊNCIA,Raphael Baptista,"R$ 52,00","R$ 26,00"
TROMBONE FÁCIL,Lélio Alves,"R$ 72,00","R$ 36,00"
TUPAN,Annibal Sardinha ( Garoto ),"R$ 26,00","R$ 13,00"
VELHAS CANÇÕES DE MINHA INFÂNCIA,Mário Mascarenhas,"R$ 63,00","R$ 31,50"
VINTE PEÇAS FÁCEIS,Johann Sebastian Bach,"R$ 31,00","R$ 15,50"
VIOLA CAIPIRA - ESTUDO DIRIGIDO,Rui Torneze de Araújo,"R$ 63,00","R$ 31,50"
VIOLA CAIPIRA INSTRUMENTAL,Rui Torneze,"R$ 62,00","R$ 31,00"
VIOLINO - PRIMEIROS PASSOS,Regina Grossi Campos,"R$ 52,00","R$ 26,00"
VOCABULÁRIO DO CHORO,Mário Sève,"R$ 110,00","R$ 55,00"
WALDIR AZEVEDO: O MESTRE DO CAVAQUINHO,Waldir Azevedo,"R$ 55,00","R$ 27,50"
WILSON BAPTISTA - CANCIONEIRO COMENTADO,Rodrigo Alzuguir,"R$ 77,00","R$ 38,50"
WORKSHOP DE MÚSICA BRASILEIRA,Antonio Adolfo,"R$ 85,00","R$ 42,50"
