8532802222,1,EdUFSC,Projeto do trabalho humano: melhoranIng ebo rg Sell,46.20,50,23.1
9788532807,1,EdUFSC,Serviço social: questão social e direitoH elenara S ilv eira  Fagundes,38.00,50,19
9788532803,1,EdUFSC,O casal violento: uma leitura psicanalíDomingos Caratozzolo,43.20,50,21.6
9788532806,1,EdUFSC,A tempestade (The tempest) William Shakespeare,35.00,50,17.5
8532802400,1,EdUFSC,Agricultura e espaço rural em Santa CMaria Ignez Silveira Paulilo,38.28,50,19.14
8532801498,1,EdUFSC,Análise de projetos em bancos de desIvan Ricardo Gartner,23.76,50,11.88
9788532806,1,EdUFSC,Domingo de Páscoa Osman Lins,28.00,50,14
8532801994,1,EdUFSC,"Ecologia, juventude e cultura política: P aulo J. Kri schke",26.88,5 0,13. 44
9788532805,1,EdUFSC,A ética do uso e da seleção de embriõLincoln Frias,36.00,50,18
9788532804,1,EdUFSC,Economia agrícola familiar e a central Breno Jos é Loebens,30.00,50,15
8532803555,1,EdUFSC,Saúde da mulher: um desafio em consElza Berger Salema Coelho,33.60,50,16.8
9788532807,1,EdUFSC,História e arqueologia da América ind Cristia na Berta zoni,48.00,50,24
9788532806,4,EdUFSC,Introdução ao projeto geométrico de r Shu Ha n  Lee,47.00,50,23.5
9788532805,1,EdUFSC,Códices: os antigos livros do Novo MuMiguel León-Portilla,69.00 50,,34.5
9788532808,1,EdUFSC,A força da situação de campo: ensaio M iriam Pillar Grossi,35.00 50,,17.5
8586447684,1,EdUFSC,Monitores de mídia: como o jornalismoR ogério Chris tofoletti,28.80 50,,14.4
9788532805,1,EdUFSC,Negerplastik: escultura negra Carl Einstein,61.00 50,,30.5
9788532806,1,EdUFSC,O desenvolvimento da telefonia em SaAnd ré Luiz Sa ntos,27.00 50,,13.5
9788532807,1,EdUFSC,Soldados de seis pernas: usando inseJef frey A.  Lock woo d,48.00 50,,24
9788532807,1,EdUFSC,Ações afirmativas na universidade: abIlse S cherer -Warren,38.00 50,,19
9788532804,1,EdUFSC,Fernando de Azevedo: sociólogo e ed Silvia Lima,30.00 50,,15
9788532804,1,EdUFSC,Um poeta simbolista na República Ve Jef erson Ago s tini Mello,31 .20 50,,15.6
8532802109,1,EdUFSC,A infância do velho Graciliano: memórTân ia R egina  de  Souza,24.00 50,,12
9788532808,1,EdUFSC,Física com as mãos: seleção de atividTatia na da Silva,23.0 0 5 0,,1 1.5
9788532808,1,EdUFSC,Competência em informação: conceitoE lizete Vie ira Vitorin o,3 0 .00 50,,15
9788532806,1,EdUFSC,Guia de campo fitossociológico - 1 e 2Marcelo Callegari Scipioni,16.00 50,,8
9788532808,1,EdUFSC,"Umbigos enterrados: corpo, pessoa e Emilene Le ite de S ousa",46.00 50,,23
9788532804,1,EdUFSC,Cidade do ócio: entre sonetos e retalhErnani Rosas,44.40 50,,22.2
9788532806,1,EdUFSC,Patrimônio cultural e seus campos Alicia Norma González de C,30.00 50,,15
9788532808,1,EdUFSC,Saberes e ciência plural: diálogos e in Deise Lucy Oliv eira  Montard,42.00 50,,21
9788532804,1,EdUFSC,"Santa Catarina, 1930: da degenerescêCynth ia  Machado Campos",38.40 50,,19.2
9788532808,3,EdUFSC,De técnico e de humano: questões co Walter Antonio  Baz zo,36.00 50,,18
9788532806,1,EdUFSC,"Theatrum Ethnographicum: campo, exAlberto Gr oisman",30.00 50,,15
9788532805,1,EdUFSC,Ligação direta: estética e política Mario Perniola,28.00 50,,14
8532802311,1,EdUFSC,As correspondências: uma história da M arlon  Sa lom on,18 .48  50,,9.24
9788532806,1,EdUFSC,Os milagres do cão Jerônimo; AlçapãoP éricle s Prade,15.00 50,,7.5
8532801951,1,EdUFSC,O jurídico na sociedade em rede Luiz Carlos Cancellier,25.20 50,,12.6
9788532807,1,EdUFSC,Serviço social: questão social e direitoL iliane Mos e r,38.00 50,,19
9788532807,1,EdUFSC,Violências e figuras subjetivas: investi Mériti d e Souz a,38.00 50,,19
8532801811,1,EdUFSC,Participação popular e cultura política  Clo vis Pires d a Silva,19.80 50,,9. 9
8532802583,1,EdUFSC,Leituras do hipertexto: viagem ao Dici Raque l Wandelli,52.80 50,,26.4
9786558050,1,EdUFSC,"Família e política social: gênero, geraçKeli  R egina Dal Prá",60.00 50,,30
853280232,1,EdUFSC,Literatura e psicanálise: Ernesto SábaRa fa e l Andrés Villari,25.20 50,,12.6
8532802494,1,EdUFSC,Infecção do trato urinário: aspectos pr Ana M ari a Nunes de Fa ria S,19.80 50,,9.9
9788532806,1,EdUFSC,"Memórias, ausências e presenças do Am erico  Ish ida",48.00 50,,24
9788532807,1,EdUFSC,O político José Martínez Ruiz (Azorín),28.00 50,,14
9788532808,1,EdUFSC,Sistemas dinâmicos: controle clássico An tonio Au gusto Rodrigues,49.00 50,,24.5
9788532804,2,EdUFSC,Da chave de fenda ao laptop: tecnologLu cídio B ia nchett i,42.00  5 0,,21
9788532807,1,EdUFSC,Motociclismo: um giro pela América Paulo M. S. Coelho Santos,35.00 50,,17.5
9788532807,1,EdUFSC,"Pensamentos, palavras e obras: Henr Arm en  Mami gonian",30.00 50,,15
9788532803,1,EdUFSC,O utilitarismo em foco: um encontro coMa ria C ecilia Maringo n i de C,40.80 50,,20.4
9788532805,1,EdUFSC,Percursos em teoria da gramática Roberta Pires de Oliveira,29.00 50,,14.5
8532801315,1,EdUFSC,Dialética da avaliação do uso e manejL uiz R enato  D'A gostini,18.96 5 0,,9.48
8532800068,1,EdUFSC,Qüeras Márcio Camargo Costa,17.40 50,,8.7
9788532806,1,EdUFSC,Contos gauchescos João Simões Lopes Neto,28.00 50,,14
8532802958,1,EdUFSC,Gênero e contracepção: uma perspecLuz inete Simões Minella,25.20 50,,12.6
9788532804,1,EdUFSC,O lume da madrugada Almiro Caldeira,30.00 50,,15
9788532808,1,EdUFSC,O campo da mente: introdução crítica Lu iz Henri que  de Araújo Dut,35.00 50,,17.5
9788532808,1,EdUFSC,Cálculo numérico computacional Sérgio Peters,60.00 50,,30
9788532803,1,EdUFSC,Propriedades químicas e tecnológicas Ma ria Jan ete Angeloni M a rc,19. 20 50,,9.6
9786558050,1,EdUFSC,Revisitar Laguna: histórias de conexõeBe atriz Gallotti Mamigonian,50.00 50,,25
8532802680,1,EdUFSC,As decaídas: prostituição em Florianó Ivon ete Pe re ira,23.76,50,11.88
8532802788,1,EdUFSC,Ética e participação: problemas éticos Leo Kissler,21.0 0,50,10.5
9788532805,1,EdUFSC,O espelho da América: de Thomas MoRa fa el Ruiz,31.00,50,15.5
9788532807,4,EdUFSC,Matrizes e sistemas de equações lineaNilo Kühlkamp,26.00,50,13
857696001,1,EdUFSC,Palavras em movimento: o discurso joDaniella H aend ch en,21.60,50,10.8
9788532808,1,EdUFSC,"Estado, políticas e agenciamentos socSôn ia W eidner Maluf",54.00,50,27
9786558050,1,EdUFSC,Ética do cuidado: diálogos necessário T ânia A parecida K uhn en,45.00,50,22.5
9788532807,1,EdUFSC,Língua e literatura na época da tecnol Anelise Reich Corseuil,38.00,50,19
9788532808,1,EdUFSC,Poesia religiosa: antologia John Donne,40.00,50,20
9786558050,1,EdUFSC,Realidade e conhecimento social: aspLuiz H enrique de  A raújo Dut,37 .00,50,18.5
9788532808,1,EdUFSC,O regime imagético Pankararu: perfor Marcos  A lexa ndre dos  Sa nt,48 .00,50,24
9788532808,1,EdUFSC,Sociologia da ação coletiva Agripa Faria Alexandre,28.00,50,14
9788532807,1,EdUFSC,Kinopoems: o cinema vai ao poema Sylvio Back,40.00,50,20
9786558050,3,EdUFSC,Fundamentos de Aritmética ED. 3 Hygino Hugueros Domingue,54.00,50,27
9788532807,2,EdUFSC,Tecnologia de fabricação de revestimeAnton io Pedro Novaes de O,28.00,50,14
