"",,,,L ist,a,d,Fes,e,Li,t,a,vr,V,os,irt,L,u i,v,,aro,l,d,,o d a,,,,U 2sp,,02,,1
"",,,,Preço de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cód.,Título Cód. de Barras,Autor,,,,,,,Preço com desconto,,,,,,,,,,,,,,,,,,,,,,,
"",,,,Capa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13092,Educação e direitos humanos - percepçõe,s9o7b8r8e5 a2 e4s9c2o1la8 5ju8s,a Flávia Schilling,"R$ 63,00","R$ 31,50"
12756,Educação e poder - introdução à pedagogi,9d7o8 c8o5n2f4li9to18841,Moacir Gadotti,"R$ 63,00","R$ 31,50"
12539,Educação e supervisão - o trabalho coletiv,9n7a8 e8s5c2o4la918568,Nilda Alves,"R$ 52,00","R$ 26,00"
12602,"Educação escolar - políticas, estrutura e o",a9n7i8z8aç5ã2o4918605,João Ferreira de Oliveir,"R$ 95,00","R$ 47,50"
12450,Educação especial no Brasil - história e pol,ti9c7a8s 8p5ú2b4li9c1a7s097,Marcos J. S. Mazzotta,"R$ 68,00","R$ 34,00"
14178,Educação Infantil,9788524927560,Zilma de M. R. Oliveira,"R$ 73,00","R$ 36,50"
14233,Educação Infantil - políticas internacionais,p9a7ra8 6cr5i5a5n5ça5s0 2d8e3 0,a K 3a rina Alves Biasoli,"R$ 67,00","R$ 33,50"
12677,Educação Infantil do campo,9788524919473,Ana Paula Soares da Sil,"aR$ 73,00","R$ 36,50"
12005,Educação infantil no coração da cidade,9788524914317,Isabel de Oliveira e Silv,"R$ 73,00","R$ 36,50"
12753,Educação matemática - pesquisa em movi,9e7n8to8524919398,Marcelo de Carvalho Bo,"baR$ 78,00","R$ 39,00"
13423,Educação matemática nos anos iniciais do,En9s7i8n8o5 F2u4n9d2a2m84e8nt,Vl -a nessa Dias Moretti,"R$ 72,00","R$ 36,00"
12394,Educação não formal e cultura política,9788524917233,Maria da Gloria Gohn,"R$ 46,00","R$ 23,00"
13391,Educação não formal no campo das artes,9788524923418,Maria da Gloria Gohn,"R$ 46,00","R$ 23,00"
12447,Educação natural em Rousseau - das nece,si9d7a8d8e5s2 d4a9 c1r7ia3n5ç6a,e C laudio Almir Dalbosco,"R$ 65,00","R$ 32,50"
14202,Educação ou barbárie?,9786555550245,Bernard Charlot,"R$ 68,00","R$ 34,00"
13368,"Educação, convivência e ética - audácia e",sp97er8a8n5ç2a4!923340,Mario Sergio Cortella,"R$ 46,00","R$ 23,00"
13090,"Educação, escola e docência - novos temp","s9, 7n8o8v5a2s4 a9t2it1u9d2e6s",Mario Sergio Cortella,"R$ 46,00","R$ 23,00"
12571,Educação: um tesouro a descobrir,9788524918452,Jacques Delors,"R$ 71,00","R$ 35,50"
13552,Educar com a matemática - fundamentos,9788524924521,Manoel Oriosvaldo de,"ouRr$a 89,00","R$ 44,50"
14292,"Eles leem, mas não compreendem",9786555550252,Élie Bajard,"R$ 72,00","R$ 36,00"
12562,Em busca da Pirâmide de diamantes,9788524918711,Marconi Leal,"R$ 46,00","R$ 23,00"
13828,"Emergência da Escola, A",9788524926709,José G. Gondra,"R$ 73,00","R$ 36,50"
12588,Ensinar e aprender com pesquisa no ensin,9m7é8d8i5o24918933,Antônio Joaquim Severi,"o R$ 54,00","R$ 27,00"
12777,Ensinar e aprender no ensino superior - p,r 9u7m8a8 5e2p4is9te1m99o5l4o,i aA ndtao nio Teodoro,"R$ 51,00","R$ 25,50"
12739,Ensino das ciências como compromisso ci,n9tí7fi8c8o5 e2 4so9c1i9a8l 0- 0os,Anna Maria Pessoa de,"arvRa$lh 7o1,00","R$ 35,50"
12086,Ensino de Biologia - histórias e práticas e,d9if7e8r8e5n2te4s9 1e5sp3a0ç7o,Martha Marandino,"R$ 68,00","R$ 34,00"
13821,Ensino de Ciências - fundamentos e méto,o9s788524926358,Demétrio Delizoicov,"R$ 75,00","R$ 37,50"
11745,Ensino de Filosofia no ensino médio,9788524913266,Evandro Ghedin,"R$ 73,00","R$ 36,50"
13752,Ensino de história - fundamentos e métod,s9788524926150,Circe Maria Fernandes,"itteRn$c 9o2u,r0t0","R$ 46,00"
12099,Ensino de matemática na educação de ad,"lt9o7s8, 8O524915390",Newton Duarte,"R$ 46,00","R$ 23,00"
13979,Ensino de música para pessoas com o Tra,st9o7r8n8o5 d2o4 9E2sp73ec5t5r,dVoa léria Peres Asnis,"R$ 45,00","R$ 22,50"
12652,Ensino e correção na produção de textos,sc9o7l8a8re5s24918858,Lílian Maria Ghiuro Pas,"areRll$i  79,00","R$ 39,50"
13093,"Envelhecimento, saúde e trabalho no tem",o9 d7o8 8c5a2p4it9a2l 1919,Sálvea de Oliveira Cam,"eloR e$  P7a6i,v0a0","R$ 38,00"
14185,Escala de Avaliação de Ambientes de Educ,ç9ã7o8 I8n5f2an49ti2l 7(c3r9ia3n,aTsh elma Harms,"R$ 45,00","R$ 22,50"
14186,Escala de Avaliação de Ambientes de Educ,ç9ã7o8 I8n5f2an49ti2l 7(c3r8ia6n,aTsh elma Harms,"R$ 45,00","R$ 22,50"
13025,Escamas,9788524921575,Janaina Tokitaka,"R$ 54,00","R$ 27,00"
13432,Escola da ponte - uma escola pública em d,b9a7t8e8524923609,José Pacheco,"R$ 65,00","R$ 32,50"
13640,"Escola de Gramsci, A",9788524925122,Paolo Nosella,"R$ 73,00","R$ 36,50"
13219,"Escola dos nossos sonhos, A - pequena int",o9d7u8ç8ã5o2 à4 h9i2s2tó8r1ia7,aG abriel Chalita,"R$ 46,00","R$ 23,00"
13547,"Escola e o conhecimento, A - fundamento",e9p7i8st8e5m2o49ló2g4ic4o7s7,Mario Sergio Cortella,"R$ 63,00","R$ 31,50"
12648,"Escola e o fracasso escolar, A",9788524919145,Rosário Genta Lugli,"R$ 46,00","R$ 23,00"
12090,"Escola em ciclos, A - fundamentos e debat",s9788524914959,Jefferson Mainardes,"R$ 23,00","R$ 11,50"
10647,Escola pode ensinar as alegrias da música,", A9788524913686",Georges Snyders,"R$ 63,00","R$ 31,50"
12000,"Escrita infantil, A",9788524914300,Cláudia Maria Mendes,"onRti$jo 65,00","R$ 32,50"
13491,Escritos de Fúlvia Rosemberg,9788524923739,Sandra Unbehaum,"R$ 75,00","R$ 37,50"
13381,Esfera pública e conselhos de assistência s,c9ia7l8 -8 c5a2m49in2h3o2s4 d1,Raquel Raichelis,"R$ 78,00","R$ 39,00"
12636,Esporte como conhecimento e prática nos,a9n7o8s 8in5i2c4ia9i1s 9d2o7 e5n,iVniolma Lení Nista-Piccolo,"R$ 67,00","R$ 33,50"
12635,Esporte para a saúde nos anos finais do e,si9n7o8 f8u5n2d4a9m1e9n0t5a3l,Vilma Lení Nista-Piccolo,"R$ 57,00","R$ 28,50"
12634,Esporte para a vida no ensino médio,9788524919046,Vilma Lení Nista-Piccolo,"R$ 63,00","R$ 31,50"
12542,"Estado, Classe e Movimento Social",9788524918575,Carlos Montaño,"R$ 78,00","R$ 39,00"
13410,Estágio com pesquisa,9788524923425,Evandro Ghedin,"R$ 75,00","R$ 37,50"
10783,"Estágio supervisionado, O",9788524914003,Marta A. Feiten Buriolla,"R$ 63,00","R$ 31,50"
11922,Estatuto da Criança e do Adolescente e o,"ro9f7e8s8s5o2r,4 O91 -3 r9e3fl8e",o Lsu iz Antonio Miguel Fer,"eirRa$ 59,00","R$ 29,50"
10988,Estratégias em serviço social,9788524906671,Vicente de Paula Faleir,"sR$ 65,00","R$ 32,50"
12864,Estrelas são pipocas e outras descobertas,9788524920332,Ana Maria Moura,"R$ 45,00","R$ 22,50"
13094,"Estudo Social em perícias, laudos e parece","e9s7 t8é8cn52ic4o9s2, 1O940",CFESS,"R$ 63,00","R$ 31,50"
13572,Estudos curriculares - ensaios selecionado,9788524923579,WILLIAM PINAR,"R$ 68,00","R$ 34,00"
11957,Ética - fundamentos sócio-históricos,9788524914263,Maria Lucia Silva Barroc,"R$ 69,00","R$ 34,50"
12350,Ética e competência,9788524917035,Terezinha Azerêdo Rios,"R$ 46,00","R$ 23,00"
12376,"Ética e formação de professores - política,",re9s7p8o8n5s2a4b9il1id7a3d3e2,Francisca Eleodora Sant,"s SRe$v 5e5ri,n0o0","R$ 27,50"
11182,Ética e Serviço Social - fundamentos ontol,g9ic7o8s8524908132,Maria Lucia Silva Barroc,"R$ 67,00","R$ 33,50"
14226,"Ética, crime e loucura:",9786555550207,Valéria Forti,"R$ 76,00","R$ 38,00"
13807,Eu já sei as cores,9788524926327,Anielizabeth,"R$ 34,00","R$ 17,00"
13808,Eu já sei as formas geométricas,9788524926334,Anielizabeth,"R$ 34,00","R$ 17,00"
13809,Eu já sei as letras do meu nome,9788524926341,Anielizabeth,"R$ 34,00","R$ 17,00"
13810,Eu já sei brincar,9788524925948,Anielizabeth,"R$ 34,00","R$ 17,00"
13811,Eu já sei contar,9788524925955,Anielizabeth,"R$ 34,00","R$ 17,00"
13812,Eu já sei mexer o corpo,9788524925962,Anielizabeth,"R$ 34,00","R$ 17,00"
13415,Eu produzo menos lixo!,9788524923265,Cristina Santos,"R$ 47,00","R$ 23,50"
13872,Expropriação e direitos no capitalismo,9788524927096,Ivanete Boschetti,"R$ 78,00","R$ 39,00"
13648,"Fabrica da educação, A - Da especializaçã",t9ay7l8o8r5is2ta4 9à2 5191,Ricardo Antunes,"R$ 46,00","R$ 23,00"
13751,"Família - Redes, laços e políticas públicas",9788524926068,Ana Rojas Acosta,"R$ 78,00","R$ 39,00"
11347,"Família como espelho, A - um estudo sobr",a9 7m8o8r5a2l 4d9o0s9 p0o8b5r,sCynthia Andersen Sarti,"R$ 62,00","R$ 31,00"
13644,Família: urgências e turbulências,9788524925238,Mario Sergio Cortella,"R$ 54,00","R$ 27,00"
13231,Famílias que educam - uma relação harmo,i9o7s8a8 e5n2t4re9 2p2a8is2 e4,i lGhoabsriel Chalita,"R$ 45,00","R$ 22,50"
12710,Fazer universidade - uma proposta metod,ló9g7i8c8a524919497,Cipriano Luckesi,"R$ 75,00","R$ 37,50"
12038,"Fazeres na educação infantil, Os",9788524914638,Adriano Gosuen,"R$ 75,00","R$ 37,50"
13873,Feminismo e consciência de classe no Bra,l9788524927102,Mirla Cisne,"R$ 75,00","R$ 37,50"
13791,"Feminismo, diversidade sexual e Serviço S",c9ia7l88524926389,Silvana Mara de Morais,"dosR $Sa 6n5t,o0s0","R$ 32,50"
13844,Filomenos: o cabrito aflito,9788524926983,Silvana de Menezes,"R$ 46,00","R$ 23,00"
12335,Filosofia da educação,9788524916229,Cipriano Luckesi,"R$ 68,00","R$ 34,00"
14254,Flauteando - Volume 1,9786555550443,Maria Regina Braga de,"orRth$o 1l1e0 V,0e0rta","attiR$ 55,00"
14255,Flauteando - Volume 2,9786555550450,Maria Regina Braga de,"orRth$o 1l1e0 V,0e0rta","attiR$ 55,00"
12535,"Floresta e a escola, A - por uma educação",m97b8ie8n5t2a4l 9p1ó7s-6m60o,e Mrnaarcos Reigota,"R$ 63,00","R$ 31,50"
12379,Florianópolis - a capital em uma ilha,9788524916953,Cristina Santos,"R$ 46,00","R$ 23,00"
12663,Formação do professor do Ensino Superio,-9 d7e8s8a5fi2o4s9 e1 p94o5lít9ic,Ms aria Isabel de Almeid,"R$ 63,00","R$ 31,50"
13925,Formação humana (Bildung): despedida o,r9e7n8a8s5ci2m49en27to2?87,Claudio Almir Dalbosco,"R$ 73,00","R$ 36,50"
12052,Formação permanente do professorado -,o9v7a8s8 t5e2n4d9ê1n4c9ia4s2,Francisco Imbernón,"R$ 46,00","R$ 23,00"
11657,Fortaleza - de dunas andantes a cidade ba,h9a7d8a8 d5e2 4s9o1l 1330,Flávio Paiva,"R$ 41,00","R$ 20,50"
13673,Foucault y la educación Disciplinas y saber,"#N/D",Stephen J. Ball,"R$ 65,00","R$ 32,50"
13710,"Fuga da ervilha, A",9788524925535,Dulce Seabra,"R$ 58,00","R$ 29,00"
14278,"Fundo Público, Valor e Política Social",9786555550511,Elaine Rossetti Behring,"R$ 65,00","R$ 32,50"
12548,"Gêneros do discurso na escola - mito, con","o,9 c7o8r8d5e2l,4 d9i1s7cu6r7s7o",Helena Brandão,"R$ 73,00","R$ 36,50"
11510,"Gestão da seguridade social brasileira, A -",n9t7re8 8a5 p2o4l9ít1ic0a8 5p2ú,l iAcda eemir Alves da Silva,"R$ 72,00","R$ 36,00"
13523,Gestão Democrática da Escola Pública,9788524924293,Vitor Henrique Paro,"R$ 54,00","R$ 27,00"
13602,Gestão democrática e serviço social,9788524924996,Claudio Gurgel,"R$ 76,00","R$ 38,00"
13122,Gestão social e trabalho social - desafios e,p9e7rc8u8r5s2o4s 921988,Maria do Carmo Brant,"arvRa$lh 6o7,00","R$ 33,50"
14182,"Gesto Audível, O",9788524927638,Eleonora Cavalcante Al,"anoR$ 68,00","R$ 34,00"
13874,"Gigante caixinha de medos, A",9788524927119,Dani Grinberg,"R$ 45,00","R$ 22,50"
12380,"Gigante egoísta, O",9788524916984,Liana Leão,"R$ 46,00","R$ 23,00"
13804,Gigi e Napoleão,9788524926242,Cláudia Ramos,"R$ 41,00","R$ 20,50"
12929,Globalização correlação de forças e Serviç,S9o7c8i8a5l 24921117,Vicente de Paula Faleir,"sR$ 75,00","R$ 37,50"
12162,Goiânia - coração do Brasil,9788524916007,José Mendonça Teles,"R$ 41,00","R$ 20,50"
13659,Golpes na história e na escola - O Brasil e,A9m78é8ri5c2a4 L9a2t5in3a6 n8,s André Roberto de A. M,"chaRd$o 75,00","R$ 37,50"
11763,"Gramática do tempo, A - para uma nova c",lt9u7r8a8 p5o2l4ít9ic1a2429,Boaventura de Sousa Sa,"toRs$ 93,00","R$ 46,50"
13790,"Grande livro dos contrários, O - Das forma",e9 7d8a8s5 c2o4r9e2s6297,Sandra Pina,"R$ 58,00","R$ 29,00"
13510,Greves no Brasil (de 1968 aos dias atuais),o9l7u8m8e5 214. 924248,CARLINDO R. DE OLIVEI,"A R$ 45,00","R$ 22,50"
13612,Greves no Brasil (de 1968 aos dias atuais),o9l7u8m8e5 24925085,CARLINDO R. DE OLIVEI,"A R$ 45,00","R$ 22,50"
12117,"Guarani, O (em quadrinhos)",9788524915598,José de Alencar,"R$ 52,00","R$ 26,00"
13006,Hans Staden - um aventureiro no novo m,d9o7 8(8e5m2 4q9u2a0d7ri3n8h,sJ)ô Oliveira,"R$ 55,00","R$ 27,50"
12165,Hipertexto e gêneros digitais - novas form,s9 d7e8 8co5n2s4t9r1u5çã5o6 7d,Luiz Antônio Marcuschi,"R$ 68,00","R$ 34,00"
12496,Hipertexto no cotidiano escolar,9788524918346,Luiz Fernando Gomes,"R$ 51,00","R$ 25,50"
13906,"História bela do gato e da panela, A",9788524927218,Jonas Ribeiro,"R$ 45,00","R$ 22,50"
13525,História da educação brasileira,9788524923456,Paulo Ghiraldelli Jr.,"R$ 78,00","R$ 39,00"
11998,História da organização do trabalho escol,r 9d7o8 c8u5r2rí4c9u1lo4 1n6o4 s,cRuolosa  Fátima Souza,"R$ 76,00","R$ 38,00"
10253,História do Serviço Social na América Lati,9788524900013,Manuel Manrique Castr,"R$ 63,00","R$ 31,50"
12178,História dos métodos e materiais de ensin,9- 7a 8e8s5c2o4la9 n1o5v2a3 9e,eVuesr a Teresa Valdemari,"R$ 68,00","R$ 34,00"
12490,História geral da África - Vol. IV - África do,sé9c7u8l8o5 X2I4I 9ao1 8X1V1I7,Djibril Tamsir Niane,"R$ 145,00","R$ 72,50"
12491,História geral da África - Vol. V - África do,é9c7u8lo8 5X2V4I 9a1o8 X1V2I4II,Bethwell Allan Ogot,"R$ 145,00","R$ 72,50"
12492,História geral da África - Vol. VI - África do,sé9c7u8l8o5 X2I4X9 à1 d8é1c3a1d,Jd. eF . Ade Ajayi,"R$ 145,00","R$ 72,50"
12093,História inacabada do analfabetismo no B,as9i7l 88524915246,Alceu Ravanello Ferraro,"R$ 65,00","R$ 32,50"
13969,História oral na pesquisa em serviço social,A9788524927508,Maria Lúcia Martinelli,"R$ 76,00","R$ 38,00"
13570,História social da infância no Brasil,9788524924729,Marcos Cezar de Freitas,"R$ 89,00","R$ 44,50"
12782,Histórias de Cantigas,9788524919633,Cláudia Cascarelli,"R$ 55,00","R$ 27,50"
12184,Histórias de quem conta histórias,9788524916120,Lenice Gomes,"R$ 69,00","R$ 34,50"
12268,Histórias de valor,9788524916519,Denise Rochael,"R$ 52,00","R$ 26,00"
13579,Homo Narrans Vol. 1 - por uma abordage,e9n7u88n5ci2a4ti9v2a4 e9 27,ALAIN RABATEL,"R$ 76,00","R$ 38,00"
13433,Humor - eis a questão,9788524923623,Ana Cristina Carmelino,"R$ 65,00","R$ 32,50"
13642,"Ideologia da velhice, A",9788524925115,Eneida G. de Macedo H,"ddRa$d 65,00","R$ 32,50"
12989,Ideologia do desenvolvimento de comuni,ad9e7 8n8o5 B2r4a9s2il1360,Safira Bezerra Ammann,"R$ 72,00","R$ 36,00"
13389,Ideologias e Ciência Social - elementos par,9u7m8a8 5a2n4á9li1se7 8m0a6r,iMstaichael Löwy,"R$ 52,00","R$ 26,00"
12119,"Ilha do tesouro, A",9788524915628,Eduardo Vetillo,"R$ 47,00","R$ 23,50"
12309,"Ilíada, A (em quadrinhos)",9788524916809,Walter Vetillo,"R$ 52,00","R$ 26,00"
14328,"Importância do ato de ler, A -",9786555551303,Paulo Freire,"R$ 63,00","R$ 31,50"
13206,Inclusão educacional de alunos com surde,-9 c7o8n8c5e2p4ç9ã2o2 e0 08,Márcia Honora,"R$ 65,00","R$ 32,50"
11733,"Inclusão em educação - culturas, políticas",9p7rá8t8ic5a2s4912320,Mônica Pereira dos San,"osR$ 63,00","R$ 31,50"
12106,Indisciplina e disciplina escolar - fundame,to9s7 8p8ar5a2 4o9 t1ra5b5a2l9h,Celso dos S. Vasconcell,"sR$ 76,00","R$ 38,00"
13205,Infância e suas linguagens,9788524922077,Marcia Aparecida Gobb,"R$ 68,00","R$ 34,00"
13537,Infância e violência doméstica - Fronteiras,d9o7 c8o8n5h2e4c9im24e1n9t4o,Maria Amélia Azevedo,"R$ 89,00","R$ 44,50"
14333,Informalidade e precarização do trabalho:,9786555550627,Maria Augusta Tavares,"R$ 68,00","R$ 34,00"
12865,Ingresso na escrita e nas culturas do escrit,",9 O7-8 8se5l2e4çã9o2 0d2e9 t5e",tEoms ilia Ferreiro,"R$ 93,00","R$ 46,50"
12611,Inovar o ensino e a aprendizagem na univ,rs9i7d8a8d5e24918636,Francisco Imbernón,"R$ 46,00","R$ 23,00"
12755,Inquietações e mudanças no ensino da art,9788524919107,Ana Mae Barbosa,"R$ 65,00","R$ 32,50"
13123,"Instrumentalidade do Serviço Social, A",9788524922039,Yolanda Guerra,"R$ 75,00","R$ 37,50"
13036,"Interdisciplinaridade - pensar, pesquisar e",n9te7r8v8ir524921681,Ivani Fazenda,"R$ 75,00","R$ 37,50"
13429,"Internetês na escola, O",9788524923593,Fabiana Komesu,"R$ 58,00","R$ 29,00"
11789,Intertextualidade - diálogos possíveis,9788524901348,Anna Christina Bentes,"R$ 63,00","R$ 31,50"
12601,Introdução à filosofia - aprendendo a pen,r9788524918865,Cipriano Luckesi,"R$ 71,00","R$ 35,50"
12690,Introdução à Linguística: vol. 2 - domínios,9fr7o8n8t5e2ir4a9s19251,Anna Christina Bentes,"R$ 76,00","R$ 38,00"
11930,João Pessoa - onde o sol nasce primeiro,9788524913532,José Octávio de Arruda,"eRllo$ 41,00","R$ 20,50"
13373,Jogo das palavras-semente e outros jogos,a9r7a8 j8o5g2a4r 9c2o3m0 6p7al,vCraarslos Rodrigues Brand,"oR$ 68,00","R$ 34,00"
12372,Jogo de papéis - um olhar para as brincad,ir9a7s 8in8f5a2n4t9is17103,Zilma de Moraes Ramo,"deR O$l i5v7e,i0ra0","R$ 28,50"
12205,"Jogo, brinquedo, brincadeira e a educação",9788524916472,Tizuko Morchida Kishim,"toR$ 65,00","R$ 32,50"
13578,"Jogos e brincadeiras - tempos, espaços e d",v9e7rs8i8d5a2d4e924910,Tizuko Morchida Kishim,"toR$ 73,00","R$ 36,50"
11625,Jogos e brincadeiras no ensino infantil e f,nd9a7m88e5n2t4a9l 11439,Telma Teixeira de Olivei,"a ARl$m 4e1id,0a0","R$ 20,50"
12451,"Jogos na educação - criar, fazer, jogar",9788524918049,Maria da Glória Lopes,"R$ 63,00","R$ 31,50"
13385,John Dewey e o ensino da arte no Brasil,9788524923364,Ana Mae Barbosa,"R$ 68,00","R$ 34,00"
13708,José Paulo Netto. Ensaios de um marxista,e9m7 8r8e5p2o4u9so25788,Marcelo Braz,"R$ 81,00","R$ 40,50"
13403,"Justiça popular em Cabo Verde, A",9788524923159,Boaventura de Sousa Sa,"toRs$ 81,00","R$ 40,50"
13012,"Lado sério da brincadeira, O - um olhar pa",a9 a7 a8u8t5o2e4s9t2im14a0 d7o,Nelson Gonçalves,"R$ 41,00","R$ 20,50"
13678,Lápis Cor de Pele,9788524925566,Daniela de Brito,"R$ 46,00","R$ 23,00"
14332,Lápis novos para todos os povos,9786555550986,Jonas Ribeiro,"R$ 46,00","R$ 23,00"
13601,"Lendo, escrevendo e gramaticando",9788524921957,Rossana Ramos,"R$ 52,00","R$ 26,00"
13571,"Língua, uso e cognição",9788524924705,JOAN BYBEE,"R$ 78,00","R$ 39,00"
13639,Linguagem & Direito - caminhos para ling,ís9ti7c8a8 f5o2re4n9s2e5177,Virgínia Colares,"R$ 85,00","R$ 42,50"
12965,Linguagens e culturas infantis,9788524921346,Adriana Friedmann,"R$ 63,00","R$ 31,50"
12606,Linguística aplicada ao português - morfol,g9ia788524916830,Ingedore G. Villaça Koc,"R$ 42,00","R$ 21,00"
12605,Linguística aplicada ao português - sintaxe,9788524916823,Ingedore G. Villaça Koc,"R$ 57,00","R$ 28,50"
13774,Linguística textual - Interfaces e delimitaç,e9s 7- 8H8o5m24e9n2a5g7e5m7,Edson Rosa Francisco d,"SoRu$z a89,00","R$ 44,50"
12684,Linguística textual - introdução,9788524918926,Ingedore G. Villaça Koc,"R$ 46,00","R$ 23,00"
13393,"Loucura do trabalho, A - estudo de psicop",to9l7o8g8ia5 2d4o9 t2r3a4b6al3h,Christophe Dejours,"R$ 68,00","R$ 34,00"
11979,Macapá - a capital do meio do mundo,9788524913990,Herbert Emanuel,"R$ 46,00","R$ 23,00"
11700,Maceió - de ancoradouro a cidade,9788524913495,Leda Almeida,"R$ 41,00","R$ 20,50"
12432,"Madiba, o menino africano",9788524918216,Rogério Andrade Barbo,"aR$ 45,00","R$ 22,50"
13647,Manifestações e protestos no Brasil - Corr,n9t7e8s 8e5 c2o4n9t2ra5c2o7r6r,n Mteasr ia da Gloria Gohn,"R$ 46,00","R$ 23,00"
13711,Maravilhosos contos dos Irmãos Grimm,9788524925375,Nelson Albissú,"R$ 59,00","R$ 29,50"
12179,"Marx, Weber e o marxismo weberiano",9788524915802,Celso Frederico,"R$ 71,00","R$ 35,50"
13951,Marxismo ainda é útil? (O),9788524927317,Frei Betto,"R$ 45,00","R$ 22,50"
13780,Marxismo contra positivismo,9788524926303,Michael Löwy,"R$ 57,00","R$ 28,50"
13829,"Marxismo, política social e direitos",9788524926686,Elaine Rossetti Behring,"R$ 76,00","R$ 38,00"
12672,Matemática e educação,9788524919183,Nílson José Machado,"R$ 46,00","R$ 23,00"
12409,Matemática e língua materna - análise de,m97a8 im85p2r4e9g1n7a4çã5o5,Núítlusoan José Machado,"R$ 65,00","R$ 32,50"
12845,Matemática e realidade - das concepções,s9 a7ç8õ8e5s2 d4o9c2e0n2t7e1s,Nílson José Machado,"R$ 63,00","R$ 31,50"
11623,Matemática já não é problema!,9788524911699,Leila Splendore,"R$ 63,00","R$ 31,50"
13539,Mediação e Serviço Social - Um estudo pr,lim97in8a8r5 2so4b9r2e4 5a 0c7at,Rgoeirniaa ldo Nobre Pontes,"R$ 67,00","R$ 33,50"
13211,Mel na boca (capa dura),9788524922107,André Neves,"R$ 58,00","R$ 29,00"
11951,"Menina e seus pontinhos, A",9788524913983,Silmara Rascalha Casad,"iR$ 46,00","R$ 23,00"
12540,"Menina LOAS, A - um processo de constru",ã9o7 d8a8 5A2s4si9s1tê8n5c1ia3,o Aclidaal íza Sposati,"R$ 41,00","R$ 20,50"
11974,"Menina que bordava bilhetes, A",9788524914386,Lenice Gomes,"R$ 46,00","R$ 23,00"
12108,"Menina que não queria dormir, A",9788524915376,Pollyana Gama,"R$ 41,00","R$ 20,50"
12024,"Meninas dizem obrigada, meninos dizem",b9ri7g8a8d5o24913884,Rossana Ramos,"R$ 41,00","R$ 20,50"
13866,Meninas e território - Criminalização da p,b9re7z8a8 5e 2s4e9le2t7iv0i5d8a,e J oana das Flores Duarte,"R$ 57,00","R$ 28,50"
13632,"Menino que levou o mar para o avô, O",9788524918582,Eraldo Miranda,"R$ 52,00","R$ 26,00"
11304,Meninos e meninas em situação de rua - p,l9ít7ic8a8s5 i2n4te9g0r8a8d7a3s,aVráar iao s autores,"R$ 48,00","R$ 24,00"
12235,Metodologia da pesquisa educacional,9788524916380,Ivani Fazenda,"R$ 68,00","R$ 34,00"
12375,Metodologia da pesquisa-ação,9788524917165,Michel Thiollent,"R$ 52,00","R$ 26,00"
12100,Metodologia do ensino da matemática,9788524915406,Dione Lucchesi de Carv,"lhoR$ 55,00","R$ 27,50"
13890,Metodologia do Ensino de Arte,9788524926785,Maria F. de Rezende e F,"saRri$ 72,00","R$ 36,00"
12037,Metodologia do ensino de história e geogr,f9ia788524914515,Heloísa Dupas Pentead,"R$ 73,00","R$ 36,50"
13554,Metodologia do trabalho científico,9788524924484,Antônio Joaquim Severi,"o R$ 92,00","R$ 46,00"
10339,Metodologia e ideologia do trabalho socia,-9 c7r8ít8ic5a2 a4o9 0fu38n9ci2o,aVliscmenote de Paula Faleir,"sR$ 54,00","R$ 27,00"
14256,Metodologias ativas -,9786555550405,Cristine Soares,"R$ 49,00","R$ 24,50"
12068,"Mídia, questão social e serviço social",9788524915031,Mione Apolinário Sales,"R$ 81,00","R$ 40,50"
12560,Minha alma é mulher - uma história de a,o9r 788524918735,Mirella Spinelli,"R$ 46,00","R$ 23,00"
12962,"Mistério do sumiço do velho Chico, O",9788524921391,Bruno Dante,"R$ 52,00","R$ 26,00"
13428,Mistério em Verdejantes,9788524924156,Severino Rodrigues,"R$ 46,00","R$ 23,00"
11958,"Mito da Assistência Social, O - ensaios sob","e9 E7s8t8ad52o4, 9P1o4lít2i7ca0",Ana Elizabete Mota,"R$ 72,00","R$ 36,00"
13779,Modelos de gestão e educação - Gerencial,sm97o8 8e5 s2u4b9je2t6iv2i7d3a,e Roberto Heloani,"R$ 71,00","R$ 35,50"
13035,Morfologia histórica,9788524921667,Mário Eduardo Viaro,"R$ 76,00","R$ 38,00"
12566,Movimentos sociais e educação,9788524918797,Maria da Gloria Gohn,"R$ 46,00","R$ 23,00"
13260,Movimentos sociais e Serviço Social - uma,re9l7a8çã8o5 2n4e9c2e3ss0á3r6ia,Maria Beatriz Costa Abr,"mRid$e 7s 8,00","R$ 39,00"
13009,Muitos e alguns,9788524920400,Vera Lucia Dias,"R$ 45,00","R$ 22,50"
13908,Mulheres não devem ficar em silêncio,9788524927225,Ana Mae Barbosa,"R$ 89,00","R$ 44,50"
12386,"Mundo de cabeça pra baixo, O",9788524916908,Jonas Ribeiro,"R$ 46,00","R$ 23,00"
13027,"Mundo secreto dos insetos, O",9788524921629,Karlla Patrícia Silva,"R$ 58,00","R$ 29,00"
12963,Na janela do trem,9788524920783,Lúcia Hiratsuka,"R$ 47,00","R$ 23,50"
11424,Na minha escola todo mundo é igual,9788524910043,Rossana Ramos,"R$ 36,00","R$ 18,00"
