SUGESTÃO PARA BEBÊS E CRIANÇAS ATÉ 4 ANOS,,,,,
9786586389517 100 Primeiras Palavras  Animais,R$,"64,80",50%,R$,"32,40"
9786586389524 100 Primeiras Palavras Alimentos,R$,"64,80",50%,R$,"32,40"
9788593655357 A Hora Do Canto 1,R$,"61,60",50%,R$,"30,80"
9788593655364 A Hora Do Canto 2,R$,"61,60",50%,R$,"30,80"
9788593655371 A Hora Do Canto 3,R$,"61,60",50%,R$,"30,80"
9788593655388 Achou!,R$,"56,80",50%,R$,"28,40"
9786586389272 Achou!,R$,"56,80",50%,R$,"28,40"
9786586389197 Bichinhos,R$,"63,80",50%,R$,"31,90"
9786586389425 Bichinhos 1,R$,"61,60",50%,R$,"30,80"
9786586389418 Bichinhos 2,R$,"61,60",50%,R$,"30,80"
9786586389401 Bichinhos 3,R$,"61,60",50%,R$,"30,80"
"9788593655692 Bicho de brinquedo, bicho de verdade",R$,"64,80",50%,R$,"32,40"
9786586389203 Eu vi um bichinho,R$,"56,80",50%,R$,"28,40"
9786586389357 Mãozinhas,R$,"61,60",50%,R$,"30,80"
9788593655012 O bebê já fala!,R$,"56,80",50%,R$,"28,40"
9786586389159 O bebê já fala!,R$,"56,80",50%,R$,"28,40"
9786586389067 Para lá e para cá,R$,"61,60",50%,R$,"30,80"
9786586389210 Quando o bebê vai...,R$,"56,80",50%,R$,"28,40"
9786586389104 Tá na hora de dormir,R$,"64,80",50%,R$,"32,40"
9788593655425 Tem bicho que é,R$,"61,60",50%,R$,"30,80"
9788593655111 Tem bicho que gosta,R$,"61,60",50%,R$,"30,80"
9788593655517 Tem bicho que sabe,R$,"61,60",50%,R$,"30,80"
9788593655128 Tem bicho que tem,R$,"61,60",50%,R$,"30,80"
9786586389173 Tem um barulhinho aqui,R$,"56,80",50%,R$,"28,40"
9786586389265 Tem um bichinho aqui,R$,"56,80",50%,R$,"28,40"
SUGESTÃO PARA CRIANÇAS + 5 ANOS (EM LETRA BASTÃO IDEAL PARA ALFABETIZAÇÃO),,,,,
9786586389074 A história da minha casa,R$,"64,80",50%,R$,"32,40"
9786550320638 A palavra preferida,R$,"64,80",50%,R$,"32,40"
9786586389500 Amor de mãe,R$,"64,80",50%,R$,"32,40"
9786586389180 Bichos de cá,R$,"64,80",50%,R$,"32,40"
9788593655661 Cadê os bichos?,R$,"61,60",50%,R$,"30,80"
9786586389241 Confinamento,R$,"61,60",50%,R$,"30,80"
9788593655180 Confusão na fazendinha,R$,"64,80",50%,R$,"32,40"
"9786586389395 Curupira, brinca comigo?",R$,"64,80",50%,R$,"32,40"
9788593655203 E o bebê dino?,R$,"64,80",50%,R$,"32,40"
9786550320126 É porque eu tenho um professor,R$,"64,80",50%,R$,"32,40"
9788593655395 E quando crescer? O que você quer ser?,R$,"61,60",50%,R$,"30,80"
9786586389166 Mãe é mãe,R$,"63,80",50%,R$,"31,90"
9788593655524 O menino que colecionava chuva,R$,"61,60",50%,R$,"30,80"
9786586389234 O piloto que parou o tempo,R$,"61,60",50%,R$,"30,80"
9788593655432 Papagaio Pepetela,R$,"64,80",50%,R$,"32,40"
9788593655135 Princesa Tereza,R$,"61,60",50%,R$,"30,80"
9786586389340 Qual é o monstro?,R$,"64,80",50%,R$,"32,40"
9786586389227 Saracuteia: cantos e contos para os pequenos,R$,"66,80",50%,R$,"33,40"
9786586389326,Um Som... Animal!: Animais Brasileiros,"R$    61,60",50%,"R$       30,80"
9786586389319,Um Som... Animal!: Animais Da Africa,"R$    61,60",50%,"R$       30,80"
9786586389302,Um Som... Animal!: Animais Do Nosso Entorno,"R$    61,60",50%,"R$       30,80"
9786586389296,Um Som... Animal!: Animais Domesticos,"R$    61,60",50%,"R$       30,80"
9786586389128,Vicente sem dente,"R$    61,60",50%,"R$       30,80"
9786586389289,"Zeus, brinca comigo?","R$    64,80",50%,"R$       32,40"
SUGESTÃO PARA CRIANÇAS + 8 ANOS,,,,
9786586389111,A Vitoria de Mairarê,"R$    64,80",50%,"R$       32,40"
