Título,Autor,"Preço decapa","Preço comdesconto"
SOCIEDADE E COMUNICAÇÃO,"Claudia Regina Lahni, Marta de Araujo Pinheiro","R$53,80","26,90"
TELEVISÃO COMUNITÁRIA,Cicilia Maria Krohling Peruzzo,"R$51,00","25,50"
VASCO DESDE MENINO,"Luís Pimentel, ilustrador Amorim","R$26,00","13,00"
"INQUISIÇÃO EM MINAS GERAIS, A - VOLUME 2",Neusa Fernandes,"R$63,00","31,50"
SOLDADOS E CENTAUROS,Fabiano Lemos,"R$46,20","23,10"
EDUCAÇÃO PÚBLICA NO RIO DE JANEIRO,"Ana Maria Cavaliere, Antonio Jorge G. Soares","R$60,28","30,14"
CIÊNCIA E POLÍTICA,"Marco Antonio Perruso,Mônica da Silva Araujo,orgs.","R$75,77","37,89"
VOZES ABERTAS DA AMÉRICA LATINA,Dênis de Moraes,"R$52,40","26,20"
CIDADE DOS ARTISTAS,Raquel Paiva e Muniz Sodré,"R$46,00","23,00"
"MALDADE HUMANA, A",Beatriz Breves e Virgínia Sampaio,"R$31,97","15,99"
TEORIA DA BIOGRAFIA SEM FIM,Felipe Pena de Oliveira,"R$32,20","16,10"
"MELHORES PIADAS DE ÁRABE E JUDEU, AS",Luís Pimentel,"R$19,00","9,50"
VIAJANTE - CAMINHOS DO MUNDO,Luis Olavo Fontes,"R$51,00","25,50"
"VERDADE SOBRE BRUXARIA, A",Scott Cunningham,"R$27,36","13,68"
MISTÉRIOS DA LITERATURA-POE-MACHADO-CONRAD-KAFKA,Daniel Piza,"R$35,60","17,80"
TELEMORFOSE,Jean Baudrillard,"R$27,70","13,85"
WHISKY  E COMO APRECIÁ-LO,Euclides Penedo Borges,"R$52,00","26,00"
FLUMINENSE DESDE MENINO,Luis Pimentel,"R$26,00","13,00"
"VERDADE SOBRE REGRESSAO,A",Florense Wagner MacClain,"R$25,82","12,91"
VINHO E PRAZER,Rogerio Dardeau,"R$68,83","34,42"
"QUE ENSINA O ESPIRITISMO, O",Gerson Simões Monteiro,"R$29,00","14,50"
"BISTRÔS BUENOS AIRES ONDE COMER BEM,BACANA E BARA",Alex Herzog,"R$62,00","31,00"
TAO TE CHING (EDIÇÃO DE BOLSO),"Lao Tsé, com tradução de Wu Jyh Cherng","R$21,00","10,50"
"CAMINHOS ESPIRITUAIS DA CURA, OS",Ronie Lima,"R$28,90","14,45"
SEGREDOS DA PROPAGANDA ANTICOMUNISTA,Geraldo Cantarino,"R$46,70","23,35"
VASECTOMIA,Dr. Felippe de Abreu,"R$24,10","12,05"
REVENDO O CANDOMBLÉ,Eurico Ramos,"R$36,00","18,00"
CORINTHIANS DESDE MENINO,Luís Pimentel,"R$26,00","13,00"
"OUTRA HISTÓRIA DE CADA UM, A",Teixeira Heizer,"R$49,00","24,50"
"MELHORES PIADAS DE BEBUM, AS",Luís Pimentel,"R$19,00","9,50"
DA ARTE DA GUERRA,"Sun Zi(Sun Tze),trad.comentários de Yan Kee Wing","R$43,90","21,95"
"MELHORES PIADAS DE LOIRA, AS",Luís Pimentel,"R$19,00","9,50"
"SENHOR DE TODAS AS ARMAS, O",Carlos Alberto Tenório,"R$63,46","31,73"
"VERDADE SOBRE OS DRUIDAS,A",Tadhg MacCrossan,"R$26,59","13,30"
NOSSA SENHORA DAS OITO-JANETE CLAIR,Mauro Ferreira e Cleodon Coelho,"R$40,80","20,40"
"MELHORES PIADAS DE PORTUGUÊS, AS",Luís Pimentel,"R$19,00","9,50"
SÃO PAULO DESDE MENINO,"Luís Pimentel, ilustrador: Amorim","R$26,00","13,00"
DICIONÁRIO DE JORNALISMO JUAREZ BAHIA: SÉCULO XX,Juarez Bahia,"R$91,87","45,94"
PIADAS DE SACANEAR FLAMENGUISTA,"Luís Pimentel e Dante Mendonça, Ilustrador Amorim","R$19,00","9,50"
"MELHORES PIADAS DE JOÃOZINHO, AS","Luís Pimentel, ilustrador Amorim","R$19,00","9,50"
PIADAS DE SACANEAR VASCAÍNO,"Luís Pimentel e Dante Mendonça, ilustrador Amorim","R$19,00","9,50"
2001 ISSO AQUI É FLAMENGO,Claudio Portella e Roberto Assaf,"R$58,08","29,04"
PALMEIRAS DESDE MENINO,"Luís Pimentel, com ilustrações de Amorim","R$26,00","13,00"
PIADAS DE SACANEAR TRICOLOR,Luís Pimentel,"R$19,00","9,50"
PIADAS DE SACANEAR PALMEIRENSE,Luís Pimentel,"R$19,00","9,50"
SANTOS DESDE MENINO,"Luís Pimentel, ilustrador: Amorim","R$26,00","13,00"
"MELHORES PIADAS INDECENTES, AS",Luís Pimentel,"R$19,00","9,50"
BISTRÔS RIO DE JANEIRO,Alex Herzog,"R$62,00","31,00"
SÓCIO-TORCEDOR - DESCONTO LIVRO 2001,CLAUDIO PORTELLA; ROBERTO ASSAF,"R$58,08","29,04"
AQUARIO,Marcelo Szpilman,"R$59,90","29,95"
CRIANDO O TRABALHO QUE VOCE AMA,Rick Jarow,"R$59,90","29,95"
"CONSTRUÇÃO INTENCIONAL DA IGNORÂNCIA, A","Ana Regina Rêgo, Marialva Barbosa","R$52,40","26,20"
HISTÓRIA CULTURAL DA IMPRENSA - BRASIL 1900-2000,Marialva Barbosa,"R$66,00","33,00"
"TERREIRO E A CIDADE, O",Muniz Sodré,"R$49,90","24,95"
TRATADO SOBRE A UNIÃO OCULTA,"Huángoi, o Imperador Amarelo, trad. Wu Jyh Cherng","R$42,00","21,00"
"FRONTEIRA DO ADOECER,A",Beatriz Breves,"R$33,00","16,50"
CARNAVAL SEM FRONTEIRAS,"Maria Laura V. de Castro, Renata de Sá Gonçalves","R$69,00","34,50"
GUIA DE MEDITAÇÃO PARA PRINCIPIANTES,Lîla Schwair,"R$22,80","11,40"
PATRIMÔNIO CULTURAL POLÍTICAS E PERSPECTIVAS,"Márcia Chuva, Antonio Gilberto Ramos Nogueira Orgs","R$76,00","38,00"
PROJETO JFK: JUNTAR SIGMUND FREUD E HANS KELSEN,Gisálio Cerqueira Filho e Gizlene Neder,"R$38,00","19,00"
AUGUSTO BOAL,"Zeca Ligiéro, Licko Turle, Clara de Andrade, orgs.","R$62,00","31,00"
ARQUEOLOGIA DO DISCURSO AMOROSO,Ieda Tucherman,"R$52,00","26,00"
"VIDA ALÉM DA VIDA, A",Ronie Lima,"R$69,00","34,50"
FRIDA KAHLO: PARA-ALÉM DA PINTORA,Marli Bastos,"R$36,00","18,00"
SOBRE HOMEM E HISTÓRIA,Gilvan Fogel,"R$48,00","24,00"
MÚSICA EM DEBATE,"Samuel Araujo, Gaspar Paz e Vincenzo Cambria","R$61,15","30,58"
HISTORIA SOCIAL EM REGISTROS PAROQUIAIS,"João Fragoso, Roberto Guedes, organizadores","R$52,00","26,00"
"SENTIR, VER, DIZER",Gilvan Fogel,"R$62,00","31,00"
VOZES CONSOANTES,"Marialva Barbosa e Igor Sacramento, organizadores","R$62,00","31,00"
"PHOINIX, N.26 VOL.1 (2020)","Fábio de Souza Lessa, Organizador","R$48,00","24,00"
"PÂNICO COMO POLÍTICA, O","Fabio Luis Barbosa dos Santos, Et al.","R$84,00","42,00"
CRISES EMPRESARIAIS COM A OPINIÃO PÚBLICA,Roberto de Castro Neves,"R$64,00","32,00"
"EXPERIÊNCIA DA JUSTIÇA ITINERANTE, A",Cristina Tereza Gaulia,"R$79,00","39,50"
PERFORMANCE E ANTROPOLOGIA DE RICHARD SCHECHNER,"Zeca Ligiéro, organizador","R$54,00","27,00"
PESQUISA EM ENSINO DE HISTÓRIA,Ana Maria Monteiro et alii,"R$69,00","34,50"
"PHOINIX, N.25 VOL.2 (2019)","Fábio de Souza Lessa, Organizador","R$48,00","24,00"
SPINOZA & NIETZSCHE: FILÓSOFOS CONTRA A TRADIÇÃO,"Ana Claudia Barreto,Danilo Bilate, Tiago Barros","R$56,00","28,00"
COMUNICAÇÃO E METODO,Marialva Barbosa,"R$46,60","23,30"
"CULTURA & CONSUMO II: MERCADOS,SIGNIFICADOS...",Grant MCCraken,"R$62,00","31,00"
"INÚTEIS, FRÍVOLOS E DISTANTES",Denilson Lopes et alii,"R$54,00","27,00"
MEDITAÇÃO TAOISTA,"Wu Jyh Cherng, coautoria de Marcia Coelho de Souza","R$79,00","39,50"
"PHOINIX, N.26 VOL.2 (2020)","Fábio de Souza Lessa, organizador","R$46,00","23,00"
"RAÇA, GÊNERO E CLASSE","Jonis Freire, Karoline Carula (org.)","R$69,90","34,95"
"DRAMA, RITUAL E PERFORMANCE",Maria Laura Viveiros de Castro Cavalcanti,"R$43,00","21,50"
DORES QUE NOS TRANSFORMAM,Jonas Rezende e Edson Fernando de Almeida,"R$40,00","20,00"
I CHING - A ALQUIMIA DOS NÚMEROS,Wu Jyh Cherng,"R$46,00","23,00"
CONHECIMENTO E DEVANEIO,Marcelo de Carvalho,"R$59,00","29,50"
ETICA DO DISCURSO,Marina Velasco,"R$35,30","17,65"
"DESAPRENDIZADO DO SIMBOLO, O",Gilvan Fogel,"R$48,00","24,00"
"ONDA CONSERVADORA, A","Felipe Demier e Rejane Hoeveler, organizadores","R$64,00","32,00"
VASTOS SERTÕES,Sandro Dutra e Silva et alii,"R$79,00","39,50"
CARTOGRAFIAS DA PESQUISA EM ENSINO DE HISTÓRIA,"Adriana Ralejo e Ana Maria Monteiro, organizadoras","R$72,00","36,00"
"CONSUMO VAI AO CINEMA, O","Everardo Rocha e Ligia Lana, Organizadores","R$54,00","27,00"
FOTOGRAFIA CONTEMPORÂNEA,"Antonio Fatorelli, et alii","R$51,00","25,50"
"ESTRATÉGIAS SENSÍVEIS, AS",Muniz Sodré,"R$59,90","29,95"
"JORNAL, HISTÓRIA E TÉCNICA, VOL.1. HIST.DA IMPRENS",Juarez Bahia,"R$98,02","49,01"
MUSICOTERAPIA,MARLY CHAGAS-ROSA PEDRO,"R$36,00","18,00"
JORNALISMO COMO MISSÃO,Leandro Clímaco Mendonça,"R$64,00","32,00"
MÍDIA MULTIDÃO,Ivana Bentes,"R$54,00","27,00"
PROGRAMA CASE O RADIO COMECOU AQUI - REV. AMPL.,Rafael Casé,"R$42,00","21,00"
NARRATIVAS DE FORMAÇÃO DA NACIONALIDADE,"Ana Paula Barcelos Ribeiro da Silva, et al","R$64,00","32,00"
ARQUIVOS PAROQUIAIS E HISTÓRIA SOCIAL NA AMÉRICA..,"João Fragoso, Roberto Guedes, Antonio Carlos Jucá","R$89,00","44,50"
MACROMICRO A CIÊNCIA DO SENTIR,Beatriz Breves,"R$46,00","23,00"
"APOIO DE CUBA A LUTA ARMADA, O",Denise Rollemberg,"R$42,00","21,00"
ENSINO DE HISTÓRIA,AArlete Gasparello et alii,"R$69,00","34,50"
"MITOS, FOLIAS E VIVÊNCIAS",HUMBERTHO OLIVEIRA (ORG.),"R$38,00","19,00"
"IMPÉRIO DO GROTESCO, O, 2 EDIÇÃO",Muniz Sodré e Raquel Paiva,"R$44,00","22,00"
MÁSCARAS DECOLONIAIS,Denise Mancebo Zenícola,"R$88,00","44,00"
NARRATIVAS DA DESIGUALDADE,"José Sérgio Leite Lopes, Marta Cioccari, Orgs.","R$89,00","44,50"
"OFÍCIO DE HOMERO, O",Alexandre Santos de Moraes,"R$42,00","21,00"
"CIÊNCIAS NA HISTÓRIA DAS RELAÇÕES BRASIL-EUA, AS","Magali Romero Sá, et al.","R$92,00","46,00"
"COMUNICAÇÃO DIGITAL:JORNALISMO, NARRATIVAS...","Carlos Pernisa Jr., Wedencley Alves","R$38,00","19,00"
KORPOBRAZ: POR UMA POLÍTICA DOS CORPOS,Giuseppe Cocco,"R$62,00","31,00"
WALTER BENJAMIN: IMAGENS,Carlos Pernisa Junior et alii,"R$30,50","15,25"
"ALMA DAS COISAS, A","JJosé Reginaldo S. Gonçalves, et alii","R$76,00","38,00"
CRÔNICAS DE DIAS DESLEAIS,Felipe Demier,"R$32,00","16,00"
INSTITUIÇÕES NA AMÉRICA DO SUL,Francisco Carlos Teixeira et alii,"R$98,00","49,00"
FILOSOFIA: UM PANORAMA HISTÓRICO TEMÁTICO,Alexandre Marques Cabral e outros organizadores,"R$79,00","39,50"
EDUCACAO DO TRABALHADOR,"Rogerio Valle, organizador","R$49,00","24,50"
"ONTOLOGIA, CONHECIMENTO E LINGUAGEM","Ulysses Pinheiro, et alii","R$62,00","31,00"
"POBRES E A POLÍTICA, OS","María Verónica Secreto, Norberto de O. Ferreras","R$38,00","19,00"
AGRICULTURA FAMILIAR,Roberto José Moreira,"R$76,00","38,00"
"PARAÍSO DO CONSUMO, O","Everardo Rocha, Marina Frid e William Corbo","R$67,00","33,50"
"PHOINIX, N.23 VOL.2 (2017)","Laboratório de História Antiga, UFRJ","R$48,00","24,00"
COMUNICAÇÃO: REDES JORNALISMO ESTÉTICA E MEMÓRIA,"Christina Ferraz Musse,Potiguara M.da Silveira Jr","R$68,00","34,00"
CRÔNICAS DO CAMINHO DO CAOS,Felipe Demier,"R$41,00","20,50"
DÀO EM SUA ESSÊNCIA,"Wu Jyh Cherng, com fotografias de Lîla Schwair","R$24,20","12,10"
FASCISMOS: CONCEITOS E EXPERIÊNCIAS,"Mauricio Parada, orgqanizador","R$69,00","34,50"
"FRONTEIRA DO ADOECER, A - 2o EDIÇÃO",Beatriz Breves,"R$33,00","16,50"
"VIDA DA MOEDA, A","Bruno Cava, Giuseppe Cocco","R$52,00","26,00"
PARAFÁBULAS: DO BAÚ DE UM CONTADOR DE HISTÓRIAS,Jonas Rezende e Amaury Costa,"R$35,90","17,95"
"PHOINIX, N.24 VOL.2 (2018)","Fábio de Souza Lessa, organizador","R$48,00","24,00"
TELEVISÃO E MEMÓRIA,Ana Paula Goulart Ribeiro e Igor Sacramento,"R$46,00","23,00"
COMO IMPLANTAR...DE COMUNIC.INTERNA,Paulo Clemen,"R$29,90","14,95"
I CHING - O TRATADO DAS MUTAÇÕES,"Wu Jyh Cherng, coautoria de Marcia Coelho de Souza","R$92,00","46,00"
CRISTO E O PROCESSO REVOLUCIONÁRIO BRASILEIRO,"Wanderley Rosa e José Adriano Filho, Orgs.","R$44,00","22,00"
"BISTRÔS PARIS - ONDE COMER BEM, BACANA E BARATO",Alex Herzog,"R$62,00","31,00"
HOMEM DOENTE DO HOMEM E A TRANSFIGURAÇÃO DA DOR,Gilvan Fogel,"R$48,00","24,00"
HISTORIAS DO FLAMENGO,Mario Filho,"R$79,00","39,50"
VESTÍGIOS DA PAISAGEM CARIOCA - 2 EDIÇÃO,Isabela Mota e Patricia Pamplona,"R$99,00","49,50"
"LAPA, CIDADE DA MÚSICA",Micael Herschman,"R$62,00","31,00"
MÁQUINA DE ESPERAR,Maurício Lissovsky,"R$59,00","29,50"
"MÁQUINA DE NARCISO, A 4 EDIÇÃO",Muniz Sodré,"R$49,00","24,50"
"GRANDE REFORMA URBANA DO RIO DE JANEIRO, A",André Nunes de Azevedo,"R$76,00","38,00"
PROFESSORES DE HISTÓRIA,"Ana Maria Monteiro, organizadora","R$66,00","33,00"
1964 A REVOLUCAO PARA INGLES VER,Geraldo Cantarino,"R$44,00","22,00"
"GOZO DO CONHECIMENTO E DA IMAGINAÇÃO, O",Marly Bulcão,"R$59,00","29,50"
"SOMBRA DAS DITADURAS, À",Daniel Aarão Reis e outros organizadores,"R$59,00","29,50"
MUNDO LATINO E MUNDIALIZACAO,Francisco Carlos Teixeira da Silva et alii,"R$72,00","36,00"
GEOGRAFIA E GEOPOLÍTICA DO PETRÓLEO,"Frédéric Monié, Jacob Binsztok, orgs.","R$89,00","44,50"
PARA ALÉM DA PRODUÇÃO,"Maria José Carneiro e Renato S. Maluf, Orgs.","R$59,00","29,50"
PARA LER E PENSAR: SENTIMENTOS,Sonia Eva Tucherman,"R$32,20","16,10"
"PHOINIX, N.20 VOL.1 (2014)","Laboratório de História Antiga, UFRJ","R$32,00","16,00"
"PRIMEIRA GUERRA MUNDIAL...,A",Sidney Garambone,"R$38,00","19,00"
JARDIM SECRETO,Alexandra Lima da Silva,"R$52,00","26,00"
DIREITO RELIGIÃO E CULTURA POLÍTICA,"Ana Paula B.Ribeiro da Silva, Gizlene Neder, Orgs","R$66,00","33,00"
ENSINAR HISTÓRIA: PRÁTICAS CULTURAIS E POLÍTICAS,Cristiani Bereta da Silva,"R$69,00","34,50"
NARRATIVAS DO MEDO:O JORNALISMO DE SENSAÇÕES ALÉM,Letícia Cantarela Matheus,"R$36,00","18,00"
"PHOINIX, N.21 VOL.2 (2015)","Laboratório de História Antiga, UFRJ","R$32,00","16,00"
MACROMICRO A CIÊNCIA DO SENTIR-2aED.REV.E AMPLIADA,Beatriz Breves,"R$46,00","23,00"
MÍDIA E MEMÓRIA,"Ana Paula Goulart, Lucia Maria A. Ferreira","R$81,12","40,56"
SEMPRE FOI PELA FAMILIA,"Janaine Aires, Suzy dos Santos","R$52,00","26,00"
"OVO DA SERPENTE, O","Cid Benjamin, Felipe Demier, Valério Arcary","R$46,00","23,00"
RAINHAS DO REBOLADO,Raphael Bispo,"R$76,00","38,00"
TROPICÁLIA REX,Liv Sovik,"R$49,90","24,95"
ESPAÇO URBANO,Ana Lucia Gonçalves Maiolino,"R$76,00","38,00"
MARACANAZO,Teixeira Heizer,"R$68,00","34,00"
RAÇA - DEBATE PÚBLICO NO BRASIL,Monica Grin,"R$59,00","29,50"
ANÁLISE COMPARADA DE POLÍTICAS AGRÍCOLAS,"Philippe Bonnal e Sérgio Pereira Leite, orgs.","R$89,00","44,50"
HOMEM REALIDADE INTERPRETAÇÃO,GILVAN FOGEL,"R$59,00","29,50"
JANGO: UM DEPOIMENTO PESSOAL,João Pinheiro Neto,"R$45,00","22,50"
"PHOINIX, N.19 VOL.2 (2013)","Laboratório de História Antiga, UFRJ","R$32,00","16,00"
"PHOINIX, N.20 VOL.2 (2014)","Laboratório de História Antiga, UFRJ","R$32,00","16,00"
"ULTIMA HORA, A",Pinheiro Junior,"R$44,00","22,00"
EM PAUTA,Nizia Villaça,"R$35,30","17,65"
HOMEOPATIA POR VOCÊ - VOLUME 1 - PÂNICO,Dr. Carlos Lyrio,"R$22,00","11,00"
IDENTIDADE E TECNOCULTURA:A COMUNICAÇÃO EM QUESTAO,"Iluska Coutinho, Nilson Assunção Alvarenga. Orgs.","R$59,00","29,50"
NEGROS EM BUENOS AIRES,María Verónica Secreto,"R$38,00","19,00"
COMUNICAÇÃO EMPRESARIAL: COMO AS COISAS REALMENTE,Roberto de Castro Neves,"R$39,00","19,50"
"HISTÓRIA, CIÊNCIA E LINGUAGEM",Carlos Alvarez Maia,"R$54,00","27,00"
"MÚSICA: VELHOS TEMAS, NOVAS LEITURAS",Sérgio Bittencourt-Sampaio,"R$72,00","36,00"
ÚLTIMAS VONTADES,"Roberto Guedes,Claudia Rodrigues,Marcelo Wanderley","R$84,00","42,00"
LIMIARES DA IMAGEM,"Antonio Fatorelli e Fernanda Bruno, organizadores","R$56,00","28,00"
JUVENTUDE E CONSUMO,Everardo Rocha e Claudia Pereira,"R$34,00","17,00"
ESTUDOS ETICO-POLÍTICOS SOBRE DERRIDA,Paulo Cesar Duque-Estrada,"R$45,00","22,50"
"MÍDIA, O PERVERSO E O GOSTO DA VIOLÊNCIA, A",Danielle Brasiliense,"R$42,50","21,25"
"ENIGMA DO SOCIALISMO REAL, O",Luis Fernandes,"R$66,00","33,00"
AMAZÔNIA NA PRIMEIRA REPÚBLICA,Fernando Rodrigues,"R$68,00","34,00"
"PHOINIX, N.21 VOL.1 (2015)","Laboratório de História Antiga, UFRJ","R$32,00","16,00"
FORMAÇÃO DOCENTE E CURRÍCULO,Carmen Teresa Gabriel; Marcus Leonardo B. Martins,"R$82,00","41,00"
"JOGO BRUTO DAS COPAS DO MUND0, O - 3a ED.",Teixeira Heizer,"R$79,00","39,50"
LEITURAS DE ZARATUSTRA,"Rosa Dias, et alli","R$99,00","49,50"
"PODERES MUNICIPAIS E A CIDADE, OS","Marcelo de Souza Magalhães, et alii","R$74,00","37,00"
NOS RASTROS DO GOLPE,Ronaldo Lima Lins,"R$44,00","22,00"
AUTORIA EM REDE,Beatriz Cintra Martins,"R$48,00","24,00"
WEB 2.0,Henrique Antoun,"R$69,90","34,95"
CIDADE IMATERIAL,Daniel Reis,"R$69,00","34,50"
ESCRAVOS E O MUNDO DA COMUNICAÇÃO,Marialva Barbosa,"R$52,00","26,00"
ENTRE O MISTÉRIO E A IGNORÂNCIA,Beatriz Breves,"R$54,00","27,00"
NIETA DOS CAMPOS DA PAZ,Mariza Campos da Paz,"R$70,00","35,00"
BRASIL URBANO,Edesio Fernandes e Marcio Moraes Valença,"R$66,00","33,00"
AGRARISMOS,"María Verónica Secreto e Vanderlei Vazelesk, orgs.","R$62,00","31,00"
REESTRUTURACAO DO SISTEMA AGROALIMENTAR,"Renato S. Maluf, John Wilkinson","R$54,00","27,00"
EDUCADORES NO RÁDIO,Patricia Coelho,"R$76,00","38,00"
EUFRÁSIA E NABUCO,Neusa Fernandes,"R$130,00","65,00"
"MÚSICA: VELHOS TEMAS, NOVAS LEITURAS - 2a EDIÇÃO",Sérgio Bittencourt-Sampaio,"R$80,00","40,00"
"PROJETOS DE TRABALHO EM AÇÃO: CONSTRUINDO UM...,OS",Beatriz Boclin Marques dos Santos,"R$42,00","21,00"
NO RASTRO DA DESCONSTRUÇÃO,Victor Maia,"R$38,80","19,40"
TUBAROES NO BRASIL,Marcelo Szpilman,"R$120,00","60,00"
"LIVRO E SEUS ALGOZES, O",Ronaldo Lima Lins,"R$44,00","22,00"
"BRASIL ENTRE O PRESENTE E O FUTURO, O",José Maurício Domingues,"R$39,00","19,50"
PARA LER E PENSAR: SEXUALIDADE,Sonia Eva Tucherman,"R$34,30","17,15"
"DITADURA QUE O INGLÊS VIU, A",Geraldo Cantarino,"R$54,00","27,00"
"JORNAL, HISTÓRIA E TÉCNICA, VOL.2:AS TÉC DE JORNAL",Juarez Bahia,"R$69,00","34,50"
COMENDO COMO GENTE,Aparecida Vilaça,"R$72,00","36,00"
FLAMENGO DESDE MENINO - 2o EDIÇÃO,"Luis Pimentel, ilustação de Amorim","R$26,00","13,00"
ESQUERDA - CRISE E FUTURO,José Maurício Domingues,"R$35,90","17,95"
OLHAR DECORATIVO: AMBIENTES DOMÉSTICOS EM FINS,Marize Malta Teixeira,"R$69,00","34,50"
PARA LER E PENSAR: FAMÍLIA,Sonia Eva Tucherman,"R$32,00","16,00"
CARTOGRAFIAS DA CIDADE INVISIVEL,Giselle Venâncio et alii,"R$68,00","34,00"
100 ANOS DEPOIS: A REVOLUÇÃO RUSSA DE 1917,"Felipe Demier e Marcio Lauria Monteiro, orgs.","R$59,90","29,95"
"ESCRAVIDÃO NA AMAZÔNIA, A","Ricardo Rezende Figueira, Adonia Antunes Prado e R","R$89,00","44,50"
"PHOINIX, N.10 (2004)","Neyde Theml, Laboratório de História Antiga","R$32,00","16,00"
"FOICE, O MARTELO E OS FUZIS, A",Euclides Penedo Borges,"R$60,00","30,00"
DADO VILLA-LOBOS: MEMÓRIAS DE UM LEGIONÁRIO,"Dado Villa-Lobos, Felipe Demier e Rômulo Mattos","R$59,90","29,95"
CACHAÇA PRAZER BRASILEIRO 2o EDIÇÃO,Marcelo Câmara,"R$54,00","27,00"
"GENTE, LUGARES E VINHOS DO BRASIL",Rogerio Dardeau,"R$120,00","60,00"
JUDEUS SUAS EXTRAORDINÁRIAS HISTÓRIAS E CONTRIB.,Marcelo Szpilman,"R$82,00","41,00"
CUIDAR DE SI,Maurício Tatar,"R$56,00","28,00"
TRILHANDO O CAMINHO,"Wu Jyh Cherng, ed.e adapt dos textos Lîla Schwair","R$38,90","19,45"
TAO TE CHING: TRAD.DIRETA DO CHINÊS E COMENTÁRIOS,"Lao Tsé, com tradução de Wu Jyh Cherng","R$76,00","38,00"
"NEGRO NO FUTEBOL BRASILEIRO, O",Mario Filho,"R$72,00","36,00"
MEU MARIDO DOSTOIEVSKI,"Anna Grigorievna Dostoievskaia,trad. Zoia Prestes","R$79,00","39,50"
"POLÍTICA FISCAL E A FALSA CRISE DA SEGURIDADE, A",Denise Lobato Gentil,"R$59,90","29,95"
INICIAÇÃO AO TAOÍSMO I,Wu Jyh Cherng,"R$34,00","17,00"
PODE A FÉ TORNAR-SE IDOLATRIA?,Claudio de Oliveira Ribeiro,"R$42,00","21,00"
ESCOMBROS DO MURO DE BERLIM,Teones França,"R$49,00","24,50"
"EXPLOSÃO GOSPEL, A",Magali do Nascimento Cunha,"R$59,00","29,50"
MEDICOS DO ESPACO,Ronie Lima,"R$54,00","27,00"
NO RISCO DA VIOLÊNCIA,Beatriz Breves e Jayme Bisker,"R$32,20","16,10"
"CIDADANIA, COR E DISCIPLINA",Álvaro Pereira do Nascimento,"R$64,00","32,00"
"VERDADE, INFORMAÇÃO E ESCLARECIMENTO PÚBLICO NA",Renato Nunes Bittencourt,"R$34,00","17,00"
PEDRO E DOMITILA,João Pinheiro Neto,"R$61,15","30,58"
DISCUSSÕES CONTEMPORANEAS SOBRE TRABALHO ESCRAVO,Ricardo Rezende Figueira et alii,"R$84,00","42,00"
"MEMÓRIAS, HISTÓRIAS, PENSAMENTOS E LOROTAS",Rodrigo Lopes,"R$33,30","16,65"
VIDAS PASSADAS E HOMEOPATIA,Flavia Piazzarollo,"R$44,90","22,45"
CONEXÃO OIT AMERICA LATINA,"Norberto Ferreras, Andrés Stagnaro, Laura Caruso","R$58,00","29,00"
CRISE DE IMAGEM E GERENCIAMENTO DE CRISES,Wesley Cardia,"R$59,00","29,50"
HARMONIZAÇÃO DO VINHO COM A COMIDA,Euclides Penedo Borges,"R$54,00","27,00"
(DES)MEDIDOS-A REVOLTA DOS QUEBRA-QUILOS(1874-1876,María Verónica Secreto,"R$39,00","19,50"
INICIAÇÃO AO TAOÍSMO II,Wu Jyh Cherng,"R$34,00","17,00"
HISTÓRIA DO VINHO NO MUNDO ROMANO,Gerson Lodi Ribeiro,"R$49,00","24,50"
EUFRÁSIA E NABUCO 2 EDIÇÃO REVISTA E AMPLIADA,Neusa Fernandes,"R$130,00","65,00"
CIDADES PARA TODOS,Cecília Polacow Herzog,"R$69,00","34,50"
ALIMENTAÇÃO INTELIGENTE,Malu Paes Leme,"R$54,90","27,45"
VINHOS UMA FESTA DOS SENTIDOS,Rogerio Dardeau,"R$52,00","26,00"
"ARTE, ENSINO E ACADEMIA",Sonia Gomes Pereira,"R$72,00","36,00"
DESCONSTRUÇÃO E PRAGMATISMO,"Chantal Mouffe, org., tradução de Victor Maia","R$48,50","24,25"
DEGUSTANDO VINHOS,Euclides Penedo Borges,"R$75,00","37,50"
DELÍCIAS DA KASHI,Kashi Dhyani,"R$54,90","27,45"
"CAMINHO DA IMORTALIDADE, O","Ma Bingwén, trad.de Luciano Villanova de Oliveira","R$54,00","27,00"
DETOX VERDE PARA UMA VIDA SAUDÁVEL,Victoria Boutenko,"R$54,90","27,45"
ABÓBORAS E ABOBRINHAS,Cynthia Brant,"R$54,90","27,45"
HISTÓRIA DO PARAÍSO DO TOBIAS,João Baptista da Costa,"R$68,00","34,00"
"DIA EM QUE PERDI MINHA VOZ, O","Ana Margarida Mignone, ilustrador: José Alessandro","R$36,00","18,00"
QUE PLANO TERRÍVEL!,Ana Margarida Mignone,"R$36,00","18,00"
POLÍTICAS PÚBLICAS DE EDUCAÇÃO INFANTIL,Vera Vasconcellos/Maria Ignez/Marcia de Oliveira,"R$59,90","29,95"
"PROFESSOR, PROFISSÃO PERIGO",HAMILTON WERNECK,"R$30,00","15,00"
EGRESSOS DO CATIVEIRO,Roberto Guedes,"R$82,00","41,00"
NAS FRONTEIRAS DO CONTEMPORANEO,"Nizia Vilaça, Fred Goes","R$54,00","27,00"
"INVENCAO DO PAIS DO FUTEBOL, A","Ronaldo Helal,Antonio Jorge Soares, Hugo Lovisolo","R$46,00","23,00"
