ISBN,TÍTULO,EDITORA,ASSUNTO,AUTOR,"PREÇO DECAPA","PREÇO NAFEIRA (50%)",LINK
9786557110010,Autonomia universitária,Editora Unesp,Educação e Pedagogia,,"R$ 89,00","R$ 44,50",universitaria-CABRAL-EDSON-CESAR-DOS-SANTOS-
"",,,,CESAR DOS SANTOS,,,
"",,,,,,,EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Autoritarismo-e-
"",Autoritarismo e corporativismo no,,Política e Relações,,,,
9788539300020,,Editora Unesp,,"VIEIRA, EVALDO","R$ 44,00","R$ 22,00",corporativismo-no-Brasil-3a-edicao-VIEIRA-EVALDO-
"",Brasil - 3a edição,,Internacionais,,,,
"",,,,,,,EDITORA-UNESP/p
"",,,,"CATANI, DENICE",,,https://www.livrariaunesp.com.br/Avaliacao-CATANI-
9788571399563,Avaliação,Editora Unesp,"Literatura, Ficção e Romance",,"R$ 24,00","R$ 12,00",
"",,,,BARBARA,,,DENICE-BARBARA-EDITORA-UNESP/p
"",,,,"LEOPOLDO, PAULO",,,https://www.livrariaunesp.com.br/Avaliacao-de-recursos-
9788571393356,Avaliação de recursos hídricos,Editora Unesp,Geografia,,"R$ 36,00","R$ 18,00",
"",,,,RODOLFO,,,hidricos-LEOPOLDO-PAULO-RODOLFO-EDITORA-UNESP/p
"",,,,"FERNANDES,",,,https://www.livrariaunesp.com.br/Avaliar-para-aprender-
9788571398986,Avaliar para aprender,Editora Unesp,Educação e Pedagogia,,"R$ 52,00","R$ 26,00",
"",,,,DOMINGOS,,,FERNANDES-DOMINGOS-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Avancos-da-Biologia-
"",Avanços da Biologia Celular e da,,"Ciências Biológicas, Exatas,","VANZELA, ANDRE LUIS",,,
9788571399419,,Editora Unesp,,,"R$ 28,00","R$ 14,00",Celular-e-da-Genetica-Molecular-VANZELA-ANDRE-LUIS-
"",Genética Molecular,,Naturais e da Terra,LAFORGA,,,
"",,,,,,,LAFORGA-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/aventura-do-livro-A-
9788571392236,"aventura do livro, A",Editora Unesp,História,"CHARTIER, ROGER","R$ 75,00","R$ 37,50",
"",,,,,,,CHARTIER-ROGER-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Ayer-HANFLING-
9788571393110,Ayer,Editora Unesp,Biografias,"HANFLING, OSWALD","R$ 22,00","R$ 11,00",
"",,,,,,,OSWALD-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Baccharis-
"",,,"Ciências Biológicas, Exatas,","SFORCIN, JOSE",,,
9788539303762,Baccharis Dracunculifolia,Editora Unesp,,,"R$ 26,00","R$ 13,00",Dracunculifolia-SFORCIN-JOSE-MAURICIO-EDITORA-
"",,,Naturais e da Terra,MAURICIO,,,
"",,,,,,,UNESP/p
"",Bárbara Vasconcelos de Carvalho e,,,,,,https://www.livrariaunesp.com.br/Barbara-Vasconcelos-
"",,,,"OLIVEIRA, FERNANDO",,,
9788539304141,o ensino da literatura infantil no,Editora Unesp,Educação e Pedagogia,,"R$ 42,00","R$ 21,00",de-Carvalho-e-o-ensino-da-literatura-infantil-no-Brasil-
"",,,,RODRIGUES DE,,,
"",Brasil,,,,,,OLIVEIRA-FERNANDO-RODRIGUES-DE-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Basics-MARLATT-G-
9788571393790,Basics,Editora Unesp,Psicologia e Psicanálise,"MARLATT, G. ALAN","R$ 69,00","R$ 34,50",
"",,,,,,,ALAN-EDITORA-UNESP/p
"",,,Política e Relações,,,,https://www.livrariaunesp.com.br/batalha-do-livre-
9788539305056,"batalha do livre comércio, A",Editora Unesp,,"BULOW, MARISA VON","R$ 62,00","R$ 31,00",
"",,,Internacionais,,,,comercio-A-BULOW-MARISA-VON-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Behaviorismo-radical-
9788571395848,Behaviorismo radical - 2a edição,Editora Unesp,Psicologia e Psicanálise,"CARRARA, KESTER","R$ 80,00","R$ 40,00",
"",,,,,,,2a-edicao-CARRARA-KESTER-EDITORA-UNESP/p
"",,,Política e Relações,"MATOS, OLGARIA",,,https://www.livrariaunesp.com.br/Benjaminianas-MATOS-
9788571399969,Benjaminianas,Editora Unesp,,,"R$ 68,00","R$ 34,00",
"",,,Internacionais,CHAIN FERES,,,OLGARIA-CHAIN-FERES-EDITORA-UNESP/p
"",,,,"ADORNO, THEODOR",,,https://www.livrariaunesp.com.br/Berg-ADORNO-
9788571399976,Berg,Editora Unesp,Artes,,"R$ 59,00","R$ 29,50",
"",,,,W.,,,THEODOR-W-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Berkeley-BERMAN-
9788571393219,Berkeley,Editora Unesp,Biografias,"BERMAN, DAVID","R$ 22,00","R$ 11,00",
"",,,,,,,DAVID-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Bertrand-Russell-MONK-
9788571393196,Bertrand Russell,Editora Unesp,Biografias,"MONK, RAY","R$ 22,00","R$ 11,00",
"",,,,,,,RAY-EDITORA-UNESP/p
"",,,"Ciências Biológicas, Exatas,",,,,https://www.livrariaunesp.com.br/Biodiversidade-tropical-
9788571397170,Biodiversidade tropical,Editora Unesp,,"MARTINS, MARCIO","R$ 28,00","R$ 14,00",
"",,,Naturais e da Terra,,,,MARTINS-MARCIO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Biografismo-VILAS-
9788571398566,Biografismo,Editora Unesp,Comunicação,"VILAS BOAS, SERGIO","R$ 44,00","R$ 22,00",
"",,,,,,,BOAS-SERGIO-EDITORA-UNESP/p
9786557110102,Biologia do desenvolvimento,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","WOLPERT, LEWIS","R$ 52,00","R$ 26,00","https://www.livrariaunesp.com.br/Biologia-do-desenvolvimento-WOLPERT-LEWIS-EDITORA-UNESP/p",
9788598605258,Biopolymers Technology,"CulturaAcadêmica","Ciências Biológicas, Exatas,Naturais e da Terra","BERTOLINI, ANDREA C.","R$ 38,00","R$ 19,00","https://www.livrariaunesp.com.br/Biopolymers-Technology-BERTOLINI-ANDREA-C-CULTURA-ACADEMICA/p",
9788539305155,Bioquímica do corpo humano,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","VALENCIA, FERNANDOFORTES","R$ 28,00","R$ 14,00","https://www.livrariaunesp.com.br/Bioquimica-do-corpo-humano-VALENCIA-FERNANDO-FORTES-EDITORA-UNESP/p",
9788539301102,"bloqueio da Venezuela em 1902, O",Editora Unesp,"Política e RelaçõesInternacionais","STUART, ANA MARIA","R$ 56,00","R$ 28,00",https://www.livrariaunesp.com.br/bloqueio-da-Venezuela-,
"",,,,,,,em-1902-O-STUART-ANA-MARIA-EDITORA-UNESP/p,
9788571396371,"boa escola no discurso da mídia, A",Editora Unesp,Educação e Pedagogia,"RICARDO FILHO,GERALDO SABINO","R$ 52,00","R$ 26,00",https://www.livrariaunesp.com.br/boa-escola-no-discurso-,
"",,,,,,,"da-midia-A-RICARDO-FILHO-GERALDO-SABINO-EDITORA-UNESP/p",
9788571397446,Bombas sobre São Paulo,Editora Unesp,"Política e RelaçõesInternacionais","COHEN, ILKA STERN","R$ 88,00","R$ 44,00","https://www.livrariaunesp.com.br/Bombas-sobre-Sao-Paulo-COHEN-ILKA-STERN-EDITORA-UNESP/p",
9788571399082,"Brasil arcaico, Escola Nova",Editora Unesp,Educação e Pedagogia,"MONARCHA, CARLOS","R$ 82,00","R$ 41,00","https://www.livrariaunesp.com.br/Brasil-arcaico-Escola-Nova-MONARCHA-CARLOS-EDITORA-UNESP/p",
9788539308026,"Brasil como destino - 2a edição, O",Editora Unesp,Sociologia,"BLAY, EVA ALTERMAN","R$ 88,00","R$ 44,00","https://www.livrariaunesp.com.br/Brasil-como-destino-2a-edicao-O-BLAY-EVA-ALTERMAN-EDITORA-UNESP/p",
9788571395459,"Brasil de Rosa, O",Editora Unesp,"Literatura, Ficção e Romance","RONCARI, LUIZ","R$ 73,00","R$ 36,50","https://www.livrariaunesp.com.br/Brasil-de-Rosa-O-RONCARI-LUIZ-EDITORA-UNESP/p",
9788539300419,Brasil em imagens,Editora Unesp,Artes,"AZEVEDO, SILVIAMARIA","R$ 75,00","R$ 37,50","https://www.livrariaunesp.com.br/Brasil-em-imagens-AZEVEDO-SILVIA-MARIA-EDITORA-UNESP/p",
9788571395299,"Brasil entre a América e a Europa, O",Editora Unesp,"Política e RelaçõesInternacionais","SANTOS, LUISCLAUDIO VILLAFAÑEG.","R$ 39,00","R$ 19,50","https://www.livrariaunesp.com.br/Brasil-entre-a-America-e-a-Europa-O-SANTOS-LUIS-CLAUDIO-VILLAFANE-G-EDITORA-UNES/p",
9788539300051,"Brasil no mundo, O",Editora Unesp,"Política e RelaçõesInternacionais","CRUZ, SEBASTIAOCARLOS VELASCO E","R$ 52,00","R$ 26,00","https://www.livrariaunesp.com.br/Brasil-no-mundo-O-CRUZ-SEBASTIAO-CARLOS-VELASCO-E-EDITORA-UNESP/p",
9788571394353,"Brasil, México, África do Sul, Índia eChina",Editora Unesp,"Política e RelaçõesInternacionais","ARBIX, GLAUCO","R$ 79,00","R$ 39,50",https://www.livrariaunesp.com.br/Brasil-Mexico-Africa-do-,
"",,,,,,,Sul-India-e-China-ARBIX-GLAUCO-EDITORA-UNESP/p,
9788539306077,"Brasil: história, textos e contextos",Editora Unesp,História,"COSTA, EMILIA VIOTTIDA","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Brasil-historia-textos-e-contextos-COSTA-EMILIA-VIOTTI-DA-EDITORA-UNESP/p",
9788539300068,Brasilidade revolucionária,Editora Unesp,"Política e RelaçõesInternacionais","RIDENTI, MARCELO","R$ 56,00","R$ 28,00","https://www.livrariaunesp.com.br/Brasilidade-revolucionaria-RIDENTI-MARCELO-EDITORA-UNESP/p",
9786557110072,Buracos negros,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","LANDULFO, ANDRE","R$ 35,00","R$ 17,50","https://www.livrariaunesp.com.br/Buracos-negros-LANDULFO-ANDRE-EDITORA-UNESP/p",
9788571396562,Burocracia e ideologia - 2a edição,Editora Unesp,"Política e RelaçõesInternacionais","TRAGTENBERG,MAURICIO","R$ 62,00","R$ 31,00","https://www.livrariaunesp.com.br/Burocracia-e-ideologia-2a-edicao-TRAGTENBERG-MAURICIO-EDITORA-UNES/p",
9788539307630,"busca da língua perfeita na culturaeuropeia, A",Editora Unesp,Linguística,"ECO, UMBERTO","R$ 69,00","R$ 34,50","https://www.livrariaunesp.com.br/busca-da-lingua-perfeita-na-cultura-europeia-A-ECO-UMBERTO-EDITORA-UNESP/p",
9788539307296,"cadeia secreta, A",Editora Unesp,Filosofia,"MATTOS, FRANKLINDE","R$ 39,00","R$ 19,50","https://www.livrariaunesp.com.br/cadeia-secreta-A-MATTOS-FRANKLIN-DE-EDITORA-UNESP/p",
9788539300785,Caleidoscópio convexo,Editora Unesp,"Política e RelaçõesInternacionais","MIGUEL, LUIS FELIPE","R$ 49,00","R$ 24,50",https://www.livrariaunesp.com.br/Caleidoscopio-convexo-,
"",,,,,,,MIGUEL-LUIS-FELIPE-EDITORA-UNES/p,
9788539306930,"caminho desde a estrutura - 2aEdição, O",Editora Unesp,Filosofia,"KUHN, THOMAS S.","R$ 76,00","R$ 38,00","https://www.livrariaunesp.com.br/caminho-desde-a-estrutura-2a-Edicao-O-KUHN-THOMAS-S-EDITORA-UNES/p",
9788539304608,Caminhos da política fiscal do Brasil,Editora Unesp,"Política e RelaçõesInternacionais","LOPREATO,FRANCISCO LUIZCAZEIRO","R$ 64,00","R$ 32,00","https://www.livrariaunesp.com.br/Caminhos-da-politica-fiscal-do-Brasil-LOPREATO-FRANCISCO-LUIZ-CAZEIRO-EDITORA-UNESP/p",
9788539307708,"Caminhos paralelos eentrecruzados",Editora Unesp,Geografia,"CORREA, ROBERTOLOBATO","R$ 66,00","R$ 33,00","https://www.livrariaunesp.com.br/Caminhos-paralelos-e-entrecruzados-CORREA-ROBERTO-LOBATO-EDITORA-UNESP/p",
9788579835445,"CAMPAIGN OF THE BRAZILIANEXPEDITIONARY","CulturaAcadêmica",História,"GOYOS JR, DURVAL DENORONHA","R$ 30,00","R$ 15,00","https://www.livrariaunesp.com.br/CAMPAIGN-OF-THE-BRAZILIAN-EXPEDITIONARY-GOYOS-JR-DURVAL-DE-NORONHA-CULTURA-ACADEMIC/p",
9786557110263,"campanha na França e outrosrelatos de viagem, A",Editora Unesp,Biografias,"GOETHE, JOHANNWOLFGANG VON","R$ 158,00","R$ 79,00",https://www.livrariaunesp.com.br/campanha-na-Franca-e-,
"",,,,,,,outros-relatos-de-viagem-A-GOETHE-JOHANN-WOLFGANG,
"",,,,,,,VON-EDITORA-UNESP/p,
9788571399549,Camponeses brasileiros - Vol. I,Editora Unesp,"Política e RelaçõesInternacionais","WELCH, CLIFFORDANDREW","R$ 56,00","R$ 28,00",https://www.livrariaunesp.com.br/Camponeses-brasileiros,
"",,,,,,,Vol-I-WELCH-CLIFFORD-ANDREW-EDITORA-UNESP/p,
9788539305933,Camponeses e a arte da agricultura,Editora Unesp,Geografia,"PLOEG, JAN DOUWEVAN DER","R$ 52,00","R$ 26,00","https://www.livrariaunesp.com.br/Camponeses-e-a-arte-da-agricultura-PLOEG-JAN-DOUWE-VAN-DER-EDITORA-UNESP/p",
9788539301645,"cantor-ator, O",Editora Unesp,Artes,"GUSE, CRISTINE BELLO","R$ 44,00","R$ 22,00","https://www.livrariaunesp.com.br/cantor-ator-O-GUSE-CRISTINE-BELLO-EDITORA-UNESP/p",
9788571397477,"cão do sertão, O",Editora Unesp,"Literatura, Ficção e Romance","RONCARI, LUIZ","R$ 62,00","R$ 31,00","https://www.livrariaunesp.com.br/cao-do-sertao-O-RONCARI-LUIZ-EDITORA-UNESP/p",
9786557110287,"capital e a Lógica de Hegel, O",Editora Unesp,Filosofia,"FAUSTO, RUY","R$ 48,00","R$ 24,00","https://www.livrariaunesp.com.br/capital-e-a-Logica-de-Hegel-O-FAUSTO-RUY-EDITORA-UNESP/p",
9788539304028,"capital e suas metamorfoses, O",Editora Unesp,"Política e RelaçõesInternacionais","BELLUZZO, LUIZGONZAGA DE MELLO","R$ 49,00","R$ 24,50","https://www.livrariaunesp.com.br/capital-e-suas-metamorfoses-O-BELLUZZO-LUIZ-GONZAGA-DE-MELLO-EDITORA-UNESP/p",
"","Capitalismo, socialismo e",,"Administração, Economia e","SCHUMPETER, JOSEPH",,,https://www.livrariaunesp.com.br/Capitalismo-socialismo-
9788539306916,,Editora Unesp,,,"R$ 99,00","R$ 49,50",
"",democracia,,Empreendedorismo,A.,,,e-democracia-SCHUMPETER-JOSEPH-A-EDITORA-UNESP/p
"",,,Política e Relações,,,,https://www.livrariaunesp.com.br/Capitulos-do-marxismo-
9788571392021,Capítulos do marxismo ocidental,Editora Unesp,,"LOUREIRO, ISABEL","R$ 59,00","R$ 29,50",
"",,,Internacionais,,,,ocidental-LOUREIRO-ISABEL-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/carater-nacional-
"",caráter nacional brasileiro - 8a,,,"LEITE, DANTE",,,
9788539306800,,Editora Unesp,Sociologia,,"R$ 88,00","R$ 44,00",brasileiro-8a-edicao-O-LEITE-DANTE-MOREIRA-EDITORA-
"","edição, O",,,MOREIRA,,,
"",,,,,,,UNES/p
"",,,,,,,https://www.livrariaunesp.com.br/Carlos-Drummond-de-
"",Carlos Drummond de Andrade e,,,"ANDRADE, CARLOS",,,
9788539307906,,Editora Unesp,Biografias,,"R$ 46,00","R$ 23,00",Andrade-e-Ribeiro-Couto-ANDRADE-CARLOS-DRUMMOND-
"",Ribeiro Couto,,,DRUMMOND DE,,,
"",,,,,,,DE-EDITORA-UNESP/p
"",Carlos Gomes: um tema em,,,,,,https://www.livrariaunesp.com.br/Carlos-Gomes-um-tema-
9788539301836,,Editora Unesp,Artes,"RODRIGUES, LUTERO","R$ 69,00","R$ 34,50",
"",questão,,,,,,em-questao-RODRIGUES-LUTERO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/carnavais-de-rua-e-dos-
"",carnavais de rua e dos clubes na,,,,,,
9788571398573,,Editora Unesp,História,"SILVA, ZELIA LOPES DA","R$ 62,00","R$ 31,00",clubes-na-cidade-de-Sao-Paulo-Os-SILVA-ZELIA-LOPES-DA-
"","cidade de São Paulo, Os",,,,,,
"",,,,,,,EDITORA-UNES/p
"",Carta sobre a felicidade (a,,,,,,https://www.livrariaunesp.com.br/Carta-sobre-a-
9788571393974,,Editora Unesp,Biografias,EPICURO,"R$ 14,00","R$ 7,00",
"",Meneceu),,,,,,felicidade-a-Meneceu-EPICURO-EDITORA-UNESP/p
"",,,,"MONTEVERDI,",,,https://www.livrariaunesp.com.br/Cartas-de-Claudio-
9788539301522,Cartas de Claudio Monteverdi,Editora Unesp,Biografias,,"R$ 48,00","R$ 24,00",
"",,,,CLAUDIO,,,Monteverdi-MONTEVERDI-CLAUDIO-EDITORA-UNESP/p
"",,,,"BORTOLANZA, ANA",,,https://www.livrariaunesp.com.br/Cartas-vazias-
9788539303786,Cartas vazias,Editora Unesp,Educação e Pedagogia,,"R$ 28,00","R$ 14,00",
"",,,,MARIA ESTEVES,,,BORTOLANZA-ANA-MARIA-ESTEVES-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/CARVALHO-E-A-
"",,Cultura,,"MARQUES, DIEGO",,,
9788579835582,"CARVALHO E A MULEMBA, O",,História,,"R$ 72,00","R$ 36,00",MULEMBA-O-MARQUES-DIEGO-FERREIRA-CULTURA-
"",,Acadêmica,,FERREIRA,,,
"",,,,,,,ACADEMICA/p
"",,,,,,,https://www.livrariaunesp.com.br/Casais-Monteiro-LEITE-
9788539302451,Casais Monteiro,Editora Unesp,Biografias,"LEITE, RUI MOREIRA","R$ 74,00","R$ 37,00",
"",,,,,,,RUI-MOREIRA-EDITORA-UNESP/p
"",,,Política e Relações,,,,https://www.livrariaunesp.com.br/Casamento-e-moral-
9788539305681,Casamento e moral,Editora Unesp,,"RUSSELL, BERTRAND","R$ 58,00","R$ 29,00",
"",,,Internacionais,,,,RUSSELL-BERTRAND-EDITORA-UNESP/p
"",,,"Ciências Biológicas, Exatas,",,,,https://www.livrariaunesp.com.br/Categoria-vida-
9788539302406,Categoria vida,Editora Unesp,,"CZERESNIA, DINA","R$ 48,00","R$ 24,00",
"",,,Naturais e da Terra,,,,CZERESNIA-DINA-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Categorias-
9788539307852,Categorias,Editora Unesp,Filosofia,ARISTOTELES,"R$ 60,00","R$ 30,00",
"",,,,,,,ARISTOTELES-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/CERIMONIAL-FATOS-
"","CERIMONIAL - FATOS, FOTOS E",Cultura,,,,,
9788598605906,,,Comunicação,"UBILLUS, ELIANE","R$ 107,00","R$ 53,50",FOTOS-E-SUCESSO-NO-MUNICIPIO-UBILLUS-ELIANE-
"",SUCESSO NO MUNICÍPIO,Acadêmica,,,,,
"",,,,,,,CULTURA-ACADEMICA/p
9788598605821,"CERIMONIAL PORCERIMONIALISTAS","CulturaAcadêmica",Comunicação,"ANDRADE, JOSEAFONSO CARRIJO","R$ 45,00","R$ 22,50","https://www.livrariaunesp.com.br/CERIMONIAL-POR-CERIMONIALISTAS-ANDRADE-JOSE-AFONSO-CARRIJO-CULTURA-ACADEMICA/p",
9788571393141,César Lattes,Editora Unesp,Biografias,"ASSIS, JESUS DE PAULA","R$ 32,00","R$ 16,00","https://www.livrariaunesp.com.br/Cesar-Lattes-ASSIS-JESUS-DE-PAULA-EDITORA-UNES/p",
9786557110478,"chão da mente, O",Editora Unesp,"Crítica Literária e TeoriaLiterária","LIMA, LUIZ COSTA","R$ 69,00","R$ 34,50",https://www.livrariaunesp.com.br/chao-da-mente-O-LIMA,
"",,,,,,LUIZ-COSTA-EDITORA-UNESP/p,,
9788539301065,Charles Darwin: o poder do lugar,Editora Unesp,Biografias,"BROWNE, JANET","R$ 128,00","R$ 64,00","https://www.livrariaunesp.com.br/Charles-Darwin-o-poder-do-lugar-BROWNE-JANET-EDITORA-UNESP/p",
9788539300877,Charles Darwin: viajando,Editora Unesp,Biografias,"BROWNE, JANET","R$ 128,00","R$ 64,00","https://www.livrariaunesp.com.br/Charles-Darwin-viajando-BROWNE-JANET-EDITORA-UNESP/p",
9788571397828,"charme da ciência e a sedução daobjetividade - 2a edição, O",Editora Unesp,Biografias,"BRESCIANI, MARIASTELLA MARTINS","R$ 79,00","R$ 39,50","https://www.livrariaunesp.com.br/charme-da-ciencia-e-a-seducao-da-objetividade-2a-edicao-O-BRESCIANI-MARIA-STELLA-MARTINS-EDITORA-UNESP/p",
9788571395244,Chutando a escada,Editora Unesp,História,"CHANG, HA-JOON","R$ 68,00","R$ 34,00","https://www.livrariaunesp.com.br/Chutando-a-escada-CHANG-HA-JOON-EDITORA-UNESP/p",
9786557110386,Cidadania e classe social,Editora Unesp,Sociologia,"MARSHALL, T. H.","R$ 44,00","R$ 22,00","https://www.livrariaunesp.com.br/Cidadania-e-classe-social-MARSHALL-T-H-EDITORA-UNES/p",
9788571396593,Cidade do índio,Editora Unesp,Antropologia,"ANDRELLO, GERALDO","R$ 88,00","R$ 44,00","https://www.livrariaunesp.com.br/Cidade-do-indio-ANDRELLO-GERALDO-EDITORA-UNESP/p",
9788571398863,"cidade e os jardins, A",Editora Unesp,Arquitetura e Urbanismo,"PAULA, ZUELEIDECASAGRANDE DE","R$ 58,00","R$ 29,00","https://www.livrariaunesp.com.br/cidade-e-os-jardins-A-PAULA-ZUELEIDE-CASAGRANDE-DE-EDITORA-UNESP/p",
9788571398207,"cidades cercam os campos, As",Editora Unesp,"Política e RelaçõesInternacionais","ARABE, CARLOSHENRIQUE GOULART","R$ 42,00","R$ 21,00","https://www.livrariaunesp.com.br/cidades-cercam-os-campos-As-ARABE-CARLOS-HENRIQUE-GOULART-EDITORA-",
"",,,,,,UNESP/p,,
9788539307425,"ciência da dor, A",Editora Unesp,Saúde e Medicina,"AZEVEDO, PEDROMING","R$ 76,00","R$ 38,00","https://www.livrariaunesp.com.br/ciencia-da-dor-A-AZEVEDO-PEDRO-MING-EDITORA-UNESP/p",
9788571399396,Ciência e fé - 2a edição,Editora Unesp,Filosofia,"GALILEI, GALILEU","R$ 42,00","R$ 21,00","https://www.livrariaunesp.com.br/Ciencia-e-fe-2a-edicao-GALILEI-GALILEU-EDITORA-UNESP/p",
9788571391109,"Ciência e vida civil noRenascimento italiano",Editora Unesp,Filosofia,"GARIN, EUGENIO","R$ 59,00","R$ 29,50","https://www.livrariaunesp.com.br/Ciencia-e-vida-civil-no-Renascimento-italiano-GARIN-EUGENIO-EDITORA-UNESP/p",
"",,,,,,,,
9788539301904,Ciência em ação - 2a edição,Editora Unesp,Sociologia,"LATOUR, BRUNO","R$ 76,00","R$ 38,00","https://www.livrariaunesp.com.br/Ciencia-em-acao-2a-edicao-LATOUR-BRUNO-EDITORA-UNESP/p",
9788539301454,"ciência em uma sociedade livre, A",Editora Unesp,Filosofia,"FEYERABEND, PAUL","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/ciencia-em-uma-sociedade-livre-A-FEYERABEND-PAUL-EDITORA-UNESP/p",
9788571398221,"Cinco memórias sobre a instruçãopública",Editora Unesp,Educação e Pedagogia,CONDORCET,"R$ 58,00","R$ 29,00","https://www.livrariaunesp.com.br/Cinco-memorias-sobre-a-instrucao-publica-CONDORCET-EDITORA-UNESP/p",
9788539300105,"Cinemateca Brasileira, A",Editora Unesp,Artes,"CORREA JR., FAUSTODOUGLAS","R$ 48,00","R$ 24,00","https://www.livrariaunesp.com.br/Cinemateca-Brasileira-A-CORREA-JR-FAUSTO-DOUGLAS-EDITORA-UNESP/p"
9788571399297,Cinematógrafo,Editora Unesp,Artes,"NOVOA, JORGE","R$ 86,00","R$ 43,00",https://www.livrariaunesp.com.br/Cinematografo-NOVOA-
"",,,,,,JORGE-EDITORA-UNESP/p,
9788539306190,Cinematographos,Editora Unesp,Artes,"ALMEIDA, GUILHERMEDE","R$ 104,00","R$ 52,00","https://www.livrariaunesp.com.br/Cinematographos-ALMEIDA-GUILHERME-DE-EDITORA-UNESP/p"
9788539306435,Ciranda de sons,Editora Unesp,Artes,"MARISA TRENCH DEOLIVEIRAFONTERRADA","R$ 69,00","R$ 34,50","https://www.livrariaunesp.com.br/Ciranda-de-sons-MARISA-TRENCH-DE-OLIVEIRA-FONTERRADA-EDITORA-UNESP/p"
9788571396968,"Clarice Lispector e a encenação daescritura",Editora Unesp,Artes,"REGUERA, NILZEMARIA DE A.","R$ 59,00","R$ 29,50","https://www.livrariaunesp.com.br/Clarice-Lispector-e-a-encenacao-da-escritura-REGUERA-NILZE-MARIA-DE-A-EDITORA-UNESP/p"
9788571394407,"colapso das finanças estaduais e acrise da federação, O",Editora Unesp,"Política e RelaçõesInternacionais","LOPREATO,FRANCISCO LUIZCAZEIRO","R$ 56,00","R$ 28,00","https://www.livrariaunesp.com.br/colapso-das-financas-estaduais-e-a-crise-da-federacao-O-LOPREATO-FRANCISCO-"
"",,,,,,LUIZ-CAZEIRO-EDITORA-UNESP/p,
9788539306602,"Coligações e disputas eleitorais naNova República",Editora Unesp,"Política e RelaçõesInternacionais","KRAUSE, SILVANA","R$ 84,00","R$ 42,00","https://www.livrariaunesp.com.br/Coligacoes-e-disputas-eleitorais-na-Nova-Republica-KRAUSE-SILVANA-EDITORA-UNESP/p"
9788539306824,"colonização explicada a todos, A",Editora Unesp,História,"FERRO, MARC","R$ 45,00","R$ 22,50",https://www.livrariaunesp.com.br/colonizacao-explicada-a
"",,,,,,todos-A-FERRO-MARC-EDITORA-UNESP/p,
9788539305322,"coluna da morte, A",Editora Unesp,"Política e RelaçõesInternacionais","CABANAS, JOAO","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/coluna-da-morte-A-CABANAS-JOAO-EDITORA-UNESP/p"
9788571399921,Combatendo a desigualdade social,Editora Unesp,"Política e RelaçõesInternacionais","CARTER, MIGUEL","R$ 89,00","R$ 44,50","https://www.livrariaunesp.com.br/Combatendo-a-desigualdade-social-CARTER-MIGUEL-EDITORA-UNESP/p"
9788539300167,"Começo conjectural da históriahumana",Editora Unesp,Filosofia,"KANT, IMMANUEL","R$ 36,00","R$ 18,00",https://www.livrariaunesp.com.br/Comeco-conjectural-da-
"",,,,,,historia-humana-KANT-IMMANUEL-EDITORA-UNESP/p,
9788571392397,"Comentário ao Tratado da Trindadede Boécio",Editora Unesp,Filosofia,"AQUINO, TOMAS DE","R$ 52,00","R$ 26,00",https://www.livrariaunesp.com.br/Comentario-ao-Tratado-
"",,,,,,"da-Trindade-de-Boecio-AQUINO-TOMAS-DE-EDITORA-UNESP/p",
9788539305346,Comer,Editora Unesp,Sociologia,"ROSSI, PAOLO","R$ 48,00","R$ 24,00","https://www.livrariaunesp.com.br/Comer-ROSSI-PAOLO-EDITORA-UNESP/p"
9788539300983,Comer e beber como Deus manda,Editora Unesp,Culinária e Gastronomia,"SANTOS, SERGIO DEPAULA","R$ 88,00","R$ 44,00","https://www.livrariaunesp.com.br/Comer-e-beber-como-Deus-manda-SANTOS-SERGIO-DE-PAULA-EDITORA-UNESP/p"
