1964 O GOLPE QUE MARCOU A FERRO UMA GERACAO
1968 - O TEMPO DAS ESCOLHAS
ABSINTO - UMA HISTORIA CULTURAL
ACENDENDO A ESCURIDAO
"ADVENTO DAS FADAS, O"
ALICE NO FUNDO DO MAR
ALICE NO PAIS DAS MARAVILHAS - EM CORDEL
ALMAS REBELDES
AMIGOS DA TERRA - A LUTA PELA PRESERVAÇÃO DA VID
ANGELINA E O LEAO E OUTROS CONTOS ESPANHOIS
ANTONIO TABUCCHI CONTISTA
APOSTOLOS (OS) - DOZE REVELACOES
ARARA YARA QUE NAO ERA DE ARARAQUARA (A)
ASSIM E QUE SE CONTA
"ASTRONOMIA INDIGENA, (A)"
BARBARO NA ASIA (UM)
"BATALHA DE OLIVEIROS COM FERRABRAS, (A)"
"BOLA GIRA COM O MUNDO, (A) - 2 EDICAO"
BORBOLINDA DANCARINA
BRAS BEXIGA E BARRA FUNDA - 3 EDICAO
BRASIL QUE VEIO DA AFRICA
BREVE HISTORIA DA BOSSA NOVA
BREVE HISTORIA DA LITERATURA  DE CORDEL  2 EDICAO
BREVE HISTORIA DA MODA  - 2 ED
BREVE HISTORIA DAS FAVELAS
BREVE HISTORIA DO ROCK
BREVE HISTORIA DO ROCK BRASILEIRO
CADA BICHO 2 - BIOMAS BRASILEIROS
CADA BICHO TEM SEU CANTO
CAMINHOS DO RISO
CAMPEONATO DE PIADAS (UM) - 3 EDICAO
"CAMPO NO FUNDO DO MAR, (UM)"
CANAA -  EM CORDEL
CANDIDO OU O OTIMISMO - 2 EDICAO
CANTO NEGRO
CAROL E OS PASSAROS DOS SONHOS
"CARTOMANTE, (A) -  EM CORDEL"
"CASAMENTO, MISSAO (QUASE) IMPOSSIVEL"
CASTELO DE OTRANTO (O) - 2 EDICAO
CENOGRAFIA - UMA BREVE VISITA  - 2 ED
CHAPEUZINHO VERMELHO
CHICO XAVIER
CINDERELA - EM CORDEL
CIUME O MEDO DA PERDA - 2 ED
COMERCIO INTERNACIONAL DO GATT A OMC
CONDE DE MONTE CRISTO (O) - EM CORDEL
"CONTO DOS CONTOS, O - PENTAMERON"
CONTOS ANTOLOGICOS DE DOMINGOS PELLEGRINI
CONTOS ANTOLOGICOS DE JORGE MIGUEL MARINHO
CONTOS ANTOLOGICOS DE SILVIANO SANTIAGO
CONTOS DE BELKIN
CONTOS DE ESCOLA
CONTOS DE FADAS - ORIGENS HISTORIA E PERMANENCIA
CONTOS DE FANTASMAS SEM NATAL
CONTOS E FABULAS DO BRASIL
CONTOS INEFAVEIS
CONVIDADO DE DRACULA (O)
CORACAO DAS TREVAS -
CORCUNDA DE NOTRE-DAME EM CORDEL NOVA EDIC
CORPO DE BAILARINA
COZINHE PARA EMAGRECER
CRISE -  AS METAMORFOSES DA CONDICAO HUMANA
CRUZADA EM JEANS - 2 EDICAO
DAMA DAS CAMELIAS A 2 EDICAO
DAMA DAS CAMELIAS A EM CORDEL
DA-ME OS TEUS OLHOS
DE HISTORIA EM HISTORIA SE FEZ VITORIA
DEMOCRACIA - DO CONCEITO A PRATICA
"DEVANEIOS DO CAMINHANTE SOLITARIO, OS"
DIARIO DE FLORENCA - 2 EDICAO
DIARIO SECRETO DAS COPAS (O)
"DIVINA COMEDIA, A - EM CORDEL"
DOMITILA  - ED. ESPECIAL
DOMITILA POEMAS-ROMANCE PARA A MARQUESA DE S
DONCOVIM - HISTORIA DE UMA SEMENTE DE GENTE
DOUTRINA DAS CORES - 4 EDICAO
DUAS HISTÓRIAS FASCINANTES
"EDUCACAO SENTIMENTAL, (A) - 2 ED"
ELEFANTE NAS NUVENS (O)
EM ALTO MAR 2A ED
ENSAIOS ANTOLOGICOS DE SILVIANO SANTIAGO
ENTRE DOIS MUNDOS
EPIGRAMAS - PALADAS DE ALEXANDRIA
ERA UMA VEZ NO MEU BAIRRO - ZONA LESTE
ERA UMA VEZ NO MEU BAIRRO - ZONA NORTE
ERICO VERISSIMO - O ROMANCE DA HISTORIA
ESCREVER TAMBEM E OUTRA COISA: ENSAIOS SOBRE ITA
ESSE JUQUINHA E UMA PIADA
EUGENIE GRANDET
EXTRAORDINARIO O
FALECIDO MATTIA PASCAL (O)
FEITO GATO E CACHORRO
FILOSOFIA E AS CRIANCAS (A)
FORMIGA EMILIA E A ECONOMIA (A) - 2 EDICAO
GINO - UM BICHO DAS TERRAS BRANCAS
GINSENG
GRANDE SUSTO DE BIA (O)
GRAVIDA E BELA - A ALEGRIA DE SER MAE
HELENA E OS RATOS DA NOITE
HISTORIA DA CHINA (UMA)
HISTORIA DE UM CASARAO - 2 EDICAO
HISTORIA DE UMA ESCADARIA
"HISTORIA,MENTIRA E APOCALIPSE-A FICCAO DE UMBERT"
HISTORIAS DA MINHA FUGA DAS PRISOES DE VENEZA
HISTORIAS DE FAMILIA
HISTORIAS DOS TEMPOS DE ESCOLA - MEMORIA E APRE
HUMILHADOS E OFENDIDOS - 3 ED. CAPA DURA
IGREJA CATOLICA E DITADURA MILITAR NO BRASIL
IMPRESSIONISMO (O)
INDIO CHAMADO ESPERANCA - UM - 2 ED
INGLES NORTE-AMERICANO - PRONUNCIA E MORFOLOGI
"INIMIGO INVISIVEL, O"
INTRODUCAO A TERAPIA FAMILIAR
ISLAM E ISLAMISMO
ITALIANOS A MESA
"JACQUES, O FATALISTA, E SEU AMO"
JANELAS ASSOMBRADAS
"JOIAS DA CORA, AS 3A ED"
JOVEM CHIQUINHA GONZAGA (A) - 2 EDICAO
JOVEM JOAO DO VALE (O)
"JOVEM LENNON, (O) - 3 EDICAO"
"JOVEM MANDELA, (O)"
JOVEM MARTIN LUTHER KING (O) - 3 EDICAO
"JOVEM NOEL ROSA, (O) - 2 EDICAO"
JOVEM PAGU (A) - 2 EDICAO
JOVEM SANTOS DUMONT (O) - 2 EDICAO
JUDAS ISCARIOTES E OUTRAS HISTORIAS
JULIA E SEUS AMIGOS - 2 EDICAO
JUNG E O IOGA
"KANTUTA TRICOLOR E OUTRAS HISTORIAS DA BOLIVIA, A"
LADRAO DE GUARDA CHUVAS (UM)
LAMPIAO  -  HEROI OU BANDIDO?
LARANJA DA CHINA
LENDAS DO FOLCLORE CAPIXABA
LINDA PALMA - O MELHOR DAS HORAS E DA VIDA
LIRA DOS VINTE ANOS
LIVRO DAS CRIATURAS MALIGNAS (O)
LIVRO DO MESTRE SHANG (O)
LUTA ARMADA NO BRASIL
LUZ NO SERTAO (UMA)
MACHADO DE ASSIS - PRESENCA ITALIANA NA OBRA DE
MADAME BOVARY - BROCHURA
MADAME BOVARY - CAPA DURA - 3 EDICAO
MANA MARIA
MANIFESTO PELA OCUPACAO AMOROSA DOS CORACOES
"MANUAL DO CANDIDATO AS ELEICOES, CARTA DO BOM"
"MARAVILHOSO NO RELATO DE MARCO POLO, (O)"
MARIA RESMUNGONA
"MEIA-LUA, QUASE CHEIA"
MEMORIAS POSTUMAS DE BRAS CUBAS - EM CORDEL - 2
MENINOS DE ARTE - UMA METODOLOGIA
"MERCOSUL, (O)"
METAMORFOSE (A) - NOVAS LEITURAS
"METAMORFOSE, (A) - 2 EDICAO"
"METAMORFOSE, A - EM CORDEL"
MEU PRIMEIRO DIA DE AULA
MILTON
MINHA VIDA
MISERAVEIS (OS) - EM CORDEL
MISTICA DA GUERRA (A) - ESPIRITUALIDADE DAS ARMAS
MOBY-DICK EM CORDEL
MUNDO PERDIDO (O)
MUSICA POPULAR E MODERNA POESIA BRASILEIRA
NAO INCENTIVEM O ROMANCE E OUTROS ENSAIOS
NAS MAOS DO MONSTRO
"NAVIO ENCANTADO E OUTROS CONTOS, O"
NEGRA LABAREDA DA ALEGRIA (A)
"NEM BORBOLETA, NEM COBRA"
NEOLOGISMOS DA LINGUA INGLESA
"NOIVO DEFUNTO E OUTROS CONTOS, O - 2 ED."
NOS PASSOS DE ANCHIETA
NOVICA E O PRISIONEIRO  A
NUVEM DA MORTE (A) - 2 EDICAO
OCIO CRIADOR (O) - TRABALHO E SAUDE
"OLHE O DESPERDICIO, COELHO FELICIO!"
PADRE CICERO - O SANTO DO AGRESTE
PALAVRA DO HOMEM (A)
PASOLINNI CRÍTICO MILITANTE
PATRIA ESTRANHA - HISTORIAS DE PEREGRINACAO
PERDIDOS NO TEMPO
PINTURA CONTEMPORÂNEA
PIRANDELLO E A MASCARA ANIMAL
PIRANDELLO NOVELLARO - DA FORMA A DISSOLUCAO
POEMAS ANTOLOGICOS DE SOLANO TRINDADE - 2 EDICA
POEMAS PARA ENROLAR A LINGUA - 2 EDICAO
POLUICAO TEM SOLUCAO (A)
"POVOS QUE FORMARAM A MINHA TERRA - ALEMAES, PO"
"POVOS QUE FORMARAM A MINHA TERRA, OS - INDIOS, P"
PREOCUPACOES DE UM SAPARINHO
"PRINCESA QUE RIA ROSAS, A"
PRINCIPE DAS PALMAS VERDES E OUTROS CONTOS PORT.
PRINCIPE E O MENDIGO (O) - EM CORDEL
QUASE VEGETARIANO - 2 EDICAO
QUE ANA SABE SOBRE (O) - ALIMENTOS SAUDAVEIS
QUE ANA SABE SOBRE (O) - BOAS MANEIRAS
QUE ANA SABE SOBRE (O) - BONS CONSELHOS
QUE ANA SABE SOBRE (O) - PROTEGER A NATUREZA
QUE ANA SABE SOBRE (O)- ESPORTES
QUE CORAGEM LILI
QUE PANELA ESQUISITA VOVO RITA!
"REI, O SABIO E O BUFAO (O)"
RETRATOS DE OSCAR WILDE (OS)
ROMEU E JULIETA - EM CORDEL
"ROMEU, O RATO QUE ROEU A ROUPA DO REI DE ROMA"
ROUBANDO VIDAS
ROUPA NOVA DO REI (A)
SACICI SIRIRI SICI - 2 EDICAO
"SANTO MILAGROSO, (O) - 2 EDICAO"
SANTUARIO BRASILEIRO - SANTOS DO IMAGINARIO POP
SEGREDOS DO CORACAO - 2 EDICAO
SEIS MIL ANOS DE PAO
SETE VIAGENS FAB. DO MAR. SIMBAD (AS) -
SOBRE A TRANQUILIDADE DA ALMA - SOBRE O OCIO
SOCO POPO QUE COCAVA SETE SOCOS (O)
SUMICO DO COLEIRINHA (O)
TAMBOR AFRICANO E OUTROS CONTOS AFRICANOS
TATU TATA TA?(O)
"TEO, O CONTADOR DE HISTORIAS"
"TRATADO DA ARANHA E DA RA, (O)"
TRES PORQUINHOS (OS) - EM CORDEL
TRISTE HISTORIA DE TRES TIGRES TRISTES (A)
TURBO CAPITALISMO
"UM, NENHUM E CEM MIL"
"URUBU-REI E OUTROS CONTOS DO BRASIL, O"
USE A CABECA E O CORACAO
USO DE MAT. AUT. NAS AULAS DE ITALIANO COMO LIG.
VIA SACRA - O CAMINHO DA LUZ
VIAGEM SEM VOLTA
VIAGENS NA MINHA TERRA - 2 EDICAO
VITORIA DAS FORMIGAS
VIVER DE TEATRO - UMA BIOGRAFIA DE FLAVIO RANGEL
"VOLTA AO MUNDO EM OITENTA DIAS, A - EM CORDEL"
"VOO DE PEGASO E OUTROS MITOS GREGOS, (O)"
"ZODIACO (O) - 12 SIGNOS, 12 HISTORIAS"
ZUNGO ZUNZUNGO
BARNABE MEDEIROS FILHO,"49,0",9788574923857,10
CATARINA MELONI,"41,0",9788574921877,15
PHIL BAKER,"75,0",9788574922409,15
