"PreçoPreçoTítuloAutorPromocionalCapa50%",,,
"Americano na Metrópole Latino-americana, Um: Richard Morse e aFormação de São Paulo","CASTRO, Ana ClaudiaVeiga de","68,00","34,00"
Amilases Microbianas,"POLIZELI, Maria deLourdes T. de M.","44,00","22,00"
Amostragem Probabilística: Um Curso Introdutório,"SILVA, Nilza Nunes da","40,00","20,00"
Ana Calzavara: Entremeios,"CALZAVARA, Ana","90,00","45,00"
"Análise de Dados Qualitativos: Estratégias Metodológicas para asCiências da Saúde Humanas e Sociais","PEREIRA, Júlio C. R.","36,00","18,00"
Anita Malfatti no Tempo e no Espaço - 2 Volumes,"BATISTA, Marta Rossetti","95,00","47,50"
Anita Malfatti no Tempo e no Espaço: Biografia e Estudo da Obra,"BATISTA, Marta Rossetti","64,00","32,00"
Anna Bella Geiger: Passagens Conceituais,"JAREMTCHUK, Dária","39,00","19,50"
Anna Letycia,"LUZ, Ângela Âncora da","64,00","32,00"
Antártida: A Última Terra,"CAPOZOLI, Ulisses","50,00","25,00"
"Antigo Oriente: História, Sociedade e Economia","LIVERANI, Mario","102,00","51,00"
Antigos e Modernos: A Cena Literária na França do Século XVII,"COSTA, Leila de Aguiar","30,00","15,00"
"Anti-Semitismo nas Américas, O: Memória e História","CARNEIRO, Maria LuizaTucci","105,00","52,50"
Antonio Lizárraga: Quadrados em Quadrados,"SPITERI, Maria José","166,00","83,00"
Antonio Lizárraga: Uma Poética da Radicalidade,"FABRIS, Annateresa","49,00","24,50"
"Antropólogo e sua Magia, O: Trabalho de Campo e Texto Etnográficonas Pesquisas Antropológicas sobre Religiões Afro-brasileiras","SILVA, Vagner Gonçalvesda","46,00","23,00"
Apapaatai: Rituais de Máscaras no Alto Xingu,"BARCELOS NETO,Aristóteles","70,00","35,00"
"Aparecimento do Livro, O","FEBVRE, Lucien","90,00","45,00"
"Aprendizes do Poder, Os: O Bacharelismo Liberal na Política Brasileira","ADORNO, Sérgio","40,00","20,00"
"Árabe e Português: Fonologia Contrastiva com Aplicação deTecnologias Informatizadas","JUBRAN, Safa AbouChahla","88,00","44,00"
Arcádia: Tradição e Mudança,"SERNA, Jorge AntonioRuedas de la","26,00","13,00"
"Armadilhas do Saber, As: Relações entre Literatura e Psicanálise","PASSOS, Cleusa Rios P.","28,00","14,00"
"Armas e o Varão, As: Leitura e Tradução do Canto I da Eneida","THAMOS, Márcio","99,00","49,50"
"Arquitetos da Poli, Os: Ensino e Profissão em São Paulo","FICHER, Sylvia","212,00","106,00"
"Arquitetura Evanescente: O Desaparecimento de Edifícios Cariocasem Perspectiva Histórica","ATIQUE, Fernando","64,00","32,00"
"Arquitetura Moderna Brasileira: Uma Crise em Desenvolvimento.Textos de Rodrigo Lefèvre (1963-1981)","KOURY, Ana Paula","48,00","24,00"
"Arquitetura, A","HEGEL, G. W. F.","32,00","16,00"
Arquiteturas no Brasil 1900-1990,"SEGAWA, Hugo","68,00","34,00"
Arquivo/Ensaio,"WANDERLEY, Jorge","17,00","8,50"
Arte de Guerrilha: Vanguarda e Conceitualismo no Brasil,"Freitas, Artur","68,00","34,00"
Arte e Conhecimento em Leonardo da Vinci,"BOSI, Alfredo","34,00","17,00"
"Arte Moderna Séculos XIX e XX, A: Ensaios Escolhidos","SCHAPIRO, Meyer","71,00","35,50"
Artes e Letras: Entrevistas,"GALVÃO, WalniceNogueira","74,00","37,00"
"Artista da Corte, O: Os Antecedentes dos Artistas Modernos","WARNKE, Martin","68,00","34,00"
"Árvores da Floresta Estacional Semidecidual: Guia de Identificação deEspécies","RAMOS, Viviane Soares","92,00","46,00"
"Aspectos do Mercado Imobiliário em Perspectiva Histórica: São Paulo(1809-1950)","BUENO, BeatrizPiccolotto Siqueira","75,00","37,50"
Aspectos do Trabalho Policial,"BITTNER, Egon","63,00","31,50"
"Assim na Terra como no Céu...: Paganismo, Cristianismo, Senhores eCamponeses na Alta Idade Média","BASTOS, Mário Jorge daMotta","64,00","32,00"
Assimetrias da Sociedade Internacional,"REINHARD, Nicolau","27,00","13,50"
Astrofísica de Altas Energias: Uma Première,"HORVATH, Jorge E.","48,00","24,00"
Astrofísica do Meio Interestelar,"MACIEL, Walter J.","66,00","33,00"
Astronomia: Uma Visão Geral do Universo,"FRIAÇA, Amâncio C. S.","71,00","35,50"
Atílio Avancini,"AVANCINI, Atílio","77,00","38,50"
Atlas de Ressonância Magnética do Crânio,"ARANTES, Paula Ricci","66,00","33,00"
Atlas do Brasil: Disparidades e Dinâmicas do Território,"THÉRY, Hervé","96,00","48,00"
"Através do MBaraka: Música, Dança e Xamanismo Guarani","MONTARDO, Deise LucyOliveira","75,00","37,50"
Atualidade de Sérgio Buarque de Holanda,"MARRAS, Stelio","39,00","19,50"
Aulas de Marie Curie: Anotadas por Isabelle Chavannes em 1907,"CHAVANNES, Isabelle","42,00","21,00"
Autonomia Universitária na USP - Vol. 1: 1934-1969,"RANIERI, Nina BeatrizStocco","78,00","39,00"
Autonomia Universitária na USP - Vol. 2: 1970-2004,"RANIERI, Nina BeatrizStocco","60,00","30,00"
"Autos do Processo de Vieira na Inquisição 1660-1668, Os","MUHANA, Adma","70,00","35,00"
"Avenidas 1950-2000: 50 Anos de Planejamento da Cidade de SãoPaulo","ZMITROWICZ, Witold","120,00","60,00"
"Aventura do Livro Experimental, A","PAIVA, Ana PaulaMathias de","58,00","29,00"
"Aventura Surrealista, A: Cronologia do Surrealismo: Tomo 2, PrimeiraParte","LIMA, Sergio","104,00","52,00"
Aves no Campus da Cidade Universitária Armando de Salles Oliveira,"HÖFLING, Elizabeth","42,00","21,00"
Badu,"TABAYÁ, Arnaldo","36,00","18,00"
"Bandeirantes Paulistas no Sertão do São Francisco: Povoamento eExpansão Pecuária de 1688 a 1734","SANTOS, Márcio","39,00","19,50"
Barões do Ouro e Aventureiros Britânicos no Brasil,"SILVA, Fábio Carlos da","45,00","22,50"
"Bas-fonds, Os: História de um Imaginário","KALIFA, Dominique","60,00","30,00"
"Beleza do Gesto, A: Uma Estética das Condutas","GALARD, Jean","22,00","11,00"
Benjamin e Brecht: História de uma Amizade,"WIZISLA, Erdmut","82,00","41,00"
Bens Imóveis Tombados ou em Processo de Tombamento da USP,"CPC – Comissão dePatrimônio Cultural da","70,00","35,00"
Benzodiazepínicos: Quatro Décadas de Experiência,"BERNIK, Márcio Antonini","34,00","17,00"
Bibliografia e a Sociologia dos Textos,"MCKENZIE, D. F.","50,00","25,00"
Bibliografia Machadiana 1959-2003,"MACHADO, Ubiratan","44,00","22,00"
"Bibliographia Brasiliana: Livros Raros sobre o Brasil Publicados desde1504 até 1900 - Tomo 1 e 2","MORAES, Rubens Borbade","172,00","86,00"
"Bibliotheca Universitatis Vol.1 e Vol.2: Livros Impressos do SéculoXVII, Acervo Bibliográfico da USP","HORCH, Rosemarie Erika","306,00","153,00"
"Bibliotheca Universitatis: Livros Impressos dos Séculos XV e XVI doAcervo Bibliográfico da USP","HORCH, Rosemarie Erika","103,00","51,50"
"Bilac, o Jornalista","DIMAS, Antonio","170,00","85,00"
Bioestatística em Outras Palavras,"PEREIRA, Júlio C. R.","66,00","33,00"
Biofísica: Introdução a uma Ciência Interdisciplinar,"ITO, Amando Siuiti","48,00","24,00"
Bixiga em Artes e Ofícios,"HIKIJI, Rose SatikoGitirana","87,00","43,50"
"Blocos de Memórias: Habitação Social, Arquitetura Moderna ePatrimônio Cultural","NASCIMENTO, FláviaBrito do","80,00","40,00"
Boca de Cena: Marcações de um Espectador,"GUINSBURG, J.","54,00","27,00"
"Bodas de Fígaro, As",BEAUMARCHAIS,"32,00","16,00"
BR-3 Teatro da Vertigem,"FERNANDES, Sílvia","26,00","13,00"
Brahms: Sinfonia n.1,"BRODBECK, David","30,00","15,00"
Brasil dos Bancos,"COSTA, FernandoNogueira da","74,00","37,00"
Brasil Imaginado: De 1500 até o Presente,"SADLIER, Darlene J.","60,00","30,00"
"Brasil no Olhar de William James, O: Cartas, Diários e Desenhos, 1865-1866","JAMES, William","60,00","30,00"
"Brasil Reencontra os Pioneiros, O: Textos e Contextos Regionais","MARCOVITCH, Jacques","85,00","42,50"
"Brasil, México, África do Sul, Índia e China: Diálogo entre os queChegaram Depois","ARBIX, Glauco","60,00","30,00"
Brasilianas: José Olympio e a Gênese do Mercado Editorial Brasileiro,"SORÁ, Gustavo","75,00","37,50"
"Brinquedos de Lata Metalma: Objetos da Infância na IndustrializaçãoPaulistana, 1930-1950","SOUZA, Ludmila ÉricaCambusano de","90,00","45,00"
"Cabeças Compostas: A Personagem Feminina na Narrativa de OsmanLins","FERREIRA, ErmelindaMaria Araújo","39,00","19,50"
Cadernos,"OLIVEIRA, Willy Corrêa d","92,00","46,00"
Caetano de Campos: A Escola que Mudou o Brasil,"GOLOMBEK, Patrícia","260,00","130,00"
Cahier d un Retour au Pays Natal/ Diário de um Retorno ao País Natal,"CÉSAIRE, Aimé","38,00","19,00"
"Caiçara: Terra e População. Estudo de Demografia Histórica e daHistória Social de Ubatuba","MARCILIO, Maria Luiza","40,00","20,00"
Caio Prado Jr. e a Associação dos Geógrafos Brasileiros,"IUMATTI, Paulo","72,00","36,00"
"Caipiras Negros no Vale do Ribeira: Um Estudo de AntropologiaEconômica","QUEIROZ, Renato daSilva","33,00","16,50"
Cálculo em uma Variável Real,"TÁBOAS, Plácido Zoega","74,00","37,00"
Cálculo Integral Avançado,"BOUCHARA, Jacques C.","52,00","26,00"
Caldeirão de Bruxas: De Como Macbeth Virou Irmãs do Tempo,"ORNELLAS, Raquel","76,00","38,00"
Camargo Guarnieri: Expressões de uma Vida,"VERHAALEN, Marion","83,00","41,50"
"Camelô, O: Figura Emblemática da Comunicação","MOLLIER, Jean-Yves","59,00","29,50"
"Caminhando e Cantando: O Imaginário do Movimento EstudantilBrasileiro de 1968","HAGEMEYER, RafaelRosa","45,00","22,50"
"Caminho para a Música Nova, O","WEBERN, Anton","44,00","22,00"
Caminhos do Imaginário no Brasil,"MEYER, Marlyse","24,00","12,00"
Campus de Pirassununga da USP: Memória e História,"TELES, Teresa Cristina","86,00","43,00"
Canção de Ninar Brasileira: Aproximações,"MACHADO, Silvia DeAmbrosis Pinheiro","92,00","46,00"
"Cancionista, O: Composição de Canções no Brasil","TATIT, Luiz","68,00","34,00"
Canções para Voz e Piano (The Song for Voice and Piano),"NEPOMUCENO, Alberto","66,00","33,00"
Cândido Portinari,"FABRIS, Annateresa","78,00","39,00"
"Candomblé, O: Imagens em Movimento São Paulo-Brasil","OPIPARI, Carmen","45,00","22,50"
Cantabile: Exercícios para Canto Coral,"LIESENBERG, Baldur","84,00","42,00"
Cantando a Própria História: Música Caipira e Enraizamento,"VILELA, Ivan","65,00","32,50"
"Cântico dos Cânticos, O: Um Ensaio de Interpretação Através de SuasTraduções","CAVALCANTI, GeraldoHolanda","80,00","40,00"
"Canto à Margem, Um: Uma Leitura da Poética de Cruz e Souza","RABELLO, Ivone Daré","40,00","20,00"
"Canto da Língua: Alberto Nepomuceno e a Invenção da CançãoBrasileira","PIGNATARI, Dante","64,00","32,00"
"Capela Saudável: Gestão de Políticas Públicas Integradas eParticipativas","WESTPHAL, Marcia Faria","34,00","17,00"
Carbohidratos en Alimentos Regionales Iberoamericanos,"LAJOLO, Franco Maria","64,00","32,00"
Carmen de Georges Bizet,"MCCLARY, Susan","38,00","19,00"
"Carnaval em Branco e Negro: Carnaval Popular Paulistano, 1914-1988","SIMSON, Olga R. deMoraes von","90,00","45,00"
Carta e Literatura: Correspondência entre Tchékhov e Górki,"ANGELIDES, Sophia","44,00","22,00"
Cartas a Suvórin: 1886-1891,"TCHÉKHOV, A. P.","86,00","43,00"
Cartografia Temática: Caderno de Mapas,"MARTINELLI, Marcello","70,00","35,00"
"Casa de Dona YaYá, A",CPC – Comissão de Patri,"ôn5io6 ,C0u0lt","ral 2d8a, U00SP"
"Casa Paulista: História das Moradias Anteriores ao Ecletismo Trazidopelo Café","LEMOS, Carlos A. C.","70,00","35,00"
"Casaca do Arlequim, A: Belo Horizonte, uma Capital Eclética doSéculo XIX","ANGOTTI-SALGUEIRO,Heliana","100,00","50,00"
Cavalaria em Cordel: O Passo das Águas Mortas,"FERREIRA, Jerusa Pires","45,00","22,50"
"Cego é Aquele que só Vê a Bola: O Futebol Paulistano e a Formaçãode Corinthians, Palmeiras e São Paulo","STREAPCO, João PauloFrança","48,00","24,00"
"Celso de Rui Beisiegel: Professor, Administrador e Pesquisador","BARROS, Gilda NaéciaMaciel de","48,00","24,00"
Censura em Cena: Teatro e Censura no Brasil. Arquivo Miroel Silveira,"COSTA, Maria CristinaCastilho","80,00","40,00"
"Centralidade em São Paulo: Trajetórias, Conflitos e Negociações naMetrópole","FRÚGOLI JR., Heitor","52,00","26,00"
"Centro da Cidade do Salvador, O: Estudo de Geografia Urbana","SANTOS, Milton","35,00","17,50"
Cerambycidae Sul-Americanos (Coleoptera) - Vol 5: Taxonomia,"MARTINS, Ubirajara R.","66,00","33,00"
"Cerejal, O","TCHÉKHOV, A. P.","20,00","10,00"
CHAI-NA,"ARANTES, Otília","68,00","34,00"
"Chocalho de Brás Cubas, O: Uma Leitura das Memórias Póstumas","DIXON, Paul","30,00","15,00"
Chordata: Manual para um Curso Prático,"HÖFLING, Elizabeth","44,00","22,00"
"CID-10 Vol. 1: Classificação Estatística Internacional de Doenças eProblemas Relacionados à Saúde","OMS - OrganizaçãoMundial da Saúde","102,00","51,00"
"CID-10 Vol. 2: Classificação Estatística Internacional de Doenças eProblemas Relacionados à Saúde","OMS - OrganizaçãoMundial da Saúde","38,00","19,00"
CID-10 Vol. 3: Classificação Estatística Internacional de Doenças,"OMS - OrganizaçãoMundial da Saúde","82,00","41,00"
"Cidade de São Paulo, A: Povoamento e População - 1750-1850","MARCILIO, Maria Luiza","52,00","26,00"
"Cidade Revisitada, A: Modernização Capitalista e Reprodução daClasse Trabalhadora na Periferia de Salvador","ARAÚJO, James Amorim","56,00","28,00"
"Cidade, A: Os Cantos e Antros: Campinas, 1850-1900","LAPA, José Roberto doAmaral","54,00","27,00"
"Cidades Brasileiras e o Patrimônio Cultural da Humanidade, As","SILVA, FernandoFernandes da","36,00","18,00"
"Cidades Capitais do Século XIX: Racionalidade, Cosmopolitismo e Tran","AfeNrêGnOcTiaT Id-SeA MLGoUdeElIoRsO, He","ian5a2,00","26,00"
"Cidades Universitárias: Patrimônio Urbanístico e Arquitetônico daUSP","CPC – Comissão dePatrimônio Cultural da","103,00","51,50"
CID-O: Classificação Internacional de Doenças para Oncologia,"OMS - OrganizaçãoMundial da Saúde","44,00","22,00"
Ciência e Tecnologia no Parque/Science and Technology in the Park,"MANTOVANI, Marta Silvi","M5a2r,ia00","26,00"
"Ciência, História e Arte: Obras Raras e Especiais do Instituto deBiociências da USP","TRIMER, Nelsita Ferrazde Campos","190,00","95,00"
"CIF - CJ: Classificação Internacional de Funcionalidade, Incapacidade eSaúde para Crianças e Jovens","OMS - OrganizaçãoMundial da Saúde","76,00","38,00"
"CIF: Classificação Internacional de Funcionalidade, Incapacidade eSaúde","OMS - OrganizaçãoMundial da Saúde","76,00","38,00"
"Cinco Séculos de Presença Francesa no Brasil: Invasões, Missões,Irrupções","PERRONE-MOISÉS, Leyla","43,00","21,50"
"Cinqüentenário da Declaração Universal dos Direitos do Homem, O","AMARAL JÚNIOR,Alberto do","60,00","30,00"
"Circuito das Memórias, O: Narrativas Autobiográficas Romanescas deMachado de Assis","SARAIVA, JuracyAssmann","28,00","14,00"
"Civilidade e as Artes de Fingir, A: A Partir do Conceito deDissimulação Honesta de Torquato Accetto","MÍSSIO, Edmir","37,00","18,50"
Clarice: Uma Vida que se Conta,"GOTLIB, Nádia Battella","78,00","39,00"
"Coleção Atualidades Pedagógicas: Do Projeto Político ao ProjetoEditorial (1931-1981)","TOLEDO, Maria Rita deAlmeida","72,00","36,00"
"Coleção Mário de Andrade: Religião e Magia, Música e Dança,Cotidiano","BATISTA, Marta Rossetti","331,00","165,50"
"Colecionador de Angústias, Um","FIGUEIREDO, Fidelino de","60,00","30,00"
Com Villa-Lobos,"OLIVEIRA, Willy Corrêade","39,00","19,50"
Como as Palavras Mudam de Sentido,"MEILLET, Antoine","32,00","16,00"
"Como Escrever a História do Novo Mundo: Histórias, Epistemologiase Identidades no Mundo Atlântico do Século XVIII","CAÑIZARES-ESGUERRA,Jorge","99,00","49,50"
"Como Pensam os  Nativos : Sobre o Capitão Cook, por Exemplo","SAHLINS, Marshall","52,00","26,00"
Como Reconhecer um Bom Policiamento: Problemas e Temas,"BRODEUR, Jean-Paul","70,00","35,00"
Comunicação Popular Escrita,"PELLEGRINI FILHO,Américo","70,00","35,00"
"Conceição, A: O Naufrágio do Marialva","GONZAGA, TomásAntônio","42,00","21,00"
Conceitos Básicos de Epidemiologia Molecular,"FORATTINI, OswaldoPaulo","36,00","18,00"
"Conflito e Interpretação em Fellini: Construção da Perspectiva doPúblico","MARTINS, Luiz Renato","26,00","13,00"
Conhecimento na Desgraça: Ensaio de Epistemologia Pascaliana,"PONDÉ, Luiz Felipe","26,00","13,00"
"Conquistas e Resistências do Poder: A Emergência do DiscursoDemocrático do Brasil (1964-1984)","FORGET, Danielle","36,00","18,00"
Constituições Primeiras do Arcebispado da Bahia,"VIDE, SebastiãoMonteiro da","140,00","70,00"
"Construção Nacional e Cidadania: Estudos de Nossa Ordem Social emMudança","BENDIX, Reinhard","68,00","34,00"
Contornos do (In)visível: Racismo e Estética na Pintura Brasileira (185,"-L1O9T4I0E)RZO, Tatiana","60,00","30,00"
Contos Cariocas,"AZEVEDO, Artur","53,00","26,50"
Contraponto: Uma Arte de Compor,"TRAGTENBERG, Livio","66,00","33,00"
"Controle Ideológico na USP (1964-1978), O","Adusp - Associação dosDocentes da USP","26,00","13,00"
Controvérsias e Dissonâncias,"SEGALL, Maurício","44,00","22,00"
Convergências: Os Instrumentos Literários e as Outras Disciplinas,"CESERANI, Remo","52,00","26,00"
"Conversa Cortada: A Correspondência entre Antonio Candido e ÁngelRama. O Esboço de um Projeto Latino-Americano (1960-1983)","ROCCA, Pablo","48,00","24,00"
Conversa de Patrimônio em Jundiaí,"BEM, Sueli de","79,00","39,50"
"Convidados para a Ceia do Senhor, Os: As Missas e a Vivência Leigado Catolicismo na Cidade do Rio de Janeiro e Arredores (1750-1820)","CHAHON, Sergio","62,00","31,00"
"Cor, Profissão e Mobilidade: O Negro e o Rádio de São Paulo","PEREIRA, João BaptistaBorges","52,00","26,00"
"Corego, O: Texto Anônimo do Século XVII sobre a Arte da Encenação","COSTA, Ligiana","88,00","44,00"
Corpos Escritos: Graciliano Ramos e Silviano Santiago,"MIRANDA, WanderMello","26,00","13,00"
Correspondência Mário de Andrade & Alceu Amoroso Lima,"RODRIGUES, LeandroGarcia","54,00","27,00"
Correspondência Mário de Andrade & Escritores/Artistas Argentinos,"ANDRADE, Mário de","83,00","41,50"
Correspondência Mário de Andrade & Henriqueta Lisboa,"ANDRADE, Mário de","65,00","32,50"
Correspondência Mário de Andrade & Luiz Camillo de Oliveira Netto,"Penna, Maria Luiza","60,00","30,00"
Correspondência Mário de Andrade & Newton Freitas,"ANTELO, Raúl","60,00","30,00"
Correspondência Mário de Andrade & Tarsila do Amaral,"AMARAL, Aracy","52,00","26,00"
"Cosmografia de um Mundo Perigoso: Espaço e Relações de Afinidadeentre os Jarawara da Amazônia","MAIZZA, Fabiana","40,00","20,00"
Cotidiano e Poder na Amazônia Pré-colonial,"GOMES, Denise MariaCavalcante","92,00","46,00"
Cozinha e Indústria em São Paulo: Do Rural ao Urbano,"HOMEM, Maria CecíliaNaclério","80,00","40,00"
"Cozinha Modelo: O Impacto do Gás e da Eletricidade na CasaPaulistana: 1870-1930","SILVA, João Luiz Máximoda","52,00","26,00"
Crescimento Demográfico e Evolução Agrária Paulista: 1700-1836,"MARCILIO, Maria Luiza","38,00","19,00"
"Crescimento Econômico e Distribuição de Renda: Prioridades paraAção","MARCOVITCH, Jacques","52,00","26,00"
Crianças e Adolescentes: Construindo uma Cultura da Tolerância,"BIASOLI-ALVES, ZéliaMaria Mendes","44,00","22,00"
Crime e Cotidiano: A Criminalidade em São Paulo (1880-1924),"FAUSTO, Boris","60,00","30,00"
"Crime e Escravidão: Trabalho, Luta e Resistência nas LavourasPaulistas (1830-1888)","MACHADO, MariaHelena P. T.","44,00","22,00"
Crimes e Crimes,"STRINDBERG, August","30,00","15,00"
"Crise das Identidades, A: A Interpretação de uma Mutação","DUBAR, Claude","41,00","20,50"
Crise Econômica e Interesses Organizados,"ALMEIDA, MariaHermínia Tavarees de","26,00","13,00"
"Crise Financeira da Abolição, A","SCHULZ, John","45,00","22,50"
"Cristãos-novos e seus Descendentes na Medicina Brasileira (1500-1850)","HERSON, Bella","84,00","42,00"
Crítica de Arte na Revista Habitat,"VIEIRA, José Geraldo","63,00","31,50"
Crítica em Tempos de Violência,"GINZBURG, Jaime","72,00","36,00"
"Critica Textualis in Caelum Revocata?: Uma Proposta de Edição eEstudo da Tradição de Gregório de Matos e Guerra","MOREIRA, Marcello","92,00","46,00"
Cronobiologia: Princípios e Aplicacões,"MARQUES, Nelson","84,00","42,00"
"Cubatão: Desenvolvimento, Exclusão Social e Degradação Ambiental","GUTBERLET, Jutta","44,00","22,00"
"Cuidando do Jardim de Adão: A Evolução do Ser ImunológicoCognitivo","COHEN, Irun R.","60,00","30,00"
"Culicidologia Médica Vol. 2: Identificação, Biologia, Epidemiologia","FORATTINI, OswaldoPaulo","108,00","54,00"
"Cultura Brasileira, A","AZEVEDO, Fernando de","100,00","50,00"
Cultura Científica: Desafios,"VOGT, Carlos","32,00","16,00"
"Cultura do Barroco, A: Análise de uma Estrutura Histórica","MARAVALL, JoséAntônio","57,00","28,50"
Cultura e Opulência do Brasil por suas Drogas e Minas,"ANTONIL, André João","96,00","48,00"
Cultura e Sociedade: Brasil e Argentina,"MICELI, Sergio","74,00","37,00"
Cultura Japonesa Pré-Industrial: Aspectos Socioeconômicos,"MYAZAKI, Nobue","22,00","11,00"
"Cultura Solidária em Cooperativas: Projetos Coletivos de Mudança deVida","OLIVEIRA, Paulo deSalles","32,00","16,00"
Culturas Híbridas: Estratégias para Entrar e Sair da Modernidade,"CANCLINI, Néstor García","66,00","33,00"
Curso Básico de Terminologia,"BARROS, Lidia Almeida","52,00","26,00"
"Curso de Álgebra Linear, Um","COELHO, Flávio Ulhoa","45,00","22,50"
"Curso de Direito da Infância e Adolescência: Bases, DireitosFundamentais, Políticas Públicas e Medidas Protetivas","AMARAL, Claudio doPrado","66,00","33,00"
Cursos de Estética I,"HEGEL, G. W. F.","62,00","31,00"
Cursos de Estética II,"HEGEL, G. W. F.","76,00","38,00"
Cursos de Estética III,"HEGEL, G. W. F.","80,00","40,00"
Cursos de Estética IV,"HEGEL, G. W. F.","60,00","30,00"
Da Estepe à Caatinga: O Romance Russo no Brasil (1887-1936),"GOMIDE, Bruno Barretto","120,00","60,00"
Da Figura do Mestre,"DOZOL, Marlene deSouza","43,00","21,50"
Da Malícia de Heródoto,PLUTARCO,"68,00","34,00"
Da Molécula ao Medicamento,"ALBUQUERQUE, CristinaNorthfleet de","38,00","19,00"
Da Totalidade ao Lugar,"SANTOS, Milton","36,00","18,00"
"Dançaremos até o Amanhecer: Uma Etnologia Movimentada naAmazônia","BEAUDET, Jean-Michel","64,00","32,00"
"Darwinismo: Uma Exposição da Teoria da Seleção Natural comAlgumas de suas Aplicações","WALLACE, Alfred Russel","155,00","77,50"
David Libeskind: Ensaio Sobre as Residências Unifamiliares,"BRASIL, Luciana Tombi","62,00","31,00"
De Baudelaire ao Surrealismo,"RAYMOND, Marcel","46,00","23,00"
"De Chumbo e Festim: Uma História da Polícia Paulista no Final doImpério","ROSEMBERG, André","58,00","29,00"
Décio de Almeida Prado: Um Homem de Teatro,"FARIA, João Roberto","56,00","28,00"
"Defunto Estrambótico, Um: Análise e Interpretação das MemóriasPóstumas de Brás Cubas","FACIOLI, Valentim","30,00","15,00"
