HarperCollins Brasil,LISTA DE LIVROS,,,
"",,"Festa Virtual do Livroda USP 2021",,
Título,Autor,"Preçode capa","P  r eço comdesconto",
Uma Canção (Coed. Leiturinha),Guilherme Karsten,"39,90","19,95"
Blackbird Fly - Aprendendo A Voar (Coed.,Eeritinu rEinhtraa)da Kelly,"39,90","19,95"
As Coisas Como Elas São,Laurie Frankel,"34,90","17,45"
O Tigre Branco,Aravind Adiga,"44,90","22,45"
Criaturas De Um Dia (Nova Capa),Irvin D. Yalom,"34,90","17,45"
O Que Eu Vou Ser Quando Crescer,Letícia Braga,"39,90","19,95"
Preta Potência,Adriana Barbosa e Ana Lúcia Silva Souza,"34,90","17,45"
Um Amor De Vigarista,Laura Lee Guhrke,"39,90","19,95"
A Escada Furtiva,Maureen Johnson,"44,90","22,45"
Socando O Ar,Ibi Zoboi e Yusef  Salaam,"49,90","24,95"
Identidade,Nella Larsen,"39,90","19,95"
Cursed - A Lenda Do Lago,Frank Miller & Tom Wheeler,"49,90","24,95"
Em Busca De Harmonia,Ally Brooke,"44,90","22,45"
Minha Mocidade,Winston Churchill,"59,90","29,95"
Memórias Da Segunda Guerra - Vol.2,Winston Churchill,"59,90","29,95"
Procura-Se Meu Melhor Amigo,Pauls Toutonghi,"34,90","17,45"
Garoto Devora Universo,Trent Dalton,"49,90","24,95"
Blonde - Volume 1,Joyce Carol Oates,"54,90","27,45"
Arrowood,Mick Finlay,"44,90","22,45"
Aaahhh!,Guilherme Karsten,"49,90","24,95"
Filha Das Abelhas,Meredith May,"49,90","24,95"
A Última Testemunha,Liv Constantine,"44,90","22,45"
Se Você Me Visse Agora,Cecilia Ahern,"44,90","22,45"
Deus E A Pandemia,N. T. Wright,"19,90","9,95"
Nosferatu,Joe Hill,"69,90","34,95"
