"",,,,,,,,,,
"",Festa Virtual do Livro da USP 2021,,,,,,,,,
"",ISBN,,Descrição,,Autor,,Preço R$,,C/ Desc,
9788595710573,Gramsci em Quadrinhos,Nestor Kohan e Rep,"49,90","24,95",,,,,,
9786586691368,Groucho Marxismo,Bob Black,"29,90","14,95",,,,,,
9786586691146,Guerra do Deserto,Enrique Breccia,"54,90","27,45",,,,,,
9788563137722,Hídrico,Tiago Judas,"44,90","17,96",,,,,,
9788563137579,Hinário Nacional,Marcello Quintanilha,"64,90","32,45",,,,,,
9788595710467,Hip Hop Genealogia 2,Ed Piskor,"129,90","64,95",,,,,,
9788563137654,Holandeses,André Toral,"59,90","23,96",,,,,,
9788563137487,Imageria - O nascimento das histórias em quadrinhos,Rogério de Campos,"149,90","74,95",,,,,,
"",9786586691481,Incidentes da Noite,David B,"79,90","39,95",,,,,
9788595710559,Jeanine,Matthias Picard,"49,90","24,95",,,,,,
9788595710528,Kardec,Rodrigo Rosa; Carlos Ferreira,"39,90","15,96",,,,,,
9786586691382,King,Ho Che Anderson,"109,90","54,95",,,,,,
9788563137630,Lobas,R.C.Rocha,"39,90","15,96",,,,,,
9786586691351,Luba e sua Família,Gilbert Hernandez,"89,90","44,95",,,,,,
9788595710412,Luzes de Niterói,Marcello Quintanilha,"109,90","54,95",,,,,,
9788595710436,Manifesto Comunista em Quadrinhos,"Martin Rowson, Karl Marx, Friedrich Engels","69,90","34,95",,,,,,
9788595710733,Marcuse em quadrinhos,Nick Thorkelson,"49,90","24,95",,,,,,
9786586691009,Matadouro de Unicórnios 2a  edição,Juscelino Neco,"54,90","27,45",,,,,,
9788595710740,Mau Caminho,Simon Hanselmann,"114,90","57,45",,,,,,
9788563137067,Memórias de uma Beatnik,Diane di Prima,"49,90","24,95",,,,,,
9788563137746,O Caminho do Tarot,Alejandro Jodorowsky e Marianne Costa,"119,90","59,95",,,,,,
9788563137272,O Capital,"Karl Marx, Paul Lafargue","39,90","19,95",,,,,,
9788595710504,O Fio do Vento,Camilo Solano,"39,90","19,95",,,,,,
9786586691344,O GRANDE XARAM,"Allan Alex, Mauricio Dias","24,90","12,45",,,,,,
9788595710597,O Homem sem talento,Yoshiharu Tsuge,"64,90","32,45",,,,,,
9788595710177,O Livro da Lei,Aleister Crowley,"54,90","27,45",,,,,,
9788595710276,O Monopólio Da Mídia,Ben H. Bagdikian,"69,90","34,95",,,,,,
9788563137111,O Processo,Kafka / Montellier / Mairowitz,"59,90","29,95",,,,,,
9788595710238,Os Protetores – vol. 1,Machado e Mauriz,"9,90","4,95",,,,,,
9788595710603,Os Protetores – vol. 2,Machado e Mauriz,"9,90","4,95",,,,,,
9786586691078,Os Protetores – vol. 3,Erick Carjes; Francisco Mauriz; Nilton Machado,"9,90","4,95",,,,,,
9788563137456,O Tao do Jeet Kune Do,Bruce Lee,"89,90","44,95",,,,,,
9786586691405,Palestina,Joe Sacco,"109,90","54,95",,,,,,
9788595710627,Pecora,Marcelo Bicalho,"49,90","24,95",,,,,,
9788595710658,Péplum,Blutch,"79,90","39,95",,,,,,
9786586691399,Pinturas de Guerra,Ángel de la Calle,"64,90","32,45",,,,,,
9788563137265,Ponto Quarenta - A polícia para leigos,Roger Franchini,"39,90","15,96",,,,,,
9788595710757,Prof. Fall,Ivan Brun e Tristan Perreton,"84,90","42,45",,,,,,
9788595710344,Putafeminista,Monique Prada,"39,90","19,95",,,,,,
9788563137371,Quem tá chorando?,Claudia Jouvin / Allan Sieber,"39,90","19,95",,,,,,
9786586691016,Reanimator,Juscelino Neco,"54,90","27,45",,,,,,
9788563137005,Revanchismo,Rogério de Campos,"29,90","14,95",,,,,,
9788595710696,Sabrina,Nick Drnaso,"119,90","59,95",,,,,,
9788563137708,Sendero Luminoso,"Luis Rossel, Alfredo Villar, Jesús Cossío","64,90","32,45",,,,,,
9788563137678,Sopa de Lágrimas,Gilberto Hernandez,"89,90","44,95",,,,,,
9788595710580,Spinning,Tillie Walden,"84,90","42,45",,,,,,
9788595710535,Squeak The Mouse,"Mattioli, Massimo","99,90","49,95",,,,,,
9788563137050,Stieg Larsson,Guillaume Lebeau /Frédéric Rébéna,"34,90","17,45",,,,,,
9786586691184,"Suzy King, a Pitonisa da Modernidade",Alberto Camarero / Alberto de Oliveira,"119,90","59,95",,,,,,
9788563137807,Tabloide,L. M. Melite,"74,90","29,96",,,,,,
9788563137333,Talco de Vidro,Marcello Quintanilha,"64,90","32,45",,,,,,
9788595710337,Taz,Hakim Bey,"39,90","19,95",,,,,,
9788563137258,Thomas Piketty e o Segredo dos Ricos,"Silvio Caccia Bava (org), Piketty, Dowbor, Belluzzo e outros.","34,90","17,45",,,,,,
9788595710252,Todos Os Santos,Marcello Quintanilha,"84,90","33,96",,,,,,
9788595710610,Travesti,Edmond Baudoin e Mircea Cărtărescu,"49,90","24,95",,,,,,
9788563137166,Tungstênio,Marcello Quintanilha,"64,90","32,45",,,,,,
9788595710429,Uma História Da Tatuagem,Silvana Jeha,"109,90","54,95",,,,,,
9788595710542,Viagem em volta de Uma Ervilha,"Deborah Salles, Sofia Nestrovski","39,90","19,95",,,,,,
9788563137593,Vida no Inferno,Matt Groening,"69,90","27,96",,,,,,
9788563137470,Viva a Revolução,Robert Crumb,"89,90","44,95",,,,,,
9788595710108,Wasteland Scumfucks: A Terra do Demônio,Yuri Moraes,"49,90","24,95",,,,,,
9788563137609,Ye,Guilherme Petreca,"69,90","34,95",,,,,,
9788563137395,Zumbis Para Colorir,Juscelino Neto,"24,90","9,90",,,,,,
