"LACERDA, CARLOS","R$       5,00"
"LACERDA, CARLOS","R$       5,00"
"NABUCO, JOAQUIM","R$       5,00"
"SILVA, ELZAMIR GONZAGA","R$       5,00"
"SIMAS,PAULA","R$       5,00"
"PELIANO, JOSÉ CARLOS","R$       5,00"
"AVELLAR, HÉLIO DEALCANTARA","R$       5,00"
"AMPARO, DEISE MATOS DO","R$     44,00"
"AMPARO, DEISE MATOS DO |ALMEIDA, SANDRAFRANCESCA CONTE DE |BRASIL, KATIA TAROUQUELLAR. | CONCEIÇÃO, MARIA INÊSGANDOLFO | MARTY,FRANCOIS","R$     74,00"
"CARNEIRO, GRACIELLY EDINIZ, NORIS COSTA","R$     39,00"
"PAZ, JOSI","R$     38,00"
"LIMOEIRO, DANILO","R$     44,00"
ALEXANDRE RODRIGUES,,,,
"BEM-ESTAR NO TRABALHO, ELKA LIMA | GONÇALVES,",,,,
EFICIÊNCIA E... ROSE MARY,,R$,"52,00","R$  26,00"
"FERREIRA, MARIO CESAR |",,,,
"ALMEIDA, CLEVERSON",,,,
"DIAGNÓSTICOS EM PEREIRA DE | ANTLOGA,",,,,
"ERGONOMIA NO CENTRO- CARLA SABRINA | HOSTENSKY,",,,,
"OESTE BRASILEIRO: Bem-estar ELKA LIMA | GONÇALVES,",,,,
"no trabalho, eficiência e eficácia e ROSE MARY",,R$,"49,00","R$  24,50"
DIALÉTICA DO SER E DO REAL,,,,
NA POESIA FRANCESA,"TROCAN, LELIA",R$,"5,00","R$2,50"
DIÁLOGO DOS,,,,
MORTOS/LUCIANO,LUCIANO,R$,"19,00","R$9,50"
"","Cavalcanti, Leonardo | Botega,",,,
DICIONÁRIO CRÍTICO DE,"Tuíla | Araújo, Dina | Tonhati,",,,
MIGRAÇÕES INTERNACIONAIS,Tânia,R$,"120,00","R$  60,00"
DICIONÁRIO DO VOTO,"PORTO, WALTER COSTA",R$,"5,00","R$2,50"
DICIONÁRIO GRAMATICAL DE,,,,
LATIM: NÍVEL BÁSICO,"GARCIA, JANETE MELASSO",R$,"43,00","R$  21,50"
"",J. COLLIN DE PLANCY |,,,
DICIONÁRIO INFERNAL,ANGELA GASPERIN,,,
REPERTÓRIO UNIVERSAL,MARTINAZZO,R$,"160,00","R$  80,00"
DIFERENTES MANEIRAS DE,,,,
SER JORNALISTA,Fábio Henrique Pereira,R$,"40,00","R$  20,00"
DIREITO A LUZ DO,,,,
"RACIONALISMO CRITICO, O","ALBERT, HANS",R$,"43,00","R$  21,50"
"DIREITO ACHADO NA RUA,",,,,
INTRODUÇÃO CRÍTICA AO,"SOUZA JUNIOR, JOSÉ",,,
DIREITO URBANÍSTICO (V-9),GERALDO,R$,"90,00","R$  45,00"
DIREITO VIVO: LEITURAS,,,,
SOBRE,,,,
"CONSTITUCIONALISMO,",,,,
CONSTRUÇÃO SOCIAL E,,,,
EDUCAÇÃO A PARTIR DO,"COSTA , ALEXANDRE",,,
DIREITO AC,BERNARDINO (ORGANIZADOR),R$,"50,00","R$  25,00"
"",ALEXANDRE BERNARDINO,,,
"",COSTA | NAIR HELOISA,,,
"","BICALHO DE SOUSA | CASTRO,",,,
DIREITOS HUMANOS,VANESSA MARIA DE | CLERIA,,,
DIVERSOS OLHARES,BOTELHO DA COSTA,R$,"88,00","R$  44,00"
DISCURSO DO SUPREMO,,,,
TRIBUNAL FEDERAL NA,,,,
"DITADURA MILITAR, O",MATEUS GAMBA TORRES,R$,"50,00","R$  25,00"
DISCURSO E MUDANÇA,,,,
SOCIAL,"FAIRCLOUGH, NORMAN",R$,"80,00","R$  40,00"
DISCUSSÃO DO PODER,,,,
MODERADOR NO SEGUNDO,,,,
"IMPÉRIO, A: A PROPAGANDA",,,,
REPUBLICANA  ( CURSO DE,,,,
INTRODUÇÃO AO,,,,
PENSAMENTO POLITICO,,,,
BRASILEIRO),"PAIM, ANTÔNIO",R$,"5,00","R$2,50"
DO DESENHO TÉCNICO A,,,,
MODELO 3D,EDISON FERREIRA PRATINI,R$,"61,00","R$  30,50"
DOENÇA DE CHAGAS E,,,,
EVOLUÇÃO,"TEIXEIRA, ANTONIO R. L.",R$,"53,00","R$  26,50"
DOENÇA DE CHAGAS E,,,,
OUTRAS  DOENÇAS POR,,,,
TRIPANOSSOMOS,"TEIXEIRA, ANTÔNIO R. L.",R$,"5,00","R$2,50"
DOIS ENSAIOS SOBRE UTOPIA,"ALMINO,JOAO",R$,"22,00","R$  11,00"
"DOMÉSTICA IMAGINÁRIA, A:",,,,
"LITERATURA, TESTEMUNHOS E",,,,
A INVENÇÃO DA EMPREGADA,,,,
DOMÉSTICA NO BRASIL (1889,"RONCADOR, SÔNIA",R$,"48,00","R$  24,00"
"DONAS DA PALAVRA: GENERO,",,,,
JUSTIÇA E A INVENÇAO DA,,,,
VIOLENCIA DOMESTICA EM,,,,
TIMOR-LESTE,"SIMIAO, DANIEL  SCHROETER",R$,"66,00","R$  33,00"
DORES DOS CUIDA-DORES EM,,,,
SAÚDE MENTAL,"COSTA, ILENO IZIDIO DA",R$,"38,00","R$  19,00"
"DRAMATURGIA CONCEITOS,",,,,
EXERCÍCIOS E ANÁLISES,"MOTA, MARCUS",R$,"80,00","R$  40,00"
DRAMATURGIA MUSICAL DE,,,,
"ÉSQUILO, A: INVESTIGAÇÕES",,,,
"SOBRE COMPOSIÇÃO,",,,,
REALIZAÇÃO E RECEPÇÃO DE,,,,
FICCÕES,"MOTA, MARCUS",R$,"66,00","R$  33,00"
DROGAS E SOCIEDADE NOS,,,,
TEMPOS DA AIDS,"BUCHER, RICHARD",R$,"5,00","R$2,50"
DRUMMOND E A BULGÁRIA,"STOYANOV, RUMEN.",R$,"44,00","R$  22,00"
DUAS REFLEXÕES PARA UMA,,,,
ECONOMIA POLITICA: a,,,,
sociedade industrial e seu dilema,,,,
ED. 2,"COURI, SERGIO",R$,"32,00","R$  16,00"
DUBOS NA UNB:,,,,
CONFERÊNCIAS E DEBATES,,,,
DE UM SIMPÓSIO REALIZADO,,,,
DE 14 A 16 DE SETEMBRO DE,,,,
1981,"DUBOS, RENÉ JULES",R$,"5,00","R$2,50"
ECONOMISTAS E AS,,,,
RELAÇÕES ENTRE O SISTEMA,,,,
ECONÔMICO E O MEIO,,,,
"AMBIENTE, OS","MUELLER, CHARLES C.",R$,"80,00","R$  40,00"
EDUCAÇÃO ANARQUISTA EM,"RODRIGUES, GABRIELA DE",,,
CULTURA VISUAL,ANDRADE,R$,"22,00","R$  11,00"
EDUCAÇÃO PELA ARTE: O,,,,
CASO BRASÍLIA/O CASO,,,,
"GARAGEM, A","DUARTE, MARIA DE SOUZA",R$,"50,00","R$  25,00"
EDUCAÇÃO SUPERIOR E OS,,,,
DESAFIOS NO NOVO SÉCULO:,,,,
CONTEXTOS E DIÁLOGOS,"Martins, Carlos Benedito | VIEIRA,",,,
BRASIL- PORTUGAL,MARIA MANUEL,R$,"95,00","R$  47,50"
"EFEITOS HALL QUÂNTICOS,",,,,
OS: ELÉTRONS,,,,
"BIDIMENSIONAIS EM CAMPO LEDERER, PASCAL | GOERBIG,",,,,
MAGNÉTICO FORTE MARK OLIVER,,R$,"61,00","R$  30,50"
"ELBA, 20 ANOS - ENSAIO",,,,
"FOTOGRÁFICO FALCÃO, WALDEMAR",,R$,"5,00","R$2,50"
"ELEMENTOS DA HIDRÁULICA COUTO, LUIZ MARIO MARQUES",,R$,"100,00","R$  50,00"
EM PESSOA: ESTUDOS SOBRE,,,,
A POESIA E A PROSA DE SANDRA FERREIRA | EDVALDO,,,,
FERNANDO PESSOA A BERGAMO,,R$,"73,50","R$  36,75"
VALDIR DO NASCIMENTO,,,,
FLORES | IRENE FENOGLIO |,,,,
ÉMILE BENVENISTE: A GENESE VERONICA GALINDEZ |,,,,
DE UM PENSAMENTO HELOISA M. ROSÁRIO,,R$,"65,00","R$  32,50"
"EMOÇÃO E A REGRA, A (7a",,,,
"EDIÇÃO) DE MASI, DOMENICO",,R$,"5,00","R$2,50"
ENCENAÇÃO DO REAL - A,,,,
SUBLIMAÇÃO EM A PAIXÃO,,,,
"SEGUNDO G.H. E AGUA VIVA,",,,,
"DE CLARICE LISPECTOR GUIMARÃES, ANA MARIA AGRA",,R$,"50,00","R$  25,00"
ENCENAÇÃO PERCURSO PELA,,,,
"CRIAÇÃO, PLANEJAMENTO E",,,,
PRODUÇÃO TEATRAL SONIA PAIVA,,R$,"52,00","R$  26,00"
"ENSAIOS ACERCA DOS CATUNDA MARTINS,",,,,
SINTOMAS SIMBÓLICOS FRANCISCO,,R$,"42,00","R$  21,00"
ENSAIOS DE SEMIÓTICA DA,,,,
"CULTURA KOTHE, FLÁVIO RENE",,R$,"39,00","R$  19,50"
ENSAIOS SOBRE A EVOLUÇÃO,,,,
DO CAPITALISMO E DO,,,,
"MARXISMO COURI, SERGIO",,R$,"5,00","R$2,50"
ENSINO JURIDICO,,,,
(ENCONTROS DA UNB) UNB,,R$,"5,00","R$2,50"
ENSINO MEDIO EM DEBATE -,,,,
"CURRICULO, AVALIAÇAO E GAUCHE, RICARDO | WELLER,",,,,
FORMAÇAO INTEGRAL WIVIAN,,R$,"55,00","R$  27,50"
ENSINO MÉDIO PÚBLICO NO,,,,
DISTRITO FEDERAL TRABALHO,,,,
PEDAGÓGICO E,,,,
"APRENDIZAGENS EM SALA DE WELLER, WIVIAN | BENTO,",,,,
AULA ANDRÉ LÚCIO,,R$,"75,00","R$  37,50"
ENTRE AMÉRICA E EUROPA: A,,,,
POLÍTICA EXTERNA,,,,
BRASILEIRA NA DÉCADA DE,,,,
"1920 GARCIA, EUGÊNIO VARGAS",,R$,"98,00","R$  49,00"
ENTRE ARVORES E,,,,
ESQUECIMENTOS - A,,,,
MODERNIDADE E OS POVOS,,,,
INDIGENAS NO BRASIL -,,,,
HISTORIA SOCIAL DOS,"LEONARDI, VICTOR PAES DE",,,
SERTOES  ED. 2,BARRO,R$,"88,00","R$  44,00"
ENTRE DUAS REPÚBLICAS: ÀS,,,,
ORIGENS DA DEMOCRACIA,,,,
ITALIANA,"BOBBIO, NORBERTO",R$,"5,00","R$2,50"
ENTRE FLUXOS,"SOUZA LOBO DE, ANDRÉA",R$,"54,00","R$  27,00"
ENTRE FRONTEIRAS E,,,,
CERCADO DE ARMADILHAS:,,,,
PROBLEMAS DA,,,,
REPRESENTAÇÃO NA,,,,
NARRATIVA BRASILEIRA,,,,
CONTEMP,"DALCASTAGNÈ, REGINA",R$,"5,00","R$2,50"
ENTRE MUSICA E PINTURA,MARCUS MOTA,R$,"45,00","R$  22,50"
ENTRE O REINO DE DEUS E,,,,
DOS HOMENS: A,,,,
SECULARIZAÇÃO DO,,,,
CASAMENTO NO BRASIL DO,"LORDELLO, JOSETTE",,,
SÉCULO XIX,MAGALHÃES,R$,"5,00","R$2,50"
ENTRE RUAS BECOS E,,,,
ESQUINAS A CONSTRUÇAO DA,,,,
ORDEM NA LAPA CARIOCA,"CARUSO, HAYDEE",R$,"61,00","R$  30,50"
EQUAÇÕES DIFERENCIAIS,,,,
ORDINÁRIAS E SÉRIES DE,"PATRÃO, MAURO | LUCAS",,,
POTÊNCIAS,SECO,R$,"50,00","R$  25,00"
ESBOÇO HISTÓRICO SOBRE A,,,,
BOTÂNICA E A ZOOLOGIA NO,,,,
BRASIL:DE GABRIEL SOARES,,,,
"DE SOUZA, 1587 A 7 DE SET","NEIVA, ARTHUR",R$,"5,00","R$2,50"
"ESCOLA, SAÚDE E TRABALHO:","PAZ, MARIA DAS GRAÇAS T.",,,
ESTUDOS PSICOLÓGICOS,(ORG.,R$,"5,00","R$2,50"
ESCRAVAS DO RISCO -,,,,
"BIOÉTICA, MULHERES E AIDS","GUILHEM, DIRCE",R$,"5,00","R$2,50"
ESCRAVIDÃO AFRICANA NA,,,,
"AMÉRICA LATINA E CARIBE, A",HERBERT S. KLEIN,R$,"55,00","R$  27,50"
"ESCRITA E O OUTRO, A: OS",,,,
MODOS DE PARTICIPAÇÃO NA,"GARCEZ, LUCÍLIA HELENA DO",,,
CONSTRUÇÃO DO TEXTO,CARM,R$,"30,00","R$  15,00"
"","COELHO, MARIA FRANCISCA",,,
"ESFERA DA POLÍTICA, A",PINHEIRO,R$,"65,00","R$  32,50"
ESGOTAMENTO DE RECURSOS,,,,
INTERNOS NO DIREITO,"CANÇADO TRINDADE,",,,
INTERNACIONAL,ANTÔNIO AUGU,R$,"5,00","R$2,50"
"ESPAÇO DA DOR, O: O REGIME",,,,
DE 64 NO ROMANCE,,,,
BRASILEIRO,"DALCASTAGNÈ, REGINA",R$,"22,00","R$  11,00"
"ESPAÇO DO DESEJO, O: UMA",,,,
LEITURA DE A ILUSTRE CASA,,,,
DE RAMIRES DE EÇA DE,,,,
QUEIRÓS,"PADILHA, LAURA CAVALCANTE",R$,"5,00","R$2,50"
ESPECTADORES DO SAGRADO,,,,
"- LITERATURA APOCALIPTICA,",,,,
APOCRIFOS DO NOVO,,,,
TESTAMENTO E EXPERIENCIA,"CHAVES, JULIO CESAR DIAS;",,,
VISIONARIA,"DOBRORUKA, VICENTE",R$,"55,00","R$  27,50"
ESQUINA DA,,,,
SUSTENTABILIDADE - UM,,,,
LABORATÓRIO DA,,,,
BIOCIVILIZAÇÃO,"CASTRO, VANESSA MARIA DE",R$,"50,00","R$  25,00"
ESTADO NACIONAL E POLÍTICA,,,,
INTERNACIONAL NA AMÉRICA,,,,
LATINA: O CONTINENTE NAS,"BANDEIRA, LUIZ ALBERTO",,,
RELAÇÕES ARGENTINA-BRAS,MONIZ,R$,"5,00","R$2,50"
ESTRATÉGIAS DE CULTURAS,,,,
DA COMUNICAÇÃO,"MOTTA, LUIZ GONZAGA (ORG.)",R$,"5,00","R$2,50"
ESTUDOS DE COSTUMES NO,,,,
SÉCULO XIX,"DAVIN, FÉLIX",R$,"14,00","R$7,00"
ESTUDOS DE ICONOGRAFIA,,,,
MEDIEVAL: O CADERNO DE,,,,
"VILLARD DE HONNECOURT,","VILLARD DE HONNECOURT,",,,
ARQUITETO DO SÉCULO XIII,SÉC. XI,R$,"5,00","R$2,50"
EX LIBRIS: PEQUENO OBJETO,"BERTINAZZO, STELLA MARIS",,,
DO DESEJO,DE FIGUEIREDO,R$,"153,00","R$  76,50"
EXPANSÃO DOS CURSOS,JOSE VIEIRA DE SOUSA |,,,
SUPERIORES DE TECNOLOGIA,GIRLENE RIBEIRO DE JESUS |,,,
NO BRASIL,CLAUDIA MAFFINI GRIBOSKI,R$,"40,00","R$  20,00"
EXPANSÃO E TRAJETÓRIAS DA,,,,
PECUÁRIA NA AMAZÔNIA:,,,,
"ACRE, BRASIL","TONI, FABIANO",R$,"27,00","R$  13,50"
EXPANSÃO E TRAJETÓRIAS DA,,,,
PECUÁRIA NA AMAZÔNIA:,,,,
"MARANHÃO, BRASIL","PORTO, ROBERTO",R$,"5,00","R$2,50"
EXPANSÃO E TRAJETÓRIAS DA,,,,
PECUÁRIA NA AMAZÔNIA:,,,,
"PARÁ, BRASIL","VEIGA, JONAS BASTOS DA",R$,"5,00","R$2,50"
"EXPERIÊNCIA ESPANHOLA, A","CHACON, VAMIREH",R$,"5,00","R$2,50"
EXPLICAÇÕES DA POESIA DE,,,,
HOLDERLIN,"HEIDEGGER, MARTIN",R$,"55,00","R$  27,50"
EXPRESSO BRASÍLIA: a história,,,,
contada pelos candangos,"BEÚ, EDSON",R$,"61,00","R$  30,50"
FÁBRICA: CONVENTO E,,,,
DISCIPLINA (REVISTA),"GIROLETTI, DOMINGOS",R$,"5,00","R$2,50"
FALANDO DOS ÍNDIOS -,,,,
COLEÇÃO DARCY VOL. 5,DARCY RIBEIRO,R$,"17,00","R$8,50"
"","BORTONI RICARDO, STELLA",,,
"FALAR CANDANGO, O",MARIS,R$,"65,00","R$  32,50"
"FALO, LOGO SOU: O",,,,
FENÔMENO HUMANO DA,,,,
COMUNICAÇÃO,"POYARES, WALTER RAMOS",R$,"5,00","R$2,50"
FE 50 ANOS - 1966-2016,,,,
MEMÓRIA E REGISTROS DA,,,,
HISTÓRIA DA FACULDADE DE,,,,
EDUCAÇÃO DA UNIVERSIDADE,"WELLER, WIVIAN | Borges,Lívia",,,
DE BRASÍLIA,"Freitas Fonseca | Villar, José Luiz",R$,"80,00","R$  40,00"
"FÉ DO SAPATEIRO, A","DURAND, GILBERT",R$,"31,00","R$  15,50"
FENOMENOLOGIA COMO,,,,
GRAMÁTICA,"GALVEZ, JESÚS PADILLA",R$,"50,00","R$  25,00"
FESTAS DOS QUILOMBOS,"MOURA, GLÓRIA",R$,"70,00","R$  35,00"
FIÉIS DESCENDENTES: redes-,,,,
irmandades na pós-abolição entre,,,,
as comunidades negras rurais sul-,,,,
mato-gro,BARBOSA PLINIO A.,R$,"61,00","R$  30,50"
"FILHOS DOS CANDANGOS, OS:",,,,
BRASILIA SOB O OLHAR DA,,,,
PERIFERIA,"BEÚ, EDSON",R$,"29,00","R$  14,50"
FILOSOFIA GREGA,"SOUSA, EUDORO DE",R$,"49,00","R$  24,50"
FINA(S) ESTAMPA(S): aS,,,,
ESTAMPAS EUCALOL E A,,,,
MEMÓRIA PUBLICITÁRIA,,,,
BRASILEIRA,"RIZZO, WAGNER ANTONIO",R$,"72,00","R$  36,00"
FÍSICA - A EVOLUÇÃO DOS,,,,
VESTIBULARES DA UNB 90/96,"PORTO, CLEOVAM",R$,"5,00","R$2,50"
"",LEONARDO LUIZ E CASTRO |,,,
FÍSICA PARA CIÊNCIAS,OLAVO LEOPOLDINO DA SILVA,,,
AGRÁRIAS E AMBIENTAIS,FILHO,R$,"50,00","R$  25,00"
FLAGELO E AMOR (COLEÇÃO:,,,,
POETAS DO MUNDO),JACOPONE DA TODI,R$,"16,00","R$8,00"
"FORMA DA FESTA, A -",,,,
TROPICALISMO: A EXPLOSÃO,,,,
E SEUS ESTILHAÇOS,"CYNTRÃO, SYLVIA HELENA",R$,"5,00","R$2,50"
FORMAÇÃO DA REALIDADE,,,,
"ECONÔMICA, A: PARA ALÉM",,,,
DO PENSAMENTO LINEAR,"SANTOS, RITA DE CÁSSIA L. F.",R$,"5,00","R$2,50"
FORMAÇÃO DE PROFESSORES,,,,
"NA PERSPECTIVA CRÍTICA: SILVA, KÁTIA AUGUSTA E",,,,
"RESISTÊNCIA E UTOPIA LIMONTA, SANDRA VALÉRIA",,R$,"55,00","R$  27,50"
"COSSUTTA, FRÉDERIC |",,,,
"FÓRMULAS FILOSÓFICAS, AS CICUREL, FRANCINE",,R$,"80,00","R$  40,00"
FORUM SOCIAL MUNDIAL: A,,,,
TRANSNACIONALIZAÇÃO  DA,,,,
"SOCIEDADE CIVIL BRASILEIRA BULOW, MARISA VON",,R$,"50,00","R$  25,00"
"FRAGMENTOS DE UMA OBRA AUGUSTA, NÍSIA FLORESTA",,,,
INÉDITA: NOTAS BIOGRÁFICAS BRASILEIRA,,R$,"5,00","R$2,50"
FRAGMENTOS DO ESPÓLIO:,,,,
JULHO DE 1882 A INVERNO DE,,,,
"1883/1884 (REIMPRESSÃO) NIETZSCHE, FRIEDRICH",,R$,"61,00","R$  30,50"
FRAGMENTOS DO ESPÓLIO:,,,,
PRIMAVERA DE 1884 A,,,,
"OUTONO DE 1885 NIETZSCHE, FRIEDRICH",,R$,"83,00","R$  41,50"
"FRONTEIRAS AUBERTIN, CATHERINE",,R$,"5,00","R$2,50"
FRONTEIRAS CONTAMINADAS:,,,,
LITERATURA COMO,,,,
JORNALISMO E JORNALISMO,,,,
COMO LITERATURA NO BRASIL,,,,
DOS ANOS COSSON RILDO,,R$,"33,00","R$  16,50"
"FRONTEIRAS DA PALAVRA,",,,,
FRONTEIRAS DA HISTÓRIA:,,,,
CONTRIBUIÇÃO À CRÍTICA DA,,,,
CULTURA DO ENSAÍSMO,,,,
"LATINO- ROLAND, ANA MARIA",,R$,"5,00","R$2,50"
"FRONTEIRAS LINGUÍSTICAS GOROVITZ, SABINE | DIONEY",,,,
EM CONTEXTOS MIGRATÓRIOS MOREIRA GOMES,,R$,"65,00","R$  32,50"
FUNDAMENTOS DA,,,,
"PROGRAMAÇÃO LÓGICA E AYALA-RICÓN, MAURICIO  |",,,,
"FUNCIONAL: o princípio de MOURA, FLÁVIO LEONARDO",,,,
resolução e a teoria de reescrita CAVALCANTI DE,,R$,"59,00","R$  29,50"
FUNDAMENTOS DA,,,,
RESPIROMETRIA NO,,,,
"CONTROLE DA POLUIÇÃO DA BERNARDES, RICARDO",,,,
ÁGUA E DO SOLO SILVEIRA,,R$,"5,00","R$2,50"
FUNDAMENTOS EM,,,,
REPRODUÇÃO HUMANA:,,,,
"ROTEIRO PRÁTICO PARA O MOTTA, LUCILIA DOMINGUES",,,,
AMBULATÓRIO CASUL,,R$,"5,00","R$2,50"
"FUTURO ANCESTRAL, O MOURÃO, LAÍS",,R$,"5,00","R$2,50"
GALBRAITH NA UNB NAO CADASTRADO,,R$,"5,00","R$2,50"
"GARGANTA DAS COISAS, A:",,,,
"MOVIMENTOS DE AVALOVARA,",,,,
"DE OSMAN LINS DALCASTAGNÈ, REGINA",,R$,"5,00","R$2,50"
GELLNER NA UNB:,,,,
"CONFERÊNCIAS,",,,,
COMENTÁRIOS E DEBATES DE,,,,
UM SIMPÓSIO INTERNACIONAL,,,,
"REALIZADO DE 17 A 2 GELLNER, ERNEST",,R$,"5,00","R$2,50"
DANIELLE CHABAUD-RYCHTER,,,,
GÊNERO NAS CIÊNCIAS | VIRGINIE DESCOUTURES |,,,,
"SOCIAIS, O - Releituras críticas ANNE-MARIE DEVREUX | ELENI",,,,
de Max Weber a Bruno Latour VARIKAS,,R$,"90,00","R$  45,00"
GEOGRAFIA DAS CRIANÇAS MARIA LÍDIA BUENO,,,,
DOS JOVENS E DAS FAMÍLIAS FERNANDES | JADER JANER,,,,
TEMAS FRONTEIRAS E MOREIRA LOPES | GABRIELA,,,,
CONEXÕES GUARNIERI DE C TEBET,,R$,"69,00","R$  34,50"
GESTÃO DA MEMóRIA -,,,,
DIáLOGOS SOBRE POLíTICAS,,,,
"DE INFORMAÇÃO,",,,,
"DOCUMENTAÇÃO E RONCAGLIO, CYNTHIA;",,,,
"COMUNICAÇÃO PARA A UnB SIMEÃO, ELMIRA",,R$,"77,00","R$  38,50"
GESTÃO ESTRATÉGICA DE,,,,
"UNIVERSIDADE - A MARCELINO, GILENO",,,,
CONSTRUÇÃO DA FACE/UNB FERNANDES,,R$,"5,00","R$2,50"
"SILVA, CÉSAR AUGUSTO",,,,
"GESTÃO UNIVERSITÁRIA VOL. TIBÚRCIO | AGUIAR-MIRANDA,",,,,
1 - ESTUDOS SOBRE A UNB NAIR,,R$,"39,00","R$  19,50"
"SILVA, CÉSAR AUGUSTO",,,,
"GESTÃO UNIVERSITÁRIA VOL. TIBÚRCIO | AGUIAR-MIRANDA,",,,,
2 - ESTUDOS SOBRE A UNB NAIR,,R$,"39,00","R$  19,50"
GILBERTO FREYRE NA UnB:,,,,
conferências e comentários de um,,,,
"simpósio internacional FREYRE, GILBERTO",,R$,"5,00","R$2,50"
"GLOBALIZAÇÃO, SOCIEDADE",,,,
DO CONHECIMENTO E,,,,
"EDUCAÇÃO SUPERIOR MELLO, ALEX FIÚZA DE",,R$,"66,00","R$  33,00"
GOLPE E EXÍLIO - COLEÇÃO,,,,
DARCY VOL. 9 DARCY RIBEIRO,,R$,"17,00","R$8,50"
GRACILIANO RAMOS E O,,,,
MUNDO INTERIOR: O DESVÃO,,,,
"IMENSO DO ESPÍRITO ALMEIDA FILHO, LEONARDO",,R$,"31,00","R$  15,50"
"GRACILIANO RAMOS: CIDADÃO ABEL, CARLOS ALBERTO DOS",,,,
E ARTISTA SANTOS,,R$,"5,00","R$2,50"
GRAMÁTICA ALEMÃ 5 ED  2o,,,,
"REIMPRESSÃO WELKER, HERBERT ANDREAS",,R$,"100,00","R$  50,00"
GRANDE CARAJÁS:,,,,
PLANEJAMENTO DA,,,,
DESTRUIÇÃO,"VALVERDE, ORLANDO",R$,"5,00","R$2,50"
"GRANDE TRAVESSIA, A","BLAGA, LUCIAN",R$,"5,00","R$2,50"
GREVE E SOCIALISMO:,,,,
MOVIMENTO OPERÁRIO EM,,,,
CUIABÁ E VÁRZEA GRANDE,,,,
1990,"GALETTI, LUIZ CARLOS",R$,"62,00","R$  31,00"
"HARMONIA FUNCIONAL,",,,,
PROGRESSÃO DE ACORDES:,BOJIN ILIEV NEDIALKOV |,,,
TEORIA E PRÁTICA,FLAVIO SANTOS PEREIRA,R$,"50,00","R$  25,00"
HAYEK NA,,,,
"UNB:CONFERÊNCIAS,",,,,
COMENTÁRIOS E DEBATES DE,,,,
UM SIMPÓSIO INTERNACIONAL,"HAYEK, FRIEDRICH AUGUST",,,
REALIZADO DE 11 A 12 D,VON,R$,"5,00","R$2,50"
HINOS HOMÉRICOS,"GRAMACHO, JAIR",R$,"5,00","R$2,50"
"HIPNOSE, DORES CRÔNICAS &",,,,
COMPLEXIDADE: TÉCNICAS,,,,
AVANÇADAS,MAURICIO S. NEUBERN,R$,"75,00","R$  37,50"
"",SILENE P LOZZI | CARLA,,,
"",MEDEIROS Y ARAUJO |,,,
HISTOLOGIA PRÁTICA,BERNARDO ROMÃO DE LIMA,R$,"50,00","R$  25,00"
HISTÓRIA CONSTITUCIONAL,,,,
INGLESA E NORTE-,,,,
AMERICANA: DO SURGIMENTO,,,,
À ESTABILIZAÇÃO DA FORMA,"PAIXÃO, CRISTIANO. |",,,
CONSTITUIÇ,"BIGLIAZZI, RENATO",R$,"36,00","R$  18,00"
HISTORIA DA BOLIVIA,"KLEIN, HERBERT S.",R$,"77,00","R$  38,50"
HISTORIA DA POLÍTICA,,,,
EXTERIOR DO BRASIL- 5,,,,
EDIÇÃO (1 REIMPRESSÃO,"CERVO, AMADO LUIZ | BUENO,",,,
2017),CLODOALDO,R$,"110,00","R$  55,00"
HISTÓRIA DA TERRA E DO,,,,
HOMEM NO PLANALTO,,,,
CENTRAL: ECO-HISTÓRIA DO,,,,
DISTRITO FEDERAL,"BERTRAN, PAULO",R$,"72,00","R$  36,00"
HISTÓRIA DO CINEMA,,,,
JAPONÊS,"NOVIELLI, MARIA ROBERTA",R$,"70,00","R$  35,00"
HISTÓRIA É UMA LITERATURA,VERONICA GALINDEZ | ivan,,,
"CONTEMPORÂNEA,A",jablonka,R$,"120,00","R$  60,00"
"HISTORIADORES E OS RIOS,",,,,
OS - NATUREZA E RUINA NA,"LEONARDI, VICTOR PAES DE",,,
AMAZONIA BRASILEIRA  ED. 2,BARRO,R$,"66,00","R$  33,00"
HOMENS QUE NOS,,,,
ENSINARAM A CONCEPÇÃO DO,,,,
MUNDO,"SALMERON, ROBERTO A.  R$",,"31,00","R$  15,50"
IDEOLOGIA DO PERSONAGEM,,,,
"BRASILEIRO, A","FERNANDES, RONALDO COSTA  R$",,"25,00","R$  12,50"
IMAGEM INTERATIVA (COM CD),"VENTURELLI, SUZETE  R$",,"47,00","R$  23,50"
IMAGINAÇÃO E MORTE:,,,,
ESTUDOS SOBRE A,,,,
REPRESENTAÇÃO DA,,,,
FINITUDE,"MOTA, MARCUS  R$",,"54,00","R$  27,00"
"IMAGINÁRIO DA RENASCENÇA,",,,,
O,"DUBOIS, CLAUDE-GILBERT  R$",,"28,00","R$  14,00"
"","HESBURGH, THEODORE",,,
"IMPERATIVO HUMANITÁRIO, O",MARTIN  R$,,"5,00","R$2,50"
IMPORTÂNCIA DO REFINO,,,,
PARA A PETROBRÁS E PARA O,,,,
BRASIL,"LIMA, PAULO CÉSAR RIBEIRO  R$",,"25,00","R$  12,50"
IMPROVE YOUR,,,,
PRONUNCIATION: BBC,"CHAUVET, GILBERTO",,,
VARIETY - 2a EDIÇÃO,ANTUNES  R$,,"28,00","R$  14,00"
IMPROVE YOUR,,,,
