ISBN,PRODUTO,AUTOR,PREÇO,PREÇO USP
"",O LIVRO DA MACONHA - O GUIA COMPLETO,,,
9786500007671,,,"96,00","48,00"
"",SOBRE A CANNA,,,
"",,"DEANGELO,",,
9786500253566,O MANIFESTO DA CANNABIS,,"73,00","36,50"
"",,STEVE,,
