Título,Autor,Preço de capa,Preço com desconto
LONGE DE RAMIRO,"Mattoso, Chico","R$39,00","R$19,50"
"LUA DA VERDADE, A","Pessotti, Isaias","R$64,00","R$32,00"
LUTA POR RECONHECIMENTO,"Honneth, Axel","R$62,00","R$31,00"
"LUVA OU KR-2, A (CONTOS DE KOLIMÁ 6)","Chalámov, Varlam","R$68,00","R$34,00"
MACHADO DE A A X,"Lopes, Lucia Leite Ribeiro Prado","R$69,00","R$34,50"
"MALAGUETA, PERUS E BACANACO","Antonio, João","R$47,00","R$23,50"
MANDALIQUES,"Belinky, Tatiana","R$37,00","R$18,50"
"MAQUINA DO BEM E DO MAL, A","Walsh, Rodolfo","R$57,00","R$28,50"
"MARCADOR DE PAGINA, O","Krzyzanowski, Sigismund","R$49,00","R$24,50"
MARGEM DE UMA ONDA,"Machado, Duda","R$39,00","R$19,50"
"MARGEM ESQUERDA, A (CONTOS DE KOLIMÁ 2)","Chalámov, Varlam","R$65,00","R$32,50"
"MARGENS DA FICCAO, AS","Rancière, Jacques","R$51,00","R$25,50"
MARIO REIS: O FINO DO SAMBA,"Giron, Luís Antônio","R$69,00","R$34,50"
MARQUES DE SAO VICENTE,"Kugelmas, Eduardo (org.)","R$105,00","R$52,50"
MARXISMO E FILOSOFIA DA LINGUAGEM,"Volóchinov, Valentin","R$69,00","R$34,50"
MEDEIA,Sófocles,"R$52,00","R$26,00"
"MEIO INTELECTUAL, MEIO DE ESQUERDA","Prata, Antônio","R$45,00","R$22,50"
"MELANCOLIA DIANTE DO ESPELHO, A","Starobinski, Jean","R$46,00","R$23,00"
MEMORIAS DA SAUNA FINLANDESA,"Mirisola, Marcelo","R$45,00","R$22,50"
MEMORIAS DE UM CACADOR,"Turguêniev, Ivan","R$82,00","R$41,00"
MEMORIAS DO SUBSOLO,"Dostoiévski, Fiódor","R$47,00","R$23,50"
MENINAS,"Ulítskaia, Liudimila","R$49,00","R$24,50"
"MESTRE E MARGARIDA, O","Bulgákov, Mikhail","R$79,00","R$39,50"
"MESTRE NA PERIFERIA DO CAPITALISMO, UM","Schwarz, Roberto","R$57,00","R$28,50"
METAMORFOSES,Ovídio,"R$122,00","R$61,00"
MEU AMOR,"Bracher, Beatriz","R$42,00","R$21,00"
MEU COMPANHEIRO DE ESTRADA E OUTROS CONTOS,"Górki, Maksim","R$74,00","R$37,00"
"MEU TIO ROSENO, A CAVALO","Bueno, Wilson","R$39,00","R$19,50"
MICHAEL JORDAN,"Halberstam, David","R$87,00","R$43,50"
MIGRANDO,"Mateos, Mariana Chiesa","R$52,00","R$26,00"
MIL PLATOS - VOL. 1,"Deleuze, Gilles e Guattari, Félix","R$46,00","R$23,00"
MIL PLATOS - VOL. 2,"Deleuze, Gilles e Guattari, Félix","R$46,00","R$23,00"
MIL PLATOS - VOL. 3,"Deleuze, Gilles e Guattari, Félix","R$47,00","R$23,50"
MIL PLATOS - VOL. 4,"Deleuze, Gilles e Guattari, Félix","R$52,00","R$26,00"
MIL PLATOS - VOL. 5,"Deleuze, Gilles e Guattari, Félix","R$61,00","R$30,50"
MINHA INFANCIA NA PRUSSIA,"Dönhoff, Marion","R$65,00","R$32,50"
MINHA VIDA,"Tchekhov, A. P.","R$49,00","R$24,50"
MISTERIO-BUFO,"Maiakóvski, Vladímir","R$52,00","R$26,00"
"MOBY DICK, OU A BALEIA","Melville, Herman","R$105,00","R$52,50"
MODERNIDADES NEGRAS,"Guimarães, Antonio Sérgio Alfredo","R$59,00","R$29,50"
"MORTE DE IVAN ILITCH, A","Tolstói, Lev","R$42,00","R$21,00"
"MOTOR DA LUZ, O","Almino, José","R$39,00","R$19,50"
"MULHER, CASA E CIDADE","Risério, Antonio","R$84,00","R$42,00"
"MUNDO SEGUNDO LAURA NI, O","Reis, Maria Cecília Gomes dos","R$49,00","R$24,50"
"MUNDO SITIADO, O","Moura, Murilo Marcondes de","R$68,00","R$34,00"
MUSICA COM Z,"Mello, Zuza Homem de","R$95,00","R$47,50"
MUSICA E CULTURA POPULAR,"Tinhorão, José Ramos","R$49,00","R$24,50"
MUSICA MAS VEIAS,"Mello, Zuza Homem de","R$69,00","R$34,50"
"MUSICA POPULAR NO ROMANCE BRASILEIRO, A-V.1","Tinhorão, José Ramos","R$62,00","R$31,00"
"MUSICA POPULAR NO ROMANCE BRASILEIRO, A-V.2","Tinhorão, José Ramos","R$72,00","R$36,00"
"MUSICA POPULAR NO ROMANCE BRASILEIRO, A-V.3","Tinhorão, José Ramos","R$79,00","R$39,50"
"MUSICA POPULAR QUE SURGE NA ERA DA REVOLUCAO, A","Tinhorão, José Ramos","R$48,00","R$24,00"
MUSICA POPULAR: DO GRAMOFONE AO RADIO E TV,"Tinhorão, José Ramos","R$58,00","R$29,00"
MUSICA POPULAR: UM TEMA EM DEBATE,"Tinhorão, José Ramos","R$51,00","R$25,50"
NA MARCA DO PENALTI,"Lovato Filho, Cláudio","R$39,00","R$19,50"
NA PELE DE UM LEAO,"Ondaatje, Michael","R$59,00","R$29,50"
NADA MAIS FOI DITO NEM PERGUNTADO,"Carvalho Filho, Luís Francisco","R$39,00","R$19,50"
NADA SE VE,"Arasse, Daniel","R$68,00","R$34,00"
"NASCIMENTO DE CELESTINE, O","Vincent, Gabrielle","R$65,00","R$32,50"
NAUFRAGIOS,"Leirner, Giselda","R$43,00","R$21,50"
NIETOTCHKA NIEZVANOVA,"Dostoiévski, Fiódor","R$54,00","R$27,00"
NO CAMPO DA HONRA E OUTROS CONTOS,"Bábel, Isaac","R$61,00","R$30,50"
"NOITE DOS CRISTAIS, A","Fulano de Tal, Luís","R$43,00","R$21,50"
"NOITE EM CINCO ATOS, UMA","Martins, Alberto","R$39,00","R$19,50"
NOITES BRANCAS,"Dostoiévski, Fiódor","R$42,00","R$21,00"
NÓS (NARRATIVAS DA REVOLUÇÃO),"Zamiátin, Ievguêni","R$62,00","R$31,00"
NOTAS DA ARREBENTACAO,"Mirisola, Marcelo","R$42,00","R$21,00"
"NOTAS SOBRE LITERATURA, CULT. E CIENCIAS HUMANAS","Bakhtin, Mikhail","R$42,00","R$21,00"
NOVA ANTOLOGIA DO CONTO RUSSO (1792-1998),"Gomide, Bruno Barretto (org.)","R$105,00","R$52,50"
"NOVELA NO INICIO DO RENASCIMENTO, A","Auerbach, Erich","R$49,00","R$24,50"
NUVEM FELIZ,"Ruiz, Alice e Derdyk, Edith","R$39,00","R$19,50"
NUVENS,"Machado, Hilda","R$39,00","R$19,50"
O 15 DE NOVEMBRO E A QUEDA DA MONARQUIA,"Grinberg, Keila; Muaze, Mariana","R$51,00","R$25,50"
OBRAS INCOMPLETAS,"Nietzsche, Friedrich","R$84,00","R$42,00"
OCUPAR E RESISTIR,"Medeiros, Jonas, Januário, Adriano e Melo, Rúrion (org.)","R$69,00","R$34,50"
ODES,Horácio,"R$98,00","R$49,00"
ODISSEIA,Homero,"R$114,00","R$57,00"
ODISSEIA (EDICAO DE BOLSO),Homero,"R$54,00","R$27,00"
"ORA, PILULAS!","Belinky, Tatiana","R$39,00","R$19,50"
"ORIGENS DA CANCAO URBANA, AS","Tinhorão, José Ramos","R$52,00","R$26,00"
"OUTRA INDEPENDENCIA, A","Mello, Evaldo Cabral de","R$65,00","R$32,50"
"OUTRA JUVENTUDE, UMA","Eliade, Mircea","R$54,00","R$27,00"
"OUTRAS NATUREZAS, OUTRAS CULTURAS","Descola, Philippe","R$37,00","R$18,50"
PAGINAS DE RECORDACOES: MEMORIAS,"Ferrar, Floriza Barbosa","R$59,00","R$29,50"
PAIS SEM CHAPEU,"Laferrière, Dany","R$57,00","R$28,50"
"PAIS SEM NOME, O*","Leal, Marconi","R$43,00","R$21,50"
PAISAGENS HUMANAS DO MEU PAÍS,"Hikmet, Nâz?m","R$98,00","R$49,00"
"PALAVRA NA VIDA E A PALAVRA NA POESIA, A","Volóchinov, Valentin","R$74,00","R$37,00"
PANTAGRUEL E GARGANTUA-OBRAS COMPL. DE RABELAIS 1,"Rabelais, François","R$87,00","R$43,50"
PARA QUANDO FORMOS MELHORES,"Antunes, Celeste","R$39,00","R$19,50"
PARA UMA CRITICA DO PRESENTE,"Cardoso, Irene","R$59,00","R$29,50"
PARAISO PERDIDO,"Milton, John","R$120,00","R$60,00"
PARAISO PERDIDO (EDICAO DE BOLSO),"Milton, John","R$54,00","R$27,00"
"PARTILHA DO SENSIVEL, A","Rancière, Jacques","R$39,00","R$19,50"
"PASSAROS, OS","Zullo, Germano e Albertine","R$52,00","R$26,00"
"PATINHO FEIO E OUTRAS HISTORIAS, O","Andersen, Hans Christian","R$54,00","R$27,00"
PE DE GUERRA,"Robatto, Sonia","R$42,00","R$21,00"
"PEDRA DO MEIO-DIA OU ARTUR E ISADORA, A","Tavares, Braulio","R$37,00","R$18,50"
PEQUENA HISTORIA DA MUSICA POPULAR,"Tinhorão, José Ramos","R$65,00","R$32,50"
"PEQUENA MARIONETE, A","Vincent, Gabrielle","R$48,00","R$24,00"
"PEQUENO HEROI, UM","Dostoiévski, Fiódor","R$42,00","R$21,00"
"PEQUENO LORDE, O","Burnett, Frances Hodgson","R$43,00","R$21,50"
PERAMBULE,"Corsaletti, Fabrício","R$43,00","R$21,50"
"PERCEVEJO, O","Maiakóvski, Vladímir","R$42,00","R$21,00"
PESTE E COLERA,"Deville, Patrick","R$57,00","R$28,50"
"PESTES, OS","Dahl, Roald","R$39,00","R$19,50"
PIER,"Alcides, Sérgio","R$39,00","R$19,50"
PLURALIDADE URBANA EM SAO PAULO,"Kowarick, Lúcio e Frúgoli, Heitor Jr. (orgs.)","R$81,00","R$40,50"
PLUTO OU UM DEUS CHAMADO DINHEIRO,Aristófanes,"R$42,00","R$21,00"
POBREZA E CIDADANIA,"Telles, Vera da Silva","R$47,00","R$23,50"
"PODER DA NATUREZA, O","Tavares, Braulio","R$39,00","R$19,50"
POEIRA,"Paixão, Fernando","R$37,00","R$18,50"
POEMA PEDAGOGICO,"Makarenko, Anton","R$105,00","R$52,50"
POEMAS 1913-1956,"Brecht, Bertolt","R$73,00","R$36,50"
POESIA + (ANTOLOGIA 1985-2019),"Pereira, Edimilson de Almeida","R$72,00","R$36,00"
POESIA EM RISCO,"Bosi, Viviana","R$79,00","R$39,50"
POESIA REUNIDA (1968-2021),"Fróes, Leonardo","R$84,00","R$42,00"
POETICA,Aristóteles,"R$57,00","R$28,50"
POLITICAS DA ESCRITA,"Rancière, Jacques","R$65,00","R$32,50"
POLITIZAR AS NOVAS TECNOLOGIAS,"Santos, Laymert Garcia dos","R$64,00","R$32,00"
POR UMA ESQUERDA SEM FUTURO,"Clark, T. J.","R$39,00","R$19,50"
PORTUGAL E BRASIL NA CRISE DO ANT. SIST. COLONIAL,"Novais, Fernando A.","R$85,00","R$42,50"
"PRIMEIRO ATO: CADERNOS, DEPOIMENTOS, ENTREVISTAS","Corrêa, Zé Celso Martinez","R$69,00","R$34,50"
"PRINCESINHA, A","Burnett, Frances Hodgson (Trad. Marcos Maffei)","R$43,00","R$21,50"
"PRINCIPE, O","Maquiavel, Nicolau","R$68,00","R$34,00"
"PROCESSO DO TENENTE IELAGUIN, O","Búnin, Ivan","R$42,00","R$21,00"
QUADRINHAS,"Belinky, Tatiana","R$39,00","R$19,50"
QUANDO A TERRA DEIXOU DE FALAR,"Cesarino, Pedro de Niemeyer","R$69,00","R$34,50"
QUANDO AS PANTERAS NAO ERAM NEGRAS,"Morábito, Fabio","R$42,00","R$21,00"
QUANTO CUSTA UM ELEFANTE?,"Mirisola, Marcelo","R$42,00","R$21,00"
QUATORZE - 14,"Echenoz, Jean","R$46,00","R$23,00"
QUE DROGA E ESSA?,"Macfarlane, Aidan, Macfarlane, Magnus e Robson, Philip.","R$52,00","R$26,00"
"QUE E A FILOSOFIA?, O","Deleuze, Gilles e Guattari, Félix","R$62,00","R$31,00"
"QUE E O VIRTUAL?, O","Lévy, Pierre","R$49,00","R$24,50"
QUE EMOCAO! QUE EMOCAO?,"Didi-Huberman, Georges","R$37,00","R$18,50"
"QUE OS CEGOS ESTAO SONHANDO?, O","Jaffe, Noemi","R$54,00","R$27,00"
QUE OS ECONOMISTAS PENSAM SOBRE SUSTENTABILIDADE,"Arnt, Ricardo (org.)","R$65,00","R$32,50"
"QUE VEMOS, O QUE NOS OLHA, O","Didi-Huberman, Georges","R$61,00","R$30,50"
QUEREAS E CALIRROE,Afrodísias,"R$57,00","R$28,50"
QUESTOES DE ESTILISTICA NO ENSINO DA LINGUA,"Bakhtin, Mikhail","R$44,00","R$22,00"
QVASI,"Pereira, Edimilson de Almeida","R$45,00","R$22,50"
RACISMO E ANTIRRACISMO NO BRASIL,"Guimarães, Antonio Sérgio Alfredo","R$57,00","R$28,50"
RAPHAEL RABELLO: O VIOLAO EM ERUPCAO,"Nobile, Lucas","R$69,00","R$34,50"
"RASGA, O","Tinhorão, José Ramos","R$48,00","R$24,00"
"REFLEXOES SOBRE A CRIANCA, O BRINQUEDO...","Benjamin, Walter","R$51,00","R$25,50"
REFORMA DO ESTADO PARA A CIDADANIA,"Bresser-Pereira, Luiz Carlos","R$69,00","R$34,50"
REGISTRO DE UMA VIVENCIA,"Costa, Lucio","R$160,00","R$80,00"
REI DO CONGO,"Tinhorão, José Ramos","R$54,00","R$27,00"
"REI LEAR DA ESTEPE, O","Turguêniev, Ivan","R$46,00","R$23,00"
REINVENTE SEU BAIRRO,"Malta Campos Filho, Candido","R$52,00","R$26,00"
"REMEDIO MARAVILHOSO DE JORGE, O","Dahl, Roald","R$39,00","R$19,50"
"RESSURREICAO DO LARICO, A (CONTOS DE KOLIMA 5)","Chalámov, Varlam","R$68,00","R$34,00"
"REVOLUCOES UTOPICAS DOS ANOS 60, AS","Bresser-Pereira, Luiz Carlos","R$51,00","R$25,50"
RIKKI-TIKKI-TAVI*,"Kipling, Rudyard","R$34,00","R$17,00"
ROBINSON CRUSOE E SEUS AMIGOS,"Gandolfi, Leonardo","R$42,00","R$21,00"
ROLAND BARTHES,"Samoyault, Tiphaine","R$98,00","R$49,00"
"ROMANCE DE TRISTAO, O",Béroul,"R$68,00","R$34,00"
ROMEU E JULIETA NA ALDEIA,"Keller, Gottfried","R$49,00","R$24,50"
RONALDO,"Caldeira, Jorge","R$69,00","R$34,50"
"ROSA BRANCA, A","School, Inge","R$61,00","R$30,50"
"ROSA DE NINGUEM, A (DIE NIEMANDSROSE)","Celan, Paul","R$52,00","R$26,00"
RUDIN,"Turguêniev, Ivan","R$54,00","R$27,00"
"RUMOR DO TEMPO, O","Mandelstam, Óssip","R$52,00","R$26,00"
RUMOR NA ESCUTA,"Meyer, Luiz","R$68,00","R$34,00"
RUTH KLUGER - PAISAGENS DA MEMORIA,"Klüger, Ruth","R$68,00","R$34,00"
"SAMBA AGORA VAI..., O","Tinhorão, José Ramos","R$52,00","R$26,00"
SANGUINEA,"Calixto, Fabiano","R$39,00","R$19,50"
SAO PAULO: NOVOS PERCURSOS E ATORES,"Kowarick, Lúcio e Marques, Eduardo","R$76,00","R$38,00"
SATIRICON,Petrônio,"R$59,00","R$29,50"
SEJA COMO FOR,"Schwarz, Roberto","R$79,00","R$39,50"
"SENHORIA, A","Dostoiévski, Fiódor","R$47,00","R$23,50"
"SEREIAZINHA E OUTRAS HISTORIAS, A","Andersen, Hans Christian","R$54,00","R$27,00"
SERGIO FERRO - ARTES PLASTICAS E TRABALHO LIVRE,"Ferro, Sérgio","R$58,00","R$29,00"
SERTAO MAR,"Xavier, Ismail","R$59,00","R$29,50"
SETE CONTRA TEBAS,Ésquilo,"R$47,00","R$23,50"
SÓ PARA MAIORES DE CEM ANOS,"Parra, Nicanor","R$62,00","R$31,00"
SOBRE ISTO,"Maiakóvski, Vladímir","R$57,00","R$28,50"
SOCIEDADE DE RISCO,"Beck, Ulrich","R$75,00","R$37,50"
SOCIOLOGIA NO ESPELHO,"Jackson, Luiz Carlos e Blanco, Alejandro","R$58,00","R$29,00"
"SONATA A KREUTZER, A","Tolstói, Lev","R$44,00","R$22,00"
"SONS DOS NEGROS NO BRASIL, OS","Tinhorão, José Ramos","R$45,00","R$22,50"
"SONS QUE VEM DA RUA, OS","Tinhorão, José Ramos","R$54,00","R$27,00"
"SPLEEN DE PARIS, O","Baudelaire, Charles","R$46,00","R$23,00"
"SUMICO, O*","Leal, Marconi","R$43,00","R$21,50"
TARAS BULBA,"Gógol, Nikolai","R$51,00","R$25,50"
TARSILA: SUA OBRA E SEU TEMPO,"Amaral, Aracy A.","R$94,00","R$47,00"
TEATRO COMPLETO,"Gógol, Nikolai","R$79,00","R$39,50"
TEATRO DO OPRIMIDO,"Boal, Augusto","R$58,00","R$29,00"
TEATRO LEGISLATIVO,"Boal, Augusto","R$64,00","R$32,00"
"TECNOLOGIAS DA INTELIGENCIA, AS","Lévy, Pierre","R$54,00","R$27,00"
TELEGRAFO VISUAL,"Neves, David E.","R$73,00","R$36,50"
"TEMPLO, O","Spender, Stephen","R$62,00","R$31,00"
"TEMPO QUE PASSA (?), O","Klein, Étienne","R$37,00","R$18,50"
TEMPO REENCONTRADO,"Eulálio, Alexandre","R$65,00","R$32,50"
TEORIA DO ROMANCE I - A ESTILISTICA,"Bakhtin, Mikhail","R$59,00","R$29,50"
TEORIA DO ROMANCE II - AS FORMAS DO TEMPO,"Bakhtin, Mikhail","R$61,00","R$30,50"
TEORIA DO ROMANCE III - O ROMANCE COMO GENERO LIT.,"Bakhtin, Mikhail","R$47,00","R$23,50"
TERRAPRETA,"Carelli, Rita","R$54,00","R$27,00"
TEXTOS DO TROPICO DE CAPRICORNIO - VOL. 1,"Amaral, Aracy A.","R$69,00","R$34,50"
TEXTOS DO TROPICO DE CAPRICORNIO - VOL. 2,"Amaral, Aracy A.","R$84,00","R$42,00"
TEXTOS DO TROPICO DE CAPRICORNIO - VOL. 3,"Amaral, Aracy A.","R$69,00","R$34,50"
TIO PETROS E A CONJECTURA DE GOLDBACH,"Doxiadis, Apostolos","R$49,00","R$24,50"
"TOQUE DE OURO, O","Hawthorne, Nathaniel","R$34,00","R$17,00"
TRABALHO DE BRECHT,"Pasta, José Antonio","R$65,00","R$32,50"
TRABALHO E VADIAGEM: A ORIGEM DO TRABALHO LIVRE...,"Kowarick, Lúcio","R$47,00","R$23,50"
TRABALHO EM GRUPO E SOCIABILIDADE PRIVADA,"Silva, Leonardo Mello e","R$59,00","R$29,50"
"TRADUTOR CLEPTOMANIACO, O","Kosztolányi, Dezsö","R$46,00","R$23,00"
"TRAMA DOS TAMBORES, A","Guerreiro, Goli","R$69,00","R$34,50"
"TRAQUINIAS, AS",Sófocles,"R$49,00","R$24,50"
TREME AINDA,"Weintraub, Fábio","R$37,00","R$18,50"
TRES ANOS,"Tchekhov, A. P.","R$49,00","R$24,50"
TRES CONTOS,"Flaubert, Gustave","R$49,00","R$24,50"
TRES LEITURAS,"Bosi, Alfredo","R$39,00","R$19,50"
"TRIANON DO MAM AO MASP, O","Pisani, Daniele","R$65,00","R$32,50"
TRIZ,"Sussekind, Pedro","R$42,00","R$21,00"
"TROIANAS, AS",Eurípides,"R$52,00","R$26,00"
TROPICALIA: A HISTORIA DE UMA REVOLUCAO MUSICAL,"Calado, Carlos","R$69,00","R$34,50"
TUDO (E MAIS UM POUCO),Chacal,"R$49,00","R$24,50"
TUDO PRONTO PARA O FIM DO MUNDO,"Brum, Bruno","R$39,00","R$19,50"
"ULTIMO TREM DA CANTAREIRA, O","Prado, Antonio Arnoni","R$43,00","R$21,50"
UMA HISTORIA DESAGRADAVEL,"Dostoiévski, Fiódor","R$42,00","R$21,00"
"UTOPIA BRASILEIRA E OS MOVIMENTOS NEGROS, A","Risério, Antonio","R$85,00","R$42,50"
VALORES E ATIVIDADE CIENTIFICA 2,"Lacey, Hugh","R$72,00","R$36,00"
VARIACOES EM VERMELHO,"Walsh, Rodolfo","R$57,00","R$28,50"
VEREDAS DA MUDANCA NA CIENCIA BRASILEIRA,"Carlotto, Maria Caramez","R$75,00","R$37,50"
VERMELHO,"Tereza, Maria e Sandoval, Andrés","R$37,00","R$18,50"
VIAGEM AO HARZ,"Heine, Heinrich","R$47,00","R$23,50"
VIAGEM AO REDOR DO MEU QUARTO,"Maistre, Xavier","R$44,00","R$22,00"
VIAGEM SENTIMENTAL (NARRATIVAS DA REVOLUÇÃO),"Chklóvski, Viktor","R$74,00","R$37,00"
VIDA DO VIAJANTE: A SAGA DE LUIZ GONZAGA,"Dreyfus, Dominique","R$69,00","R$34,50"
"VIDA NAO TEM CURA, A","Mirisola, Marcelo","R$39,00","R$19,50"
"VIDA OBSCENA DE ANTON BLAU, A","Reis, Maria Cecília Gomes dos","R$43,00","R$21,50"
"VIGARIO DE MASTIGASSILABAS, O","Dahl, Roald","R$39,00","R$19,50"
"VIOLAO VADIO DE BADEN POWELL, O","Dreyfus, Dominique","R$76,00","R$38,00"
VISAO DO TERREO,"Proença, Ruy","R$39,00","R$19,50"
VIVA!,"Deville, Patrick","R$57,00","R$28,50"
VIVER EM RISCO,"Kowarick, Lúcio","R$64,00","R$32,00"
ZACARIAS DE GOIS E VASCONCELOS,"Oliveira, Cecilia Helena de Salles (org.)","R$69,00","R$34,50"
