Papirus Editora,"LISTA DE LIVROSFesta Virtual do Livroda USP 2021","use o cupom:USP50",,
ISBN,Título,Autores,"Preço decapa","Preço comdesconto"
9788530811419,"Abordagens pedagógicas do esporte:Modalidades convencionais e não convencionais","Vilma Nista-Piccolo / Elianade Toledo (orgs.)","R$   124,90","R$   62,45"
9788530807245,Adeus ao corpo: Antropologia e sociedade,David Le Breton,"R$     59,90","R$   29,95"
9788530805906,Alegria de ensinar (A),Rubem Alves,"R$     36,90","R$   18,45"
9788544900055,"Altas habilidades/superdotação, inteligência ecriatividade: Uma visão multidisciplinar","Angela Virgolim/ElisabeteKonkiewitz (orgs.)","R$   110,00","R$   55,00"
9788530810498,Alzheimer: Quando nossa mente fala,Lisa Snyder,"R$     62,00","R$   31,00"
9788530805760,Amor que acende a lua (O),Rubem Alves,"R$     56,00","R$   28,00"
9788530808198,Animação cultural (A): Conceitos e propostas,Victor Andrade de Melo,"R$     44,90","R$   22,45"
9788530802462,Ato fotográfico (O),Philippe Dubios,"R$     81,90","R$   40,95"
9788530808594,"Aula: Gênese, dimensões, princípios e práticas","Ilma Passos Alencastro Veiga(org.)","R$     74,90","R$   37,45"
9788530809201,Aulas de educação física no ensino médio,"Wagner Wey Moreira/ReginaSimões/Ida C. Martins","R$     44,90","R$   22,45"
9788530810504,"Autismo, educação e transdisciplinaridade",Carlo Schmidt,"R$     59,90","R$   29,95"
9788544902387,Avaliação: Interações com o trabalho pedagógico,"Benigna Maria de FreitasVillas Boas (org.)","R$     57,90","R$   28,95"
9788530800819,Bom professor e sua prática (O),Maria Isabel da Cunha,"R$     47,90","R$   23,95"
9788530807610,"Caindo na real: Cinderela e ChapeuzinhoVermelho para o tempo atual",Rubem Alves,"R$     34,90","R$   17,45"
9788544900130,"Carpe diem: As anotações essenciais de RubemAlves",Rubem Alves,"R$     72,90","R$   36,45"
9788530801151,Cartografia (A),Fernand Joly,"R$     41,90","R$   20,95"
9788530807658,"Cinema Novo: A onda do jovem cinema e suarecepção na França",Alexandre Figueirôa,"R$     63,90","R$   31,95"
9788530808990,Ciranda do ABC,Phillis Reily,"R$     44,90","R$   22,45"
9788530809232,Classificados desclassificados,João Proteti,"R$     44,90","R$   22,45"
9788544901236,"Como alfabetizar? Na roda com professoras dosanos iniciais","Cecília M.A. Goulart / MartaLima de Souza (orgs.)","R$     41,90","R$   20,95"
9788530805395,Concerto para corpo e alma,Rubem Alves,"R$     47,90","R$   23,95"
9788544900505,"Construção da identidade moral e práticaseducativas","Maria Augusta SalinGonçalves","R$     56,50","R$   28,25"
9788530809119,"Construindo o saber: Metodologia científica -Fundamentos e técnicas",Maria Cecilia M. De Carvalho,"R$     56,50","R$   28,25"
9788530805890,"Conversas com quem gosta de ensinar: (+)qualidade total na educação",Rubem Alves,"R$     42,90","R$   21,45"
9788544903261,Conversas sobre avaliação,"Benigna Maria de FreitasVillas Boas (org.)","R$     47,90","R$   23,95"
9788530801519,Criança e o número (A),Constance Kamii,"R$     41,90","R$   20,95"
9788530808556,"Criança terceirizada (A): Os descaminhos dasrelações familiares no mundo contemporâneo",Jose Martins Filho,"R$     41,90","R$   20,95"
9788530809669,Culpa é da pipoca (A),Dayse Torres,"R$     37,90","R$   18,95"
9788544903292,"Cultura de paz e educação para a paz: Olhares apartir da complexidade",Nei Alberto Salles Filho,"R$     72,90","R$   36,45"
9788530803308,Cultura no plural (A),Michel de Certeau,R$,"63,90",R$,"31,95"
"","Currículo, cultura e educação matemática: Uma",Elenilton Vieira Godoy,,,,
9788544900642,,,R$,"59,90",R$,"29,95"
"",aproximação possível?,,,,,
"",Currículo: Políticas e práticas,Antonio Flavio Barbosa,,,,
9788530805432,,,R$,"51,90",R$,"25,95"
"",,Moreira,,,,
9788530803056,Da cultura do corpo,Jocimar Daolio,R$,"36,90",R$,"18,45"
9788530801878,Dados estão lançados (Os),Jean-Paul Sartre,R$,"51,00",R$,"25,50"
9788530808884,Deficiente no discurso da legislação (O),Reinoldo Marquezan,R$,"47,90",R$,"23,95"
"",Destino vem do berço (O)? Desigualdades e,Camille Peugny,,,,
9788530811327,,,R$,"42,90",R$,"21,45"
"",reprodução social,,,,,
"",Dicionário crítico de educação e tecnologias e de,Daniel Mill,,,,
9788544902950,,,R$,"120,00",R$,"60,00"
"",educação a distância,,,,,
"",Dicionário teórico e crítico de cinema,Jacques Aumont / Michel,,,,
9788530807030,,,R$,"78,90",R$,"39,45"
"",,Marie,,,,
"",Didática das ciências (A),Jean-Pierre Astolfi/Michel,,,,
9788530801168,,,R$,"42,90",R$,"21,45"
"",,Develay,,,,
9788530805029,Didática e interdisciplinaridade,Ivani C. Arantes Fazenda,R$,"51,00",R$,"25,50"
9788530809485,Didática e prática de ensino de história,Selva Guimarães,R$,"109,90",R$,"54,95"
"",Didática: O ensino e suas relações,Ilma Passos Alencastro Veiga,,,,
9788530804237,,,R$,"51,00",R$,"25,50"
"",,(org.),,,,
9788530809676,Diferenças e desigualdades na escola,Marília Pinto de Carvalho,R$,"51,00",R$,"25,50"
"",Dimensão ambiental na educação (A) - Nova,Mauro Guimarães,,,,
9788544901274,,,R$,"41,90",R$,"20,95"
"",edição,,,,,
"",Dinâmicas de grupo para treinamento,Regina Gargantini Bratfisch,,,,
9788530807597,,,R$,"49,90",R$,"24,95"
"",motivacional,Simionato,,,,
9788530811075,Do amor à beleza,Rubem Alves,R$,"59,90",R$,"29,95"
9788530801717,Dobra (A): Leibniz e o barroco,Gilles Deleuze,R$,"59,90",R$,"29,95"
9788530805463,E aí? Cartas aos adolescentes e a seus pais,Rubem Alves,R$,"42,90",R$,"21,45"
"",Educação a distância: Democracia e utopia na,Joy Nunes da Silva Barros,,,,
9788544900840,,,R$,"65,90",R$,"32,95"
"",sociedade do conhecimento,,,,,
"","Educação como resposta responsável: Conhecer,",Sonia Kramer,,,,
9786556500966,,,R$,"48,90",R$,"24,45"
"",acolher e agir_LANÇAMENTO,,,,,
"",Educação e tecnologias: O novo ritmo da,Vani Moreira Kenski,,,,
9788530808280,,,R$,"44,90",R$,"22,45"
"",informação,,,,,
9788530809140,"Educação física cuida do corpo... e ""mente""",João Paulo S. Medina,R$,"47,90",R$,"23,95"
"",Educação física e esporte no século XXI,Wagner Wey Moreira/Vilma,,,,
9788544901960,,,R$,"92,90",R$,"46,45"
"",,L. Nista-Piccolo (orgs.),,,,
"",Educação física no Brasil: A história que não se,Lino Castellani Filho,,,,
9788530800215,,,R$,"48,90",R$,"24,45"
"",conta,,,,,
"",Educação infantil: A luta pela infância,Anete Abramowicz/Afonso,,,,
9788544903001,,,R$,"49,90",R$,"24,95"
"",,Canella Henriques (orgs.),,,,
