ROSEMEIRE DE ARAÚJO RANGNI (org.),"R$        52,00","R$     26,00"
IGOR JOSÉ DE RENÓ MACHADO,"R$        25,00","R$     12,50"
WILTON JOSÉ MARQUES,"R$        45,00","R$     22,50"
"LUIZ CARLOS GOMIDE FREITAS; GUEDMILLER SOUZA DE OLIVEIRA(Orgs.)","R$        55,00","R$     27,50"
LUIS R. DE CAMARGO RIBEIRO,"R$        34,00","R$     17,00"
JANINE MOREIRA,"R$        45,00","R$     22,50"
LÉA CRISTINA DE SOUZA; MANUELA DE ALMEIDA; LUÍS BRAGANÇA,"R$        42,00","R$     21,00"
"ANTÔNIO C. GUASTALDI; GUSTAVO F. BARBOSA; JONAS DE CARVALHO;GUILHERME VAZ; LÚCIO CORRADINI; FERNANDO POZZI S. GUASTALDI","R$        45,00","R$     22,50"
blocos de concreto - 2ED,GUILHERME PARSEKIAN; WALLISON MEDEIROS,,,,
"",,R$,"25,00",R$,"12,50"
"Parentes, vítimas, sujeitos: perspectivas",,,,,
antropológicas sobre relações entre humanos e,,,,,
animais,CIMÉA BARBATO BEVILAQUA; FELIPE VANDER VELDEN (Orgs.),,,,
"",,R$,"49,00",R$,"24,50"
O Partido dos Trabalhadores e a política brasileira,,,,,
(1980-2006): uma história revisitada,VITOR AMORIM DE ANGELO; MARCO ANTONIO VILLA (Orgs.),,,,
"",,R$,"32,00",R$,"16,00"
Por escrito: lições e relatos do mundo luso-,,,,,
brasileiro,JEAN MARCEL CARVALHO FRANÇA; MILENA DA SILVEIRA PEREIRA,,,,
"",,R$,"45,00",R$,"22,50"
"",ORLANDO FATIBELLO-FILHO; TIAGO SILVA; FERNANDO MORAES; BRUNO,,,,
Potenciometria: aspectos teóricos e práticos,CAMPOS,,,,
"",,R$,"48,00",R$,"24,00"
Povos indígenas em São Paulo: novos olhares,AMANDA CRISTINA DANAGA; EDMUNDO ANTONIO PEGGION (Orgs.),,,,
"",,R$,"44,00",R$,"22,00"
Psicoterapias de orientação psicanalítica:,,,,,
elementos centrais e aplicações diferenciadas,RODRIGO SANCHES PERES; CÁSSIA REGINA RODRIGUES VARGA (Orgs.),,,,
"",,R$,"28,00",R$,"14,00"
Quanta ciência há no ensino de ciências,ANTONIO CARLOS PAVÃO; DENISE DE FREITAS (Orgs.),,,,
"",,R$,"55,00",R$,"27,50"
Redes de cooperação em creches: sete histórias,,,,,
sobre a integralidade do cuidado na infância e,,,,,
intersetorialidade em ação,CLAUDIA MARIA SIMÕES MARTINEZ; CARLA REGINA SILVA (Orgs.),,,,
"",,R$,"29,00",R$,"14,50"
Resolvendo problemas de engenharia química com,,,,,
software livre Scilab,WU HONG KWONG,,,,
"",,R$,"89,00",R$,"44,50"
Ressignificação em contexto digital,MARIE-ANNE PAVEAU; JULIA L. COSTA; ROBERTO L. BARONAS,,,,
"",,R$,"45,00",R$,"22,50"
Um rolê pela cidade de riscos: leituras da piXação,,,,,
em São Paulo,ALEXANDRE BARBOSA PEREIRA,,,,
"",,R$,"32,00",R$,"16,00"
"Sangue, identidade e verdade: memórias sobre o",,,,,
passado ditatorial na Argentina,LILIANA SANJURJO,,,,
"",,R$,"60,00",R$,"30,00"
Seleção de materiais – 3a edição,MAURIZIO FERRANTE,,,,
"",,R$,"49,00",R$,"24,50"
Só vírgula: método fácil em vinte lições - 4a edição,MARIA TEREZA DE QUEIROZ PIACENTINI,,,,
"",,R$,"34,00",R$,"17,00"
Sobre casos e casamentos: afetos e amores,,,,,
através de penitenciárias femininas em São Paulo e,,,,,
Barcelona,NATÁLIA CORAZZA PADOVANI,,,,
"",,R$,"32,00",R$,"16,00"
Sobreviver na adversidade: mercados e formas de,,,,,
vida,DANIEL VELOSO HIRATA,,,,
"",,R$,"45,00",R$,"22,50"
Teca: a bicicleta com rodas nas nuvens,SILVIA NASSIF DEL LAMA; KARL MOKROSS,,,,
"",,R$,"40,00",R$,"20,00"
"Tenho um aluno surdo, e agora? Introdução à",CRISTINA BROGLIA F. DE LACERDA; LARA FERREIRA DOS SANTOS,,,,
Libras e educação de surdos,(Orgs.),,,,
"",,R$,"42,00",R$,"21,00"
Terapia ocupacional: um enfoque epistemológico e,,,,,
social,MARIA HELOISA MEDEIROS,,,,
"",,R$,"18,00",R$,"9,00"
O Trabalho em crise: flexibilidade e precariedades,MARCIA LEITE; MAGDA BIAVASCHI; CARLOS SALAS; JACOB LIMA (Orgs.),,,,
"",,R$,"62,00",R$,"31,00"
Três vezes Zumbi: a construção de um herói,,,,,
brasileiro,JEAN MARCEL CARVALHO FRANÇA; RICARDO ALEXANDRE FERREIRA,,,,
"",,R$,"38,00",R$,"19,00"
Vestidas e afeitas para serem virtuosas: as,,,,,
mulheres na Castela dos séculos XIV e XV,THIAGO HENRIQUE ALVARADO,,,,
"",,R$,"48,00",R$,"24,00"
Violência nota zero: como aprimorar as relações na,,,,,
escola,LÚCIA WILLIAMS; ANA STELKO-PEREIRA (Orgs.),,,,
"",,R$,"34,00",R$,"17,00"
"Vozes à margem: periferias, estética e política",GIORDANO BERTELLI; GABRIEL FELTRAN (Orgs.),,,,
"",,R$,"42,00",R$,"21,00"
