TABELA DE PREÇO GIRASSOL,,,
ISBN,DESCRIÇÃO,PREÇO,Desc 50%
9788539417117,TM - FANTASIA - SIMBAD (NOVO),"R$ 7,90","R$ 3,95"
9788574889252,TM - FOLCLORE BRASILEIRO,"R$ 64,90","R$ 32,45"
9788539424658,TM - FOLCLORE PARA CRIANCAS - POP,"R$ 39,90","R$ 19,95"
9788539422043,TM - GRANDES CLASSICOS - CINDERELA,"R$ 59,90","R$ 29,95"
9788539422050,TM - GRANDES CLASSICOS - O MAGICO DE OZ,"R$ 59,90","R$ 29,95"
9788539421992,TM - GRANDES CLASSICOS - PINOQUIO,"R$ 59,90","R$ 29,95"
9788539422128,TM - LENDAS - BR  COBRA HONORATO (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422098,TM - LENDAS - BR BOITATA (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422104,TM - LENDAS - BR BOTO ROSA (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422111,TM - LENDAS - BR CABRA CABRIOLA (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422135,TM - LENDAS - BR CURUPIRA (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422142,TM - LENDAS - BR IARA (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422159,TM - LENDAS - BR LOBISOMEM (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422166,TM - LENDAS - BR MULA SEM CABEÇA (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422173,TM - LENDAS - BR NEGRINHO DO PASTOREIO (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422180,TM - LENDAS - BR SACI (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422197,TM - LENDAS - BR UIRAPURU (CAPA NOVA),"R$ 12,90","R$ 6,45"
9788539422203,TM - LENDAS - BR VITORIA REGIA (CAPA NOVA),"R$ 12,90","R$ 6,45"
9786555301182,TM - LENDAS BR PARA COLORIR - BOITATA,"R$ 9,90","R$ 4,95"
9786555301205,TM - LENDAS BR PARA COLORIR - BOTO ROSA,"R$ 9,90","R$ 4,95"
9786555301151,TM - LENDAS BR PARA COLORIR - CABRA CABRIOLA,"R$ 9,90","R$ 4,95"
9786555301175,TM - LENDAS BR PARA COLORIR - COBRA HONORATO,"R$ 9,90","R$ 4,95"
9786555301137,TM - LENDAS BR PARA COLORIR - CURUPIRA,"R$ 9,90","R$ 4,95"
9786555301168,TM - LENDAS BR PARA COLORIR - IARA,"R$ 9,90","R$ 4,95"
9786555301199,TM - LENDAS BR PARA COLORIR - LOBISOMEM,"R$ 9,90","R$ 4,95"
9786555301144,TM - LENDAS BR PARA COLORIR - NEGRINHO DO PASTOREI,"R$ 9,90","R$ 4,95"
9786555301212,TM - LENDAS BR PARA COLORIR - UIRAPURU,"R$ 9,90","R$ 4,95"
9786555301113,TM - LENDAS BR PARA COLORIR - VITORIA-REGIA,"R$ 9,90","R$ 4,95"
9788574888958,TM - LENDAS BRASILEIRAS POR MAURICIO DE SOUSA,"R$ 94,90","R$ 47,45"
9788539424726,TM - LENDAS PARA CRIANCAS - POP,"R$ 39,90","R$ 19,95"
9788539422760,TM - LIVRO QUEBRA-CABECAS - CONHECA A TURMA DA MONICA,"R$ 74,90","R$ 37,45"
9788539422777,TM - LIVRO QUEBRA-CABECAS - PRINCESAS,"R$ 74,90","R$ 37,45"
9786555301267,TM - MEU PRIMEIRO LIVRO DO CORPO HUMANO,"R$ 34,90","R$ 17,45"
9788539424788,TM - MONTEIRO LOBATO - CACADAS DE PEDRINHO,"R$ 49,90","R$ 24,95"
9788539424665,TM - MUNDO DAS PRINCESAS - POP,"R$ 39,90","R$ 19,95"
9788539422555,TM - O GRANDE LIVRO DOS DINOSSAUROS,"R$ 44,90","R$ 22,45"
9788539417148,TM - O PEQUENO PRINCIPE - BROCHURA,"R$ 49,90","R$ 24,95"
9788539415601,TM - O PEQUENO PRINCIPE (CAPA ALMOFADADA),"R$ 84,90","R$ 42,45"
9788539420933,TM - PRINCESAS E PRINCESAS - A BELA E A FERA/A PRI,"R$ 49,90","R$ 24,95"
9788539420926,TM - PRINCESAS E PRINCESAS - ALICE/ A PRINCESA ERV,"R$ 49,90","R$ 24,95"
9788539420940,TM - PRINCESAS E PRINCESAS - ROMEU E JULIETA / AS,"R$ 49,90","R$ 24,95"
9788539409099,TM - PRINCESAS E PRINCESAS-BRANCA DE NEVE/CINDERELA,"R$ 49,90","R$ 24,95"
9788539421978,TM BABY - O BEBE CHEGOU!,"R$ 69,90","R$ 34,95"
9788539419104,TMJ - CANTINHO DA LEITURA - ROMANCES E AVENTURAS,"R$ 69,90","R$ 34,95"
9788539416202,TMJ - ILHA TESOURO (NOVO),"R$ 34,90","R$ 17,45"
9788539423903,TMJ - ROMANCES E AVENTURAS-OS TRES MOSQUETEIROS,"R$ 34,90","R$ 17,45"
9788539423835,TMJ - ROMANCES E AVENTURAS-ROMEU E JULIETA,"R$ 34,90","R$ 17,45"
9788539416219,TMJ - SONHO DE VERAO (NOVO),"R$ 34,90","R$ 17,45"
9786555301250,TODOS CONTRA O VIRUS,"R$ 32,90","R$ 16,45"
9788539423217,TOP 100 - CRIATURAS DOS MARES,"R$ 59,90","R$ 29,95"
9788539423224,TOP 100 - ESPAÇO,"R$ 59,90","R$ 29,95"
9788539422395,TOQUE E APRENDA - AMIGUINHOS DA FAZENDA,"R$ 39,90","R$ 19,95"
9788539424740,TUDO SOBRE DINOSSAUROS - POP,"R$ 39,90","R$ 19,95"
9786555300178,TUDO SOBRE O CORPO HUMANO - POP,"R$ 39,90","R$ 19,95"
9788539413522,UM PAÍS DE CONTOS - CONTOS DA CAROCHINHA,"R$ 59,90","R$ 29,95"
9788539413539,UM PAÍS DE CONTOS - CONTOS PARA SONHAR,"R$ 59,90","R$ 29,95"
9788539413546,UM PAÍS DE CONTOS - DOCES CONTOS,"R$ 59,90","R$ 29,95"
9788539420582,VOLTA AO MUNDO EM 80 CONTOS,"R$ 109,90","R$ 54,95"
