Título,Autor,"Preçode capa","P   r eço comdesconto"
"Mandela, uma estratégia do bem","Djendli, Aziz (Autor)","R$    42,00","R$  2 1,00"
"Muito prazer, sou Mário de Andrade!","Almeida, Karina (Autor)","R$    43,00","R$  2 1,50"
Não sonhar flores,"Vitale, Ida (Autor)","R$    63,00","R$  3 1,50"
Um menino é quantos bichos?,"Gaivota, Gustavo (Autor)","R$    38,00","R$  1 9,00"
Um tigre na minha sopa,"Sheth, Kashmira (Autor)","R$    43,00","R$  2 1,50"
Zona de clivagem,"Heker, Liliana (Autor)","R$    63,00","R$  3 1,50"
