COD_BARRA_ITEM,COD. HORUS,NOM_ITEM,NOM_EDITORA,VLR_CAPA,VLR PROMOCIONAL,GENERO
9788578271978,594491,"NAO ENGULA O CHICLETE - MITOS, MEIAS VERD",WESM EF  MEANRTTIIRNASS F DOEN,"CEASRADAS S4O4B,9R0E O CORPO","E A SAUDE22,45",Saúde e orientação
9788578272500,608687,DICIONARIO VISUAL DE ARQUITETURA,WMF MARTINS FON,"ES99,90","49,95",Arquitetura e Urban
9788578272968,627936,"TEIA DE CHARLOTTE, A",WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788533622968,220304,"FUNDAMENTOS MORAIS DA POLITICA, OS",WMF MARTINS FON,"ES69,90","34,95",Ciências Sociais
9788578273842,651299,"ENTREVISTA DE AJUDA, A",WMF MARTINS FON,"ES54,90","27,45",Psicologia e Psicanál
9788578274320,662481,VOCABULARIO DE MONTESQUIEU,WMF MARTINS FON,"ES34,90","17,45",Filosofia
9788546900176,779134,CRENÇA - NOSSA INVENÇAO MAIS EXTRAORDINA,WIAMF MARTINS FON,"ES44,90","22,45",Religião
9788578272999,634832,"HERMENEUTICA DO SUJEITO, A",WMF MARTINS FON,"ES84,90","42,45",Filosofia
9788578276270,694891,MISTURICHOS,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788546901111,801243,"MURUGAWA - MITOS, CONTOS E FABULAS DO P",WVOM MF AMRARGTUINAS FON,"ES39,90","19,95",Infantis e Juvenis
9788533620421,131996,"FANTASMA NO PORAO, O",WMF MARTINS FON,"ES39,90","19,95",Infantis e Juvenis
9788578276997,710196,VOCABULARIO DE PASCAL,WMF MARTINS FON,"ES34,90","17,45",Filosofia
9788578278663,734988,"DIARIOS DE BLUEBELL, OS - A VIDA DEPOIS DE IRI",WMF MARTINS FON,"ES39,90","19,95",Literatura e teoria li
9788546902316,850336,FENOMENOLOGIA DA PERCEPÇAO,WMF MARTINS FON,"ES94,90","47,45",Filosofia
9788560156283,561810,COMEDIAS (1844-1845) - DRAMATURGOS DO BR,WSILM -FV MOLA.R 2TINS FON,"ES69,90","34,95",Teatro
9788578272760,613109,"FIO DE ESPERANÇA, UM",WMF MARTINS FON,"ES39,90","19,95",Infantis e Juvenis
9788578274207,659978,DESKTOP GUIDES - COMUNICAÇAO NOS NEGOCI,WS EMMF  IMNGALRETSIN - SU FMO N,"UEISA PARA L3ID9,A9R0 COM A LI","GUAGEM COMER1C9IA,9L5",Guias
9788578276423,703812,EXPRESSIONISMO ABSTRATO,WMF MARTINS FON,"ES99,90","49,95",Artes
9788578279752,761366,"VIAGEM DAS CARRANCAS, A - EDIÇAO BILINGUE",WMF MARTINS FON,"ES154,90","77,45",Artes
9788578270254,544729,CURSO DE FILOSOFIA MORAL,WMF MARTINS FON,"ES49,90","24,95",Filosofia
9788578272708,647778,OBRAS COMPLETAS - PSICANALISE - VOL. 2,WMF MARTINS FON,"ES99,90","49,95",Psicologia e Psicanál
9788578279172,751766,"ELES, OS JUIZES, VISTOS POR UM ADVOGADO",WMF MARTINS FON,"ES54,90","27,45",Direito
9788560156160,249937,"QUINTAS, AS",WMF MARTINS FON,"ES74,90","37,45",Literatura e teoria li
9788578273248,626588,NOVA CRIMINOLOGIA E OS CRIMES DO COLARIN,WO MBRFA MNACORTINS FON,"ES54,90","27,45",Direito
9788533621862,132168,DEIXEM-ME INVENTAR,WMF MARTINS FON,"ES49,90","24,95",Humor e Quadrinho
9788578277994,725128,COMO DESENHAR QUADRINHOS NO ESTILO MAR,WELMF MARTINS FON,"ES64,90","32,45",Humor e Quadrinho,
9788578273989,656706,TEORIA PLURIVERSALISTA DO DIREITO INTERNAC,OWNMALF MARTINS FON,"ES69,90","34,95",Direito,
9788578273415,647381,FERRAMENTAS PARA O PESQUISADOR INICIANTE,WMF MARTINS FON,"ES74,90","37,45",Linguagem e comun,
9788533604544,130054,PASSO-A-PASSO - INGLES,WMF MARTINS FON,"ES54,90","27,45",Idiomas,
9788533621756,223649,JUSTIÇA POLITICA,WMF MARTINS FON,"ES89,90","44,95",Ciências Sociais,
9788578273477,649030,SERGIO ROMAGNOLO,WMF MARTINS FON,"ES109,90","54,95",Artes,
9788578276201,693720,COM ROLAND BARTHES,WMF MARTINS FON,"ES44,90","22,45",Literatura e teoria li,
9788578274917,681605,CONTRA-HISTORIA DA FILOSOFIA - VOL.4 - OS UL,RWAMS FD AMSA LRUTZINES FON,"ES79,90","39,95",Filosofia,
9788578272722,647784,OBRAS COMPLETAS - PSICANALISE - VOL. 4,WMF MARTINS FON,"ES79,90","39,95",Psicologia e Psicanál,
9788533622036,206544,"CID, O /HORACIO /POLIEUCTO",WMF MARTINS FON,"ES69,90","34,95",Teatro,
9788578275310,695079,POCKET FULL OF RYE,WMF MARTINS FON,"ES49,90","24,95",WMF Idiomas,
9788560156672,510253,"SABEDORIA POPULAR, A",WMF MARTINS FON,"ES59,90","29,95",Ciências Sociais,
9788578270858,566414,TORNAR-SE PESSOA,WMF MARTINS FON,"ES89,90","44,95",Psicologia e Psicanál,
9788578273040,622742,DICIONARIO DE EXPRESSOES POPULARES DA LIN,WUAM PFO MRTAURGTIUNESS FAON,"ES104,90","52,45",Linguagem e comun,
9788546900473,781732,MICHELANGELO - ARQUITETO E ESCULTOR DA C,PWELMAF D MOAS RMTEINDSIC FION,"ES44,90","22,45",Artes,
9788560156276,560156,COMEDIAS (1845-1847) - DRAMATURGOS DO BR,WSILM -FV MOLA.R 3TINS FON,"ES69,90","34,95",Teatro,
9788533609051,130450,"INTERLOCUÇAO NA SALA DE AULA, A",WMF MARTINS FON,"ES39,90","19,95",Educação e psicolog,
9788578275624,691969,BASTAR A SI MESMO - COLEÇAO IDEIAS VIVAS,WMF MARTINS FON,"ES29,90","14,95",Filosofia,
9788578279233,749147,VOCABULARIO BASICO DA PSICANALISE,WMF MARTINS FON,"ES44,90","22,45",Psicologia e Psicanál,
9788578273927,656719,"HISTORIA, A - VOL. 10 - COLEÇAO FILOSOFIAS - O",WRAMZFE RM DAOR TPIENNSS FAORN,"ES29,90","14,95",Filosofia,
9788533603257,129958,MARIO BOTTA,WMF MARTINS FON,"ES49,90","24,95",Arquitetura e Urban,
9788578271947,594508,PRINCESINHA - NAO QUERO FICAR GRIPADA!,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis,
9788546900725,805191,"VIDA CHINESA, UMA - VOL. 3 - O TEMPO DO DIN",WEIRMOF MARTINS FON,"ES54,90","27,45",Humor e Quadrinho,
9788533614413,131071,"PRATICA DA JUSTICA, A",WMF MARTINS FON,"ES74,90","37,45",Direito,
9788533614659,131101,"CORREIO DO CORPO, O - NOVAS VIAS DA ANTIGI",WASMTIFC AMARTINS FON,"ES49,90","24,95",Saúde e orientação,
9788578270056,513725,LIÇOES PROPEDEUTICAS DE FILOSOFIA DO DIREIT,WMF MARTINS FON,"ES109,90","54,95",Direito,
9788578278458,732456,"TRAGEDIAS - A LOUCURA DE HERCULES, AS TROI","NWAMS,F A MS AFERNTICNISA FSON","ES49,90","24,95",Filosofia,
9788533616011,131264,"MENINO CHAMADO GUILHERME, UM",WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis,
9788560156214,561807,COMEDIAS (1833-1844) - DRAMATURGOS DO BR,WSILM -FV MOLA.R 1TINS FON,"ES69,90","34,95",Teatro,
9788578272173,604845,HISTORIAS DE VALOR,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis,
9788578273033,623628,INTRODUÇAO A ANALISE DO DIREITO,WMF MARTINS FON,"ES94,90","47,45",Direito,
9788578272692,647769,OBRAS COMPLETAS - PSICANALISE - VOL. 1,WMF MARTINS FON,"ES79,90","39,95",Psicologia e Psicanál,
9788533614574,131093,DIARIO DE NARCISO - DISCURSO E AFASIA,WMF MARTINS FON,"ES49,90","24,95",Literatura e teoria li,
9788578271855,594498,LEI DE DEUS CONTRA A LIBERDADE DOS HOMEN,",W A M- FU MNADRATMINESN FTOALNI","MESOS E INT4E9G,9R0ISMOS","24,95","Religião, espiritualid",
9788578274627,669525,"ULTIMA ENCARNAÇAO DE DO FAUSTO, A",WMF MARTINS FON,"ES49,90","24,95",Teatro,
9788578275488,"#N/D",TEIMOSIA DA IMAGINAÇAO - DEZ ARTISTAS BRAS,LWEIMROF SM - AERDTIÇINASO F POAN,"REOSCINADA139,90","69,95",Artes,
9788560156245,514953,HISTORIAS E SONHOS,WMF MARTINS FON,"ES49,90","24,95",Literatura e teoria li,
9788546901760,865080,"ETICA, A - COLEÇAO FILOSOFIAS - O PRAZER DO P",WNSMAFR  M- VAORLT.I N40S FON,"ES29,90","14,95",Filosofia,
9788578270407,525588,POLITICA E PAIXAO - RUMO A UM LIBERALISMO,WAMIS FIG MUARLITTIANRSI OFON,"ES64,90","32,45",Ciências Sociais,
9788533618022,131471,GRANDES JURISTAS BRASILEIROS,WMF MARTINS FON,"ES84,90","42,45",Direito,
9788578271053,577408,"DEUSA CHAMADA JUSTIÇA, UMA",WMF MARTINS FON,"ES59,90","29,95",Direito,
9788533616899,131352,VIVER E ...,WMF MARTINS FON,"ES54,90","27,45","Religião, espiritualid",
9788578273149,666202,CENAS DA VIDA AMAZONICA - COLEÇAO CONTIS,AWS ME CF RMOANRISTTINAS  FDOON,"REASSIL64,90","32,45",Literatura e teoria li,
9788578278618,733769,ELMER E OS HIPOPOTAMOS,WMF MARTINS FON,"ES39,90","19,95",Infantis e Juvenis,
9788533622609,215107,CARRANCAS DO SAO FRANCISCO,WMF MARTINS FON,"ES72,90","36,45",Artes,
9788533621879,132169,"SIM, AMOR",WMF MARTINS FON,"ES49,90","24,95",Humor e Quadrinho,
9788533616226,131289,TEATRO DE JOAO DO RIO,WMF MARTINS FON,"ES69,90","34,95",Teatro,
9788533617292,131386,VOZES E SILENCIOS DE MENINOS DE RUA,WMF MARTINS FON,"ES49,90","24,95",Ciências Sociais,
9788560156368,244632,FOFO,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis,
9788578278694,740689,"ARTE DO FOTOGRAFICO, A - OS LIMITES DA FOT",GWRMAFFI AM EA AR TRIENFSL EFXOAN,"ETSEORICA N54A,S9 0DECADAS","E 1980 E 199027,45",Artes,
9788578275839,686798,"EDUCAÇAO PELA PINTURA, A",WMF MARTINS FON,"ES59,90","29,95",Artes,
9788533617698,131437,"UFF, O URSINHO",WMF MARTINS FON,"ES34,90","17,45",Infantis e Juvenis,
9788578271930,594506,PRINCESINHA - POSSO FICAR COM ELE?,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis,
9788578271145,574190,"ARTE DE CONJUGAR VERBOS INGLESES, A",WMF MARTINS FON,"ES49,90","24,95",Guias,
9788578271336,580007,GENEALOGIA DO DIREITO MODERNO - O ESTAD,DWEM NFE CMEASRSITDINASD EFON,"ES54,90","27,45",Direito,
9788578270063,514291,"ARTE DE ARGUMENTAR, A",WMF MARTINS FON,"ES69,90","34,95",Filosofia,
9788560156528,253917,FRAGMENTOS SOBRE A HISTORIA DA FILOSOFIA,WMF MARTINS FON,"ES49,90","24,95",Filosofia,
9788578275280,695085,"CROOKED HOUSE, THE",WMF MARTINS FON,"ES49,90","24,95",WMF Idiomas,
9788578278168,730454,"PRIMEIROS ANOS DE VIDA, OS",WMF MARTINS FON,"ES44,90","22,45",Educação,
9788533622012,206542,ANDROMACA/ BRITANICO,WMF MARTINS FON,"ES39,90","19,95",Teatro,
9788546901968,834546,GRAMMAR MATRIX - WITH ANSWERS,WMF MARTINS FON,"ES119,90","59,95",Idiomas,
9788578275648,684996,LOGICA INFORMAL - MANUAL DE ARGUMENTAÇ,WO MCRFI TMICAARTINS FON,"ES84,90","42,45",Filosofia,
9788546901715,865463,RELIGIAO SEM DEUS,WMF MARTINS FON,"ES34,90","17,45",Religião,
9788578276935,713670,"DETALHE NA TIPOGRAFIA, O",WMF MARTINS FON,"ES39,90","19,95",Artes,
9786586016277,922205,PERGUNTAS QUE ME FAZEM SOBRE O HOLOCAU,WTOMF MARTINS FON,"ES39,90","19,95",História e Geografia,
9788578278793,746933,WHAT'S ON - APRENDA INGLES COM FILMES E SE,WIEMS F MARTINS FON,"ES59,90","29,95",Idiomas,
9788578273217,637960,"GOVERNO DE SI E DOS OUTROS, O",WMF MARTINS FON,"ES74,90","37,45",Filosofia,
9788533620315,131973,PELA CIDADE,WMF MARTINS FON,"ES79,90","39,95",Literatura e teoria li,
9788578276607,710621,"DESAFIO DO OLHAR, O - VOL.2 - FOTOGRAFIA E A",WTEMS FV MISUAARITSI NSO F POEN,"IOESDO DAS V54A,N9G0 UARDAS","ISTORICAS27,45",Artes,
9788533608870,130432,RITMO DA ESCRITA,WMF MARTINS FON,"ES69,90","34,95",Linguagem e comun
9788578276751,706818,DOUTOR PROKTOR - A BANHEIRA DO TEMPO,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788578274177,656722,SEM MEDO DE PENSAR - BREVE PASSEIO PELA HI,TWOMRIFA M DARS TIDINESIA FSON,"ES39,90","19,95",Filosofia
9788578275921,691968,"PAIS QUE QUEREMOS SER, OS",WMF MARTINS FON,"ES54,90","27,45",Psicologia e Psicanál
9788578278281,731939,AULAS DE PSICOLOGIA E DE METAFISICA,WMF MARTINS FON,"ES84,90","42,45",Filosofia
9788578278359,738390,COCO - UMA HISTORIA NATURAL DO INDIZIVEL -,WOLMEÇF AMOA CRITEINCSI AF OA,"IMESAL44,90","22,45",Infantis e Juvenis
9788578275143,686102,WHY DIDN ́T THEY ASK EVANS? - WITH CD,WMF MARTINS FON,"ES49,90","24,95",WMF Idiomas
9788578275273,695080,SPARKLING CYANIDE,WMF MARTINS FON,"ES49,90","24,95",WMF Idiomas
9788533620773,132036,MORAL,WMF MARTINS FON,"ES39,90","19,95",Filosofia
9788578277789,719606,PERGUNTAS E RESPOSTAS SOBRE O UNIVERSO D,WTOMLKF IMENARTINS FON,"ES34,90","17,45",Literatura Estrangei
9788533614796,131117,"OVO EXTRAORDINARIO, UM",WMF MARTINS FON,"ES54,90","27,45",Infantis e Juvenis
9788533622081,208013,METODOS DE CRITICA LITERARIA,WMF MARTINS FON,"ES59,90","29,95",Literatura e teoria li
9788578272418,612149,MATILDA,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788533615762,131231,DEPOIS DA ARQUITETURA MODERNA,WMF MARTINS FON,"ES69,60","34,80",Arquitetura e Urban
9788533614383,131068,"ARTE DE CONVERSAR, A",WMF MARTINS FON,"ES34,90","17,45",Filosofia
9788533622623,217368,"GIZ VERMELHO, O",WMF MARTINS FON,"ES39,90","19,95",Infantis e Juvenis
9788578279196,751813,NINGUEM VAI FICAR BRAVO?,WMF MARTINS FON,"ES64,90","32,45",Infantis e Juvenis
9788546902781,895083,"GUIA DE ARQUITETURA DE SAO PAULO, UM",WMF MARTINS FON,"ES59,90","29,95",Arquitetura e Urban
9788578279134,805213,CONTRA-HISTORIA DA FILOSOFIA - VOL. 6 - AS RA,WICMALFI DMAADRETSI NEXS IFSOTEN,"CEISAIS79,90","39,95",Filosofia
9788533617605,131424,NAO FUI EU!,WMF MARTINS FON,"ES49,90","24,95",Humor e Quadrinho
9788578270148,524627,PSICANALISE DO ADOLESCENTE,WMF MARTINS FON,"ES59,90","29,95",Educação e psicolog
9788578274009,656717,COMO ENCONTRAR A FELICIDADE - OS PASSOS D,W UMF M MOANRGTEIN RSU FMOON,"AE SUMA VID4A9 ,P9L0ENA","24,95","Religião, espiritualid"
9788578278328,727844,COMIDA & COZINHA - CIENCIA E CULTURA DA CU,WINMARFI AMARTINS FON,"ES129,90","64,95",Gastronomia
9788533621435,132124,DEZ TEORIAS DA NATUREZA HUMANA,WMF MARTINS FON,"ES79,90","39,95",Filosofia
9788533621763,217221,TEORIA GERAL DO DIREITO,WMF MARTINS FON,"ES104,90","52,45",Direito
9788578272180,601850,INTRODUÇAO A FILOSOFIA,WMF MARTINS FON,"ES94,90","47,45",Filosofia
9788533609297,130473,"DIARIO DE LEITURAS, O",WMF MARTINS FON,"ES49,40","24,70",Educação e psicolog
9788578276621,727471,"PORCO MAGICO, O",WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788533617131,131367,"PRIMAVERAS, AS",WMF MARTINS FON,"ES39,90","19,95",Literatura e teoria li
9788578274467,684197,"DIREITO PELO AVESSO, O - UMA ANTOLOGIA JUR",DWICMAF A MLTAERTNINAST IFVOAN,"ES74,90","37,45",Direito
9788578274856,671388,"ARTE, A - VOL. 14 - COLEÇAO FILOSOFIAS - O PRA",WERM DFO M PAENRTSIANRS FON,"ES29,90","14,95",Filosofia
9788578273668,649283,SETE CAMUNDONGOS CEGOS,WMF MARTINS FON,"ES39,90","19,95",Infantis e Juvenis
9788578277369,718408,"ARTE DE QUADRINIZAR, A",WMF MARTINS FON,"ES39,90","19,95",Artes
9788533614864,131127,ESPUMAS FLUTUANTES / OS ESCRAVOS,WMF MARTINS FON,"ES59,90","29,95",Literatura e teoria li
9788533611139,130671,ARTE BARROCA BRASILEIRA PARA CRIANÇAS,WMF MARTINS FON,"ES59,90","29,95",Infantis e Juvenis
9788578272746,619339,DICCIONARIO ESENCIAL DE LA LENGUA ESPANOL,WMF MARTINS FON,"ES79,90","39,95",Dicionários
9788578275068,682046,"COR NA ARTE, A - COLEÇAO MUNDO DA ARTE",WMF MARTINS FON,"ES74,90","37,45",Artes
9788533606371,130207,MENINO DAS AGUAS,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788578274559,668412,SISTEMA E ESTRUTURA NO DIREITO - CAIXA COM,3W VMOFL UMMAERSTINS FON,"ES279,90","139,95",Direito
9788578275679,705753,CIENCIAS DA EDUCAÇAO,WMF MARTINS FON,"ES64,90","32,45",Educação
9788578276966,715044,DO CORPO,WMF MARTINS FON,"ES54,90","27,45",Filosofia
9788560156566,255871,POLITICA E HISTORIA - DE MAQUIAVEL A MARX,WMF MARTINS FON,"ES79,90","39,95",Ciências Sociais
9788578270339,522797,CONTRA-HISTORIA DA FILOSOFIA - VOL.2 - O CRI,WIAMNIFS MOAR HTEINDSO FNOISN,"AES79,90","39,95",Filosofia
9788546901159,793272,"MITO DO COLESTEROL, O",WMF MARTINS FON,"ES49,90","24,95",Medicina e Saúde
9788578272517,610950,LEVANDO OS DIREITOS A SERIO,WMF MARTINS FON,"ES89,90","44,95",Direito
9788533606203,130195,VAMOS FALAR SOBRE SEXO,WMF MARTINS FON,"ES59,90","29,95",Infantis e Juvenis
9788578279370,757462,PADDINGTON - O LIVRO DO FILME,WMF MARTINS FON,"ES29,90","14,95",Infantis e Juvenis
9788533621602,132147,CADA UM NO SEU LUGAR,WMF MARTINS FON,"ES49,90","24,95",Humor e Quadrinho
9788560156474,520390,DINAMICA DO FOLCLORE,WMF MARTINS FON,"ES54,90","27,45",Ciências Sociais
9788546901425,838164,"MALFAZER, DIZER VERDADEIRO",WMF MARTINS FON,"ES59,90","29,95",Filosofia
9788533612235,130803,ORIENTACAO FILOSOFICA,WMF MARTINS FON,"ES79,90","39,95",Filosofia
9788533615755,131230,TEATRO DE ALVARES DE AZEVEDO - MACARIO/ N,WITME NF AM TAARVTEINRNS AFON,"ES34,90","17,45",Teatro
9788560156122,237717,DEMONIOS,WMF MARTINS FON,"ES39,90","19,95",Literatura e teoria li
9788560156559,514289,"CATIMBO, CANA CAIANA, XENHENHEM",WMF MARTINS FON,"ES59,90","29,95",Literatura e teoria li
9788578278472,732453,INTRODUÇAO A TRAGEDIA DE SOFOCLES,WMF MARTINS FON,"ES39,90","19,95",Filosofia
9788578275587,691316,DISCIPLINA SEM GRITOS NEM SURRAS,WMF MARTINS FON,"ES49,90","24,95",Psicologia e Psicanál
9788546900411,781721,VELAZQUEZ,WMF MARTINS FON,"ES54,90","27,45",Artes
9788578278397,732451,BUMBA-MEU-BOI,WMF MARTINS FON,"ES74,90","37,45",Infantis e Juvenis
9788533623026,224257,CONTOS FLUMINENSES,WMF MARTINS FON,"ES49,90","24,95",Literatura e teoria li
9788560156610,256507,ME LARGA!  SEPARAR-SE PARA CRESCER,WMF MARTINS FON,"ES49,90","24,95",Educação e psicolog
9788578275051,680433,POSTAIS DA TERRA DE NINGUEM,WMF MARTINS FON,"ES59,90","29,95",Infantis e Juvenis
9788533609198,130467,"LIVRO DAS PESSIMAS BOAS MANEIRAS, O",WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788578278274,731541,IMAGINAÇAO E CRIATIVIDADE NA INFANCIA,WMF MARTINS FON,"ES44,90","22,45",Educação
9788533622463,215098,"AVENTURAS DA DIALETICA, AS",WMF MARTINS FON,"ES59,90","29,95",Filosofia
9788546902378,964917,"FADA DA TORNEIRA E OUTROS CONTOS, A",WMF MARTINS FON,"ES39,90","19,95",Infantis e Juvenis
9788578270278,524501,"PARADOXO DA MORAL, O",WMF MARTINS FON,"ES49,90","24,95",Filosofia
9788578271640,591489,WABI SABI,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788578270117,536341,COMEDIAS,WMF MARTINS FON,"ES114,90","57,45",Teatro
9788578272869,622740,DIALOGO COM NIETZSCHE - ENSAIOS 1961-2000,WMF MARTINS FON,"ES69,90","34,95",Filosofia
9788578273378,630393,ENSAIOS FILOSOFICOS,WMF MARTINS FON,"ES69,90","34,95",Filosofia
9788533615151,131153,"FERNANDO PESSOA - AQUEM DO EU, ALEM DO",UWTMROF MARTINS FON,"ES74,90","37,45",Literatura e teoria li
9788533622753,216938,"CAMPO GRUPAL, O",WMF MARTINS FON,"ES49,90","24,95",Educação e psicolog
9788578277642,722315,"PONCHE DOS DESEJOS, O",WMF MARTINS FON,"ES54,90","27,45",Infantis e Juvenis
9788546900237,776670,"VIDA CHINESA, UMA - VOL. 2 - O TEMPO DO PAR",WIDOMF MARTINS FON,"ES54,90","27,45",Humor e Quadrinho
9788533609129,130460,HISTORIADORES LATINOS,WMF MARTINS FON,"ES69,90","34,95",História
9788533623484,249575,INTERPRETAÇAO DA LEI E DOS ATOS JURIDICOS,WMF MARTINS FON,"ES109,90","54,95",Direito
9788533614499,131082,ANTES E DEPOIS DE SOCRATES,WMF MARTINS FON,"ES34,90","17,45",Filosofia
9788546901340,804983,DAS VIRGENS EM CARDUMES E DA COR DAS AUR,WS MF MARTINS FON,"ES49,90","24,95",Artes
9788578276911,711752,BREVE HISTORIA DOS JUDEUS,WMF MARTINS FON,"ES79,90","39,95",Religião
9788533616776,131336,ESCULTURA MODERNA - UMA HISTORIA CONCIS,WMF MARTINS FON,"ES69,90","34,95",Artes
9788578272593,611446,"ANTROPOLOGIA DA DOENÇA, A",WMF MARTINS FON,"ES69,90","34,95",Medicina e Saúde
9788578275358,695082,"4:50 FROM PADDINGTON, THE",WMF MARTINS FON,"ES49,90","24,95",WMF Idiomas
9788578273255,656710,"ARTE CULINARIA NA BAHIA, A",WMF MARTINS FON,"ES39,90","19,95",Gastronomia
9788546900527,780635,"HISTORIA DE KULLERVO, A",WMF MARTINS FON,"ES44,90","22,45",Literatura Estrangei
9788578271244,575145,"BIOPATIA DO CANCER, A",WMF MARTINS FON,"ES109,90","54,95",Saúde e orientação
9788533610453,130587,"PEQUENO TIRANO, O - OS LIMITES DE QUE A CRI",NWÇMA FP MREACRISTAINS FON,"ES49,90","24,95",Saúde e orientação
9788578276683,706055,TRANSFORMANDO VINAGRE EM MEL,WMF MARTINS FON,"ES34,90","17,45",Educação e psicolog
9788533623095,223220,"MUNDO DO SENHOR DOS ANEIS, O: VIDA E OBR",WDEM J.FR M.R.A TROTILNKSIE FNON,"ES49,90","24,95",Literatura e teoria li
9788578275327,695078,AFTER THE FUNERAL,WMF MARTINS FON,"ES49,90","24,95",WMF Idiomas
9788533620841,132047,"CONSTITUINTE DE 1946, GETULIO, O SUJEITO OC","WLTMO,F A MARTINS FON","ES109,90","54,95",História
9788533605565,130125,"ADEUS, PASSARINHO!",WMF MARTINS FON,"ES39,90","19,95",Infantis e Juvenis
9788533613591,130977,DESPERTA E LE,WMF MARTINS FON,"ES59,40","29,70",Filosofia
9788578278946,740576,VEIO - ESCULTURAS,WMF MARTINS FON,"ES99,90","49,95",Artes
9788578273675,653425,FAVELA - COLEÇAO INSPIRADA NO PROGRAMA U,W PMEF D ME AQRUTEI?NS FON,"ES39,90","19,95",Infantis e Juvenis
9788533614543,131087,ALVAR AALTO - COLEÇAO ARQUITETOS,WMF MARTINS FON,"ES59,90","29,95",Arquitetura e Urban
9788533621084,132071,ESCRITOS (OPUSCULA SACRA),WMF MARTINS FON,"ES59,90","29,95",Filosofia
9788533613010,130908,TUDO SOBRE GATOS,WMF MARTINS FON,"ES74,90","37,45",Guias
9788578275785,698465,MOMO E O SENHOR DO TEMPO,WMF MARTINS FON,"ES49,90","24,95",Infantis e Juvenis
9788578278533,735810,HISTORIA DO DIREITO NA EUROPA - DA IDADE M,DWIAM AF MIDARDTEI NCOS NFOTEN,"EPSORANEA94,90","47,45",História e Geografia
9788533619104,131538,"CIENCIA DO FOLCLORE, A",WMF MARTINS FON,"ES59,90","29,95",Ciências Sociais
9788578273996,654021,TIRO CERTEIRO,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788533612525,130847,GUIA DE CONVERSAÇAO COMERCIAL - ESPANHO,WMF MARTINS FON,"ES34,90","17,45",Guias
9788533617650,131433,TEATRO DE MACHADO DE ASSIS,WMF MARTINS FON,"ES84,90","42,45",Teatro
9788533620506,132003,"ARTE DA FELICIDADE NO TRABALHO, A",WMF MARTINS FON,"ES54,90","27,45","Religião, espiritualid"
9788578272302,602506,QUE PRESENTE INAPRESENTAVEL!,WMF MARTINS FON,"ES49,90","24,95",Humor e Quadrinho
9788533604551,130055,PASSO-A-PASSO - FRANCES,WMF MARTINS FON,"ES54,90","27,45",Idiomas
9788533605930,130166,TADAO ANDO,WMF MARTINS FON,"ES54,90","27,45",Arquitetura e Urban
9788533608061,130357,ENSAIO DE PSICOLOGIA SENSIVEL,WMF MARTINS FON,"ES84,90","42,45",Educação e psicolog
9788578276102,693817,"ARTE DE CONJUGAR VERBOS FRANCESES, A",WMF MARTINS FON,"ES49,90","24,95",Guias
9788578275174,686185,N OR M? - WITH CD,WMF MARTINS FON,"ES44,90","22,45",WMF Idiomas
9788578278779,735526,"CIDADE VISTA, A - MERCADORIAS E CULTURA UR",WANMAF MARTINS FON,"ES54,90","27,45",Ciências Humanas
9788578274122,665745,BIBLIOBURRO - UMA HISTORIA REAL,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788546901319,796757,ALEX FLEMMING,WMF MARTINS FON,"ES69,90","34,95",Artes
9788578271527,651179,"PAIS SECRETO, O",WMF MARTINS FON,"ES54,90","27,45",Infantis e Juvenis
9788578273941,653297,OBRAS COMPLETAS - PSICANALISE - 4 VOLUMES,WMF MARTINS FON,"ES299,90","149,95",Psicologia e Psicanál
9788578271657,591479,"IDEIA DO BEM ENTRE PLATAO E ARISTOTELES, A",WMF MARTINS FON,"ES44,90","22,45",Filosofia
9788533612549,130849,GUIA DE CONVERSAÇAO COMERCIAL - FRANCES,WMF MARTINS FON,"ES34,90","17,45",Guias
9788578275303,695083,THEY DO IT WITH MIRRORS,WMF MARTINS FON,"ES49,90","24,95",WMF Idiomas
9788578275662,688376,GUIA DE CONVERSAÇAO DO GREGO (CHAMBERS,WMF MARTINS FON,"ES34,90","17,45",Guias
9788533608245,130373,COESAO E COERENCIA EM NARRATIVAS ESCOLAR,WS MF MARTINS FON,"ES49,90","24,95",Educação e psicolog
9788578275365,695086,CAT AMONGST THE PIGEONS,WMF MARTINS FON,"ES49,90","24,95",WMF Idiomas
9788578277857,725458,FUNDAMENTOS DO DESENHO ARTISTICO,WMF MARTINS FON,"ES99,90","49,95",Artes
