ISBN,PRODUTO,AUTOR,PREÇO,PREÇO USP
9786599032806,CALIGRAFIA DOS SENTIMENTOS,"ROSEANAMURRAY/SILVANESILVA","35,00","17,5"
9788554867058,CORPO CLAREIRA,CARINA CARVALHO,"38,00",19
9788554867065,"LUTEI CONTRA 100 LEOES: TODOSOS 100 ERAM JUMENTOS",GRAZIELA BARDUCO,"20,00",10
9788554867027,MORADA,CATITA,"38,00",19
