"A vida na Grécia: rapsódia BAGNO, MARCOS 49,00","24,50"
"Saussure e Benveniste no Brasil: quarto aulas na École NorFmLaOleR SEuSp, éVraieldirier do Nascimento","26,00","13,00"
"Saussure, o texto e o discurso: cem anos de heranças e recCeRpçUõZe,s Márcio Alexandre | PIOVEZANI, Carlos | 4T8E,S00TENOIR2E4,, 0P0i",,
Segunda língua: aquisição e conhecimento Ricardo Augusto de Souza,"39,00","19,50"
"Semântica FERRAREZI JR., Celso | RASO, Tommaso","39,00","19,50"
"Semântica, (A) TAMBA, Irène","32,00","16,00"
"Sete erros aos quatro ventos: a variação linguística no ensinBoA dGeN pOo,r tMugaurcêoss Araújo","35,00","17,50"
"Sintaxe FERRAREZI JR., Celso | PERINI, Mário A.","39,00","19,50"
"Situar a linguagem SIGNORINI, Inês","33,00","16,50"
"Sobre a fala dialogal JAKUBINSKIJ, Lev","33,00","16,50"
"Sociolinguística: uma introdução crítica CALVET, Louis-Jean","32,00","16,00"
"Solipso BAGNO, Marcos Araújo","33,00","16,50"
"Sujeito em peças de teatro (1833-1992), O: estudos diacrônDicUoAsRTE, Ma Eugenia Lammoglia","33,00","16,50"
"Sujeito gramatical no português brasileiro, O VV.AA","33,00","16,50"
"Sujeitos em ambientes virtuais: Festschriften para Stella MaMrisO BLLoIrCtoAn,i -MRiac Caredcoilia de Magalhães","28,00","14,00"
Tecnologias digitais e escola Ana Elisa Ribeiro e Pollyanna de Matos Vecchio,"9,00","4,50"
"Tecnologias para aprender COSCARELLI, Carla Viana","39,00","19,50"
"Teoria da ação letrada BAZERMAN, Charles","47,00","23,50"
"Território das palavras ANTUNES, Irandé","35,00","17,50"
"Texto e seus conceitos (O) BATISTA, Ronaldo de Oliveira","33,00","16,50"
"Textos multimodais: leitura e produção RIBEIRO, Ana Elisa","26,00","13,00"
"Textualidade: noções básicas e implicações pedagógicas ANTUNES, Irandé","35,00","17,50"
"Tiras no ensino RAMOS, Paulo","51,00","25,50"
"Todo da língua (O): teoria e prática do ensino de portuguêsNEVES, Ma Helena de Moura | CASSEB-GALVÃ3O5,, 0V0ânia Cri1s7tin,5a0",,
"TRAÍRA KEMOUN, Hubert Ben","30,00","15,00"
"Trabalhos de pesquisa: diários de leitura para a revisão biblMioAgrCáHficAaDO, Anna Rachel","33,00","16,50"
"Tradução: história, teorias e métodos OUSTINOFF, Michael","32,00","16,00"
"Unidade e variação na língua portuguêsa: suas representaçVõAesLENTE, André C","34,00","17,00"
"Vaganau BAGNO, Marcos Araújo","35,00","17,50"
