"",,,,,"Lista delivros FestaVirtual dolivro da USP2021",
"",,,,,,
Título,ISBN,Autor,Preço Capa,Desc,,Preço com d
ESCUTA,,,,,,
https://www.livrariapulsional.com/a-pulsao-de-morte-p329
https://www.livrariapulsional.com/a-clinica-psicanalitica-em-face-da-dimensao-sociopolitica-do-sofrimento-p399
https://www.livrariapulsional.com/psicologia-e-compromisso-social-unidade-na-diversidade-p385
https://www.livrariapulsional.com/dialogos-psicanaliticos-contemporaneos-bion-e-laplanche-do-afeto-ao-pensamento-p72
https://www.livrariapulsional.com/o-aprendiz-de-historiador-e-o-mestre-feiticeiro-do-discurso-identificante-ao-discurso-delirante-p302
https://www.livrariapulsional.com/psicanalise-bases-neurofisiologicas-p463
https://www.livrariapulsional.com/a-repeticao-na-experiencia-analitica-p420
https://www.livrariapulsional.com/a-sombra-do-objeto-psicanalise-do-conhecido-nao-pensado-p457
https://www.livrariapulsional.com/cata-ventos-invencoes-na-clinica-psicanalitica-institucional-p400
https://www.livrariapulsional.com/o-nome-da-gente-pequenas-estorias-subjetividades-loucas-e-poeticas-p375
https://www.livrariapulsional.com/a-psicanalise-em-situacoes-sociais-criticas-metodologia-clinica-e-intervencoes-p311
https://www.livrariapulsional.com/pesquisa-em-psicopatologia-fundamental-p475
https://www.livrariapulsional.com/o-psychoanalytic-quarterly-artigos-contemporaneos-de-psicanalise-p452
https://www.livrariapulsional.com/a-supervisao-como-interrogante-da-praxis-analitica-desejo-de-analista-e-a-transmissao-da-psicanalise-p422
https://www.livrariapulsional.com/imigracao-atual-dilemas-insercao-
https://www.livrariapulsional.com/a-bulimia-p41
https://www.livrariapulsional.com/hysteria-p691
https://www.livrariapulsional.com/o-psychoanalytic-quarterly-artigos-contemporaneos-de-psicanalise-p451
https://www.livrariapulsional.com/as-escritas-do-odio-p130
https://www.livrariapulsional.com/melanie-klein-estilo-e-pensamento-p469
https://www.livrariapulsional.com/comunicacao-interdisciplinar-na-educacao-p389
https://www.livrariapulsional.com/encontros-e-desencontros-nada-e-por-acaso-p359
https://www.livrariapulsional.com/um-interprete-em-busca-de-sentido-vol2-p73
https://www.livrariapulsional.com/sexo-p321
https://www.livrariapulsional.com/interlocucoes-sobre-o-feminino-na-clinica-na-teoria-na-cultura-p425
https://www.livrariapulsional.com/reverie-e-interpretacao-captando-algo-humano-p856
https://www.livrariapulsional.com/seminarios-de-zollikon-protocolos-dialogos-cartas-p481
https://www.livrariapulsional.com/por-detras-da-tela-p315
https://www.livrariapulsional.com/cruzamentos-2-pensando-a-violencia-p248
https://www.livrariapulsional.com/encontro-transcultural-subjetividade-e-psicopatologia-no-mundo-globalizado-p360
https://www.livrariapulsional.com/a-neurose-obsessiva-freud-lacan-p1061
https://www.livrariapulsional.com/febem-familia-e-identidade-o-lugar-do-outro-p353
https://www.livrariapulsional.com/universo-psiquico-ensaios-e-reproducao-do-capital-freudo-marxistas-p337
https://www.livrariapulsional.com/autoritarismo-afetivo-a-prussia-como-sentimento-p406
https://www.livrariapulsional.com/a-invencao-do-psicologico-quatro-seculos-de-subjetivacao-1500-1900-p274
https://www.livrariapulsional.com/o-que-e-diagnosticar-em-psiquiatria-p276
https://www.livrariapulsional.com/iompostioma-experimento-de-criogenia-p275
https://www.livrariapulsional.com/estruturacao-psiquica-e-subjetivacao-da-crianca-em-idade-escolar-o-trabalho-da-latencia-p416
https://www.livrariapulsional.com/historia-da-dor-p285
https://www.livrariapulsional.com/reflexoes-sobre-autismo-enactment-procriacao-fantasia-borderline-e-outros-temas-1-e-2-p79
https://www.livrariapulsional.com/kadmonvort-habitantes-do-terceiro-planeta-p27
https://www.livrariapulsional.com/sintoma-em-lacan-p470
https://www.livrariapulsional.com/da-hospitalidade-anne-dufourmantelle-convida-jacques-derrida-a-falar-da-hospitalidade-p393
https://www.livrariapulsional.com/o-bebe-na-creche-p921
https://www.livrariapulsional.com/ser-crianca-p1125
https://www.livrariapulsional.com/ensaio-sobre-as-pedofilias-p1120
https://www.livrariapulsional.com/convenios-psicologicos-e-psicoterapia-psicanalitica-p390
https://www.livrariapulsional.com/merleau-ponty-filosofia-como-corpo-e-existencia-p291
https://www.livrariapulsional.com/controversias-a-respeito-de-enactment-e-outros-trabalhos-p1032
https://www.livrariapulsional.com/o-arranjo-e-a-cancao-uma-abordagem-semiotica-p411
https://www.livrariapulsional.com/a-construcao-da-parentalidade-em-maes-adolescentes-um-modelo-de-intervencao-e-prevencao-p401
https://www.livrariapulsional.com/do-desabrigo-a-confianca-daseinsanalyse-e-terapia-p250
https://www.livrariapulsional.com/a-festa-tecnologica-o-tragico-e-a-critica-da-cultura-informacional-p254
https://www.livrariapulsional.com/ataris-vort-no-planeta-mega-jornada-para-alpha-centauri-p244
https://www.livrariapulsional.com/psicossomatica-final-de-analise-psicoterapia-e-outros-estudos-livro-anual-de-psicanalise-xxvi-2012-p316
https://www.livrariapulsional.com/declinacoes-da-angustia-p458
https://www.livrariapulsional.com/nome-figura-e-memoria-a-linguagem-na-situacao-psicanalitica-p12
https://www.livrariapulsional.com/o-ouvido-do-analista-e-o-olho-do-critico-repensando-psicanalise-e-literatura-p456
https://www.livrariapulsional.com/psicose-uma-leitura-psicanalitica-p332
https://www.livrariapulsional.com/catastrofe-e-representacao-com-ficcao-inedita-de-bernardo-carvalho-e-modesto-carone-p433
https://www.livrariapulsional.com/o-duplo-limite-o-aparelho-psiquico-de-andre-green-p763
https://www.livrariapulsional.com/sonhar-dormir-e-psicanalisar-viagens-ao-informe-p432
https://www.livrariapulsional.com/memoria-da-lingua-imigracao-e-nacionalidade-p288
https://www.livrariapulsional.com/superego-p342
https://www.livrariapulsional.com/bion-em-nove-licoes-lendo-transformacoes-p418
https://www.livrariapulsional.com/sublimacao-clinica-e-metapsicologia-p344
https://www.livrariapulsional.com/quem-da-patria-sai-a-si-mesmo-escapa-um-estudo-psicanalitico-sobre-migracao-p380
https://www.livrariapulsional.com/a-repeticao-entre-recordacao-e-destino-p1030
https://www.livrariapulsional.com/o-fim-e-o-comeco-uma-leitura-psicanalitica-do-encontro-intergeracional-entre-adolescentes-e-idosos-p270
https://www.livrariapulsional.com/psicanalise-e-medicina-p312
https://www.livrariapulsional.com/a-formacao-do-psicanalista-p281
https://www.livrariapulsional.com/psicanalise-elementos-para-a-clinica-contemporanea-p314
https://www.livrariapulsional.com/culpa-p459
https://www.livrariapulsional.com/casal-e-familia-como-paciente-p306
https://www.livrariapulsional.com/memoria-e-exilio-p289
https://www.livrariapulsional.com/pluralismo-psicanalitico-p80
https://www.livrariapulsional.com/psicanalise-na-uti-morte-vida-e-possiveis-da-interpretacao-p379
https://www.livrariapulsional.com/driblando-a-perversao-psicanalise-futebol-e-subjetividade-brasileira-p374
https://www.livrariapulsional.com/o-inconsciente-varias-leituras-p262
https://www.livrariapulsional.com/psicanalise-e-psicossomatica-casos-clinicos-construcoes-p450
https://www.livrariapulsional.com/a-relacao-entre-o-psicanalista-e-suas-teorias-p322
https://www.livrariapulsional.com/limiares-do-contemporaneo-entrevistas-p271
https://www.livrariapulsional.com/freud-na-filosofia-brasileira-p300
https://www.livrariapulsional.com/novas-fronteiras-da-clinica-psicanalitica-de-casal-e-familia-p238
https://www.livrariapulsional.com/do-espirito-da-coisa-um-calculo-de-graca-sobre-o-percurso-de-uma-psicanalise-p249
https://www.livrariapulsional.com/do-espirito-da-coisa-um-calculo-de-graca-sobre-o-percurso-de-uma-psicanalise-p249
https://www.livrariapulsional.com/olho-dagua-arte-e-loucura-em-exposicao-p236
https://www.livrariapulsional.com/rede-clinica-p477
https://www.livrariapulsional.com/peter-e-o-adoecer-silencioso-p127
https://www.livrariapulsional.com/tpm-tensao-paixao-e-mal-estar-a-subjetivacao-de-uma-mulher-em-tensao-pre-menstrual-p339
https://www.livrariapulsional.com/seminario-de-leitura-de-texto-ano-2006-2007-seminario-a-angustia-de-jacques-lacan-p893
https://www.livrariapulsional.com/gemeos-subjetividade-e-narcisismo-especificidades-interferentes-p268
https://www.livrariapulsional.com/a-escrita-no-limiar-do-sentido-p326
https://www.livrariapulsional.com/freud-e-o-problema-do-poder-p74
https://www.livrariapulsional.com/teorizando-sobre-fundamentos-basicos-da-psicanalise-p231
https://www.livrariapulsional.com/as-arvores-de-conhecimentos-p404
https://www.livrariapulsional.com/depressao-p392
https://www.livrariapulsional.com/por-uma-nova-psicopatologia-da-infancia-e-da-adolescencia-p818
https://www.livrariapulsional.com/wittgenstein-no-brasil-p335
https://www.livrariapulsional.com/psicanalise-invencoes-controversias-e-descobertas-p230
https://www.livrariapulsional.com/traumas-p350
https://www.livrariapulsional.com/uma-clinica-especifica-com-casais-contribuicoes-teoricas-e-tecnicas-p462
https://www.livrariapulsional.com/fantasia-de-brasil-as-identificacoes-na-busca-da-identidade-nacional-p256
https://www.livrariapulsional.com/rumo-a-uma-nova-epistemologia-da-psiquiatria-p320
https://www.livrariapulsional.com/adolescentes-p521
https://www.livrariapulsional.com/a-dor-p482
https://www.livrariapulsional.com/a-psicologia-tem-paradigmas-p240
https://www.livrariapulsional.com/arte-e-psique-um-poder-sem-majestade-p62
https://www.livrariapulsional.com/assassinatos-de-almas-p405
https://www.livrariapulsional.com/criancas-publicas-adultos-privados-p441
https://www.livrariapulsional.com/descobrindo-o-impensado-a-religiosidade-do-ateu-freud-e-de-cada-umy-p333
https://www.livrariapulsional.com/imigrantes-incidencias-subjetivas-das-mudancas-de-lingua-e-pais-p263
https://www.livrariapulsional.com/afeto-e-linguagem-nos-primeiros-escritos-de-freud-p308
https://www.livrariapulsional.com/imperativos-do-supereu-testemunhos-clinicos-p351
https://www.livrariapulsional.com/isaias-melsohn-a-psicanalise-e-a-vida-setenta-anos-de-historias-paulistanas-e-a-formacao-de-um-pensamento-renovador-n-p301
https://www.livrariapulsional.com/transferencias-p338
https://www.livrariapulsional.com/a-clinica-da-constituicao-do-laco-corpo-linguagem-psicanalise-p234
https://www.livrariapulsional.com/conexoes-virtuais-dialogos-com-a-psicanalise-p480
https://www.livrariapulsional.com/tausk-e-o-aparelho-de-influenciar-na-psicose-p10
https://www.livrariapulsional.com/voluntariado-uma-dimensao-etica-p384
https://www.livrariapulsional.com/a-pintura-encarnada-seguido-de-a-obra-prima-desconhecida-de-honore-de-balzac-p235
https://www.livrariapulsional.com/narcisismos-p444
https://www.livrariapulsional.com/psicopatologia-psicanalitica-e-outros-estudos-p1031
https://www.livrariapulsional.com/na-caverna-dos-duplos-p286
https://www.livrariapulsional.com/hipocondria-p293
https://www.livrariapulsional.com/psicopatologia-e-disfuncao-eretil-p476
https://www.livrariapulsional.com/a-imagem-corporal-especular-no-sujeito-em-constituicao-de-freud-a-lacan-p264
https://www.livrariapulsional.com/um-interprete-em-busca-de-sentido-p273
https://www.livrariapulsional.com/a-morte-de-socrates-monologo-filosofico-p292
https://www.livrariapulsional.com/conformismo-etica-subjetividade-e-objetividade-p20
https://www.livrariapulsional.com/litorais-da-psicanalise-p467
https://www.livrariapulsional.com/anorexia-e-bulimia-p443
https://www.livrariapulsional.com/nem-todos-os-caminhos-levam-a-roma-p245
https://www.livrariapulsional.com/erotomania-p253
https://www.livrariapulsional.com/o-que-resta-da-infancia-p784
https://www.livrariapulsional.com/desenvolvimento-clinico-de-melanie-klein-p251
https://www.livrariapulsional.com/complexo-de-edipo-uma-nova-teoria-p1020
https://www.livrariapulsional.com/em-torno-de-o-mal-estar-na-cultura-de-freud-p424
https://www.livrariapulsional.com/a-metapsicologia-de-chistopher-bollas-p131
https://www.livrariapulsional.com/clinica-em-transito-acompanhamentos-terapeuticos-p86
https://www.livrariapulsional.com/a-deformacao-do-psicanalista-as-condicoes-do-ato-psicanalitico-p436
https://www.livrariapulsional.com/diferencas-sexuais-p358
https://www.livrariapulsional.com/paixanaliticom-psicanalise-e-comicidade-p1028
https://www.livrariapulsional.com/a-mente-do-analista-p1109
https://www.livrariapulsional.com/depressao-estacao-psique-refugio-espera-encontro-p397
https://www.livrariapulsional.com/mancar-nao-e-pecado-p282
https://www.livrariapulsional.com/a-neurose-obsessiva-p466
https://www.livrariapulsional.com/uma-pulsao-espetacular-psicanalise-e-teatro-p327
https://www.livrariapulsional.com/extrasexo-ensaio-sobre-o-transexualismo-p438
https://www.livrariapulsional.com/casta-diva-callas-e-a-pulsao-de-morte-p439
https://www.livrariapulsional.com/psicanalise-em-trabalho-p310
https://www.livrariapulsional.com/cuidado-saude-e-cultura-trabalhos-psiquicos-e-criatividade-na-situacao-analisante-p417
https://www.livrariapulsional.com/as-diversas-faces-do-cuidar-novos-ensaios-de-psicanalise-contemporanea-p356
https://www.livrariapulsional.com/clarice-lispector-a-paixao-segundo-c-l-p277
https://www.livrariapulsional.com/historia-da-psicanalise-sao-paulo-1920-1969-p283
https://www.livrariapulsional.com/qui-nem-jilo-a-saudade-do-lugar-de-origem-p387
https://www.livrariapulsional.com/angustia-p414
https://www.livrariapulsional.com/a-construcao-da-pessoa-em-wallon-e-a-constituicao-do-sujeito-em-lacan-p402
https://www.livrariapulsional.com/notas-de-psicologia-e-psiquiatria-social-p70
https://www.livrariapulsional.com/anima-animus-de-todos-os-tempos-p472
https://www.livrariapulsional.com/psicanalise-e-instituicoes-para-a-primeira-infancia-a-experiencia-de-um-espaco-de-acolhimento-p76
https://www.livrariapulsional.com/corpos-sexualidades-diversidade-p461
https://www.livrariapulsional.com/kant-no-brasil-p284
https://www.livrariapulsional.com/crianca-objeto-ou-sujeito-15-anos-da-rede-de-psicanalise-e-infancia-do-fcl-sp-p460
https://www.livrariapulsional.com/controversias-psicanaliticas-p78
"https://www.livrariapulsional.com/perturbador-mundo-novo-historia,-psicanalise-e-sociedade-contemporanea-1492-1900-1992-p1034"
https://www.livrariapulsional.com/a-representacao-ensaio-psicanalitico-p323
https://www.livrariapulsional.com/o-trabalho-da-psicanalise-livro-anual-de-psicanalise-xxv-2011-p371
https://www.livrariapulsional.com/abertura-para-uma-discoteca-p413
https://www.livrariapulsional.com/a-constituicao-do-inconsciente-em-praticas-clinicas-na-franca-do-seculo-xix-p391
https://www.livrariapulsional.com/estados-da-alma-da-psicanalise-o-impossivel-para-alem-da-soberana-crueldade-p366
https://www.livrariapulsional.com/psicanalise-de-casal-e-familia-desafios-clinicos-e-ampliacoes-teoricas-p228
https://www.livrariapulsional.com/sigmund-freud-o-seculo-da-psicanalise-1895-1995-vol-3-p317
https://www.livrariapulsional.com/vinculos-e-instituicoes-uma-escuta-psicanalitica-p336
https://www.livrariapulsional.com/mosaico-de-letras-ensaios-de-psicanalise-p296
https://www.livrariapulsional.com/universidade-e-governo-professores-da-unicamp-no-periodo-fhc-p334
https://www.livrariapulsional.com/teoria-e-tecnica-da-psicanalise-estudos-p19
https://www.livrariapulsional.com/a-comunicacao-do-diagnostico-na-uti-neonatal-p423
https://www.livrariapulsional.com/fenomenologia-da-vida-de-michel-henry-interlocucoes-entre-filosofia-e-psicologia-p355
https://www.livrariapulsional.com/manuscrito-inedito-de-1931-p727
https://www.livrariapulsional.com/a-prova-pela-fala-sobre-a-causalidade-em-psicanalise-p272
https://www.livrariapulsional.com/quem-ve-perfil-nao-ve-coracao-p129
https://www.livrariapulsional.com/o-carvalho-e-o-pinheiro-freud-e-o-estilo-romantico-p303
https://www.livrariapulsional.com/diagnosticar-em-psicanalise-vol4-p922
https://www.livrariapulsional.com/dialetica-da-vertigem-adorno-e-a-filosofia-moral-p357
https://www.livrariapulsional.com/dialogos-psicanaliticos-contemporaneos-o-representavel-e-o-irrepresentavel-em-andre-green-e-thomas-h-ogden-p426
https://www.livrariapulsional.com/filosofos-e-terapeutas-em-torno-da-questao-da-cura-p260
https://www.livrariapulsional.com/do-que-fala-o-corpo-do-bebe-p377
https://www.livrariapulsional.com/tdah-contribuicoes-da-psicanalise-p479
https://www.livrariapulsional.com/a-normopatia-na-formacao-do-analista-p431
https://www.livrariapulsional.com/a-paixao-silenciosa-uma-leitura-psicanalitica-sobre-as-paixoes-amorosas-p447
https://www.livrariapulsional.com/conta-de-novo-mae-historias-que-ajudam-a-crescer-p403
https://www.livrariapulsional.com/a-linguagem-dos-bebes-sabemos-escuta-los-p280
https://www.livrariapulsional.com/psicopatologia-dos-ataques-de-panico-p304
https://www.livrariapulsional.com/sobre-amores-e-exilios-na-fronteira-da-psicanalise-com-a-literatura-p383
https://www.livrariapulsional.com/o-pensamento-japones-p1027
https://www.livrariapulsional.com/desafios-atuais-das-praticas-em-hospitais-e-nas-instituicoes-de-saude-p448
https://www.livrariapulsional.com/breve-historia-da-bunda-p409
https://www.livrariapulsional.com/lugar-de-vida-vinte-anos-depois-exercicios-de-educacao-terapeutica-p367
https://www.livrariapulsional.com/de-bebe-a-sujeito-a-metodologia-irdi-nas-creches-p395
https://www.livrariapulsional.com/historias-de-uma-supervisao-exercicios-de-compreensao-clinica-daseinsanalitica-p126
https://www.livrariapulsional.com/obsessiva-neurose-p454
https://www.livrariapulsional.com/psicanalise-igual-desigual-p378
https://www.livrariapulsional.com/psicossexualidades-feminilidade-masculinidade-e-genero-p331
https://www.livrariapulsional.com/clinica-psicanalitica-estudos-p465
https://www.livrariapulsional.com/elasticidade-e-limite-na-clinica-contemporanea-p625
https://www.livrariapulsional.com/a-obesidade-nao-toda-ou-quando-a-gordura-fala-p237
